,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slipper,snow,sock,spoon,sprinkler,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jacket,0.61849123,1.0684962,1.3701346,0.8679862,1.0652806,1.3279262,1.2795564,1.1583115,0.8744302,0.6253427,1.3184156,0.47475654,0.7487844,1.103887,0.37707907,1.1832616,1.2761469,1.2912966,1.345352,0.8869986,1.2556736,0.98087376,1.1785781,1.2647157,1.1191032,1.1698215,0.8305813,0.9104036,1.445745,0.80194354,0.71330726,1.2312332,0.92133707,0.49447536,1.0178279,1.4298079,0.84879875,1.4041066,0.92884547,0.8935503,0.97168154,1.0601925,0.55676997,1.0974447,1.1815915,0.83940923,0.9955418,1.1042291,1.3734077,0.991782,0.9574169,1.0306573,1.1952319,1.1188346,1.1192797,0.7789141,0.99243075,1.1463553,0.7554548,1.1015275,0.8950222,1.13192,0.667235,0.83257884,0.0,1.2540326,0.39111555,1.0794632,0.7143661,1.2782754,0.89438736,0.9135999,0.88101786,0.81926453,1.0037534,1.1009121,1.095968,1.0901085,1.0246788,1.2008232,1.256738,0.81339747,1.0054389,0.60515404,0.30975866,1.145709,1.3766687,1.3310047,0.4862371,1.1902809,1.0704792,1.2874599,1.0479826,0.9068095,0.7918991,1.1405009,0.8596772,0.88258076,1.0993457,0.6957501,1.111722,0.5403992,0.8822944,0.7421665,1.0031502,0.9573764,1.3432086,1.353862,1.2485621,1.0214777,1.1540508,1.2037666,0.4689551,0.77554315,1.3852632,1.2027869,1.1803126,1.0422113,1.1807108,1.0620775,0.9677068,1.0401369,1.0904459,1.3338957,0.89976215
jar,1.3838247,1.0451455,0.70760924,1.3287596,0.7278173,0.6460066,0.74329245,0.6556344,1.211262,1.29573,0.9533685,1.3747574,1.2487218,0.8424541,1.345565,0.9766228,0.80143285,0.49061924,0.556325,1.0443158,0.94168884,1.1243471,0.6279043,0.96605796,0.77702796,0.9198803,1.1788018,0.7403296,0.63676834,1.1067524,1.3411527,0.54177177,1.2803782,1.3343599,1.0121925,0.73590404,1.1276522,0.3494867,0.8734608,1.0116438,0.98396593,1.0887505,1.1548269,1.0550598,0.97950363,1.1989543,1.0541463,1.2310171,0.89573467,1.0318582,1.1198696,1.0487456,0.8264288,0.98153514,1.0428792,0.95119214,1.0964898,0.92080384,1.247065,0.9112817,1.3441842,0.6589985,1.1801374,1.1877238,1.2540326,0.0,1.4190402,0.9504547,1.1774843,0.82262224,1.1860229,1.0533332,1.1795158,1.3180815,1.1006474,0.9763354,1.2794707,0.85410154,1.0932779,1.0508916,0.90049255,1.182011,1.1199307,1.303885,1.3732994,0.97810376,0.78478056,0.7738383,1.2449142,1.0012149,0.8889789,0.7561008,0.69976056,0.86353254,0.7223987,0.55423284,1.0677387,1.2347889,0.80077934,1.2613547,0.8734555,1.3468714,1.0673829,1.1408318,1.0187294,0.85053134,0.6815405,0.7777697,1.0613139,1.0782614,0.71143275,0.9140839,1.351984,1.0973127,0.5058645,0.9596526,0.92557156,0.6871499,0.6168006,0.99203175,1.1828663,1.040566,0.69812834,0.78936625,1.1712396
jeans,0.42688692,1.0382044,1.4037247,0.5636833,1.1550516,1.480095,1.313483,1.3844662,0.76873744,0.51445013,1.4004946,0.42006457,0.5864798,1.1664231,0.41224545,1.1574239,1.3662379,1.5515394,1.4787774,1.0249884,1.285225,1.1071267,1.3306332,1.2981709,1.4509532,1.1831417,0.8512863,1.2172596,1.602839,0.8681247,0.45534658,1.3521318,0.8156448,0.334468,0.95385176,1.5109386,0.75256705,1.6338363,1.0354576,0.8559515,1.1881939,1.1987802,0.50765795,1.1697476,1.1941825,0.79523164,0.89558285,0.9501018,1.3666533,0.837723,0.89776504,0.8503431,1.1790214,0.9084002,1.1457922,0.8189888,0.8326985,1.1583371,0.5775483,1.1664743,0.61672914,1.3914597,0.5715939,0.5960146,0.39111555,1.4190402,0.0,0.9335222,0.6984773,1.551784,1.0168936,0.86137253,0.7481602,0.62926066,1.1276286,1.0424129,0.9532725,1.4834212,1.1083357,1.1980711,1.3176954,1.0176729,0.8754331,0.37584996,0.2263245,1.2379222,1.4797696,1.3870213,0.6615395,1.3064816,1.1704197,1.2671891,1.1839371,0.9972805,1.1700028,1.3582858,0.9261086,0.6918114,1.1545153,0.5905429,1.1255403,0.35689294,0.735842,0.6658901,1.0728269,1.046542,1.4746461,1.4646314,1.0575511,1.0019469,1.1791435,1.0649104,0.32873464,0.6915496,1.5555143,1.1986729,1.1159135,1.467931,1.2654312,0.9937202,0.73697007,1.052116,1.4585512,1.4282458,0.9547764
knife,0.96953523,1.1167045,1.0657781,0.9214388,1.0141932,1.0488827,1.0334135,1.142581,1.0150594,1.0212348,1.1583494,1.0372032,0.836838,1.0984591,1.0532864,1.0086066,0.95071,1.0711813,0.7718965,1.0960708,1.2652855,0.87403035,0.853402,1.1602972,1.1155705,1.1108654,1.2215761,1.0885656,1.1904024,1.1086235,0.9146747,0.92015135,0.7592368,1.0342563,0.97262615,0.995997,0.92749333,1.0617839,1.0790848,0.8699236,1.0908996,0.78093815,1.0307275,1.1812631,1.2413197,1.1941541,0.94580144,1.0172521,1.029975,0.8029275,1.1573815,0.1637643,1.0038977,0.8865701,1.1317629,0.98441553,0.9903399,0.63480985,0.97352743,1.2290689,0.7471231,1.1229845,1.2312635,0.76925576,1.0794632,0.9504547,0.9335222,0.0,0.9453129,1.1253167,1.1521438,1.0525912,0.8908074,0.9606786,0.8527026,1.0658543,1.0722076,1.1044309,1.123368,1.2799697,1.2344866,1.0416706,1.0940005,0.92627084,1.0910546,1.0334113,0.8667378,0.7425082,1.1408833,1.1702323,1.0943508,0.642785,1.1223458,1.1566398,1.254249,1.0647991,1.0271434,1.0255308,1.0795853,1.0074817,0.7593685,1.0084202,0.9576405,0.99836695,0.5532707,1.0235761,0.91834766,1.1407351,1.0461584,1.1612569,0.35282665,0.9353807,1.0126166,0.7886065,1.0532881,1.1728857,0.39635444,1.097305,0.96776325,0.9415022,1.0181711,1.027999,0.99881,1.0727035,1.0207195
ladder,0.6222142,1.2286913,1.3354701,0.7889304,1.092657,1.3871521,1.2817882,1.1094127,0.6815214,0.42877638,1.407249,0.3951565,0.7896235,1.0755789,0.60724235,1.1853925,1.2071714,1.3431523,1.2600163,0.6605354,1.3435515,0.9483264,1.0525442,1.3570621,1.2304904,1.1006533,0.9087125,0.62002045,1.4251289,0.50892353,0.6824353,1.0796833,0.91416156,0.58655393,0.7480804,1.5231642,0.3474825,1.2819178,0.68351054,0.82026607,0.89905095,0.94782543,0.7787206,1.252131,1.3104147,1.0724275,0.94380975,1.2751163,1.4094032,0.91949034,1.2732601,0.84241945,1.1157188,0.87744606,1.3817216,1.1398416,0.8290787,1.1554931,0.8995748,1.2073101,1.0253819,1.3628998,0.88641644,0.6913992,0.7143661,1.1774843,0.6984773,0.9453129,0.0,1.2790571,0.9206044,1.0681084,0.8345653,0.869766,0.97008675,0.92880946,1.1811497,1.3331245,1.4390631,1.3327025,1.32665,0.68620646,0.96011096,0.6529673,0.6277808,1.0640795,1.4670429,1.3994682,0.8426844,1.334877,1.1273394,1.1006036,1.2072517,1.1073304,1.1302322,1.1432308,0.528624,0.9679997,0.97919756,0.7357126,1.0204308,0.8062761,0.79041374,0.9841535,0.9114122,0.7878603,1.2888293,1.4256544,1.0118864,1.2133989,1.0640185,1.0433098,0.776464,0.26786375,1.3196478,1.489437,1.1405095,1.3901608,1.1462479,0.77107215,0.8674039,0.93505573,1.1264126,1.3816853,0.6699472
lamp,1.4785514,0.95427954,0.80972797,1.413826,1.0817901,0.7058678,0.8425419,0.7234761,1.1666812,1.4089955,0.6196191,1.4018687,1.3260401,0.91657853,1.3522992,0.83933485,0.74531835,0.62666947,0.76426065,1.0314325,0.7992781,0.8866846,0.88243115,0.75620407,0.37507713,0.83083963,0.9696996,0.6866836,0.43517518,1.1414251,1.3531358,0.73181283,0.9840519,1.4464204,1.1384982,0.6011815,1.3288937,0.53952646,1.0627457,1.2398622,0.55876803,0.79597175,1.3501954,0.65823364,0.97425795,1.0066415,1.1682563,1.0098975,0.7563618,1.2698733,0.93793076,1.243108,1.0193467,1.1651365,0.76485693,0.99717337,1.2620041,1.0490781,1.2570392,0.9367544,1.2491189,0.660544,1.2244246,1.3800348,1.2782754,0.82262224,1.551784,1.1253167,1.2790571,0.0,0.85388696,1.074863,1.263032,1.4237283,0.87942576,1.0673672,1.0440015,0.37974155,0.67521,0.8313759,0.8613577,0.7989795,1.2291557,1.4886541,1.391432,0.72869366,0.5776305,0.6757757,1.0759004,0.7026951,0.77537984,0.99947476,0.9306657,1.1589682,0.72107166,0.7716675,1.119135,1.1855032,0.9887342,1.3766323,0.96321386,1.4047686,1.2923194,1.2164384,0.95238787,0.9438979,0.52457136,0.6669828,0.98650694,0.9683187,0.9697075,0.94098586,1.4017723,1.3691134,0.6148627,0.8257629,0.91936326,0.45543778,1.0617174,1.2857578,1.270951,0.9508066,0.6202401,0.6505615,0.84478223
leg,1.1381143,0.9195653,1.0962886,1.09147,1.147529,1.1043373,0.9691698,1.0036957,1.0742571,1.1691345,0.9174868,0.972398,1.158725,0.9387071,1.1003582,1.1300997,1.0274963,0.97007453,1.1371841,0.88697284,0.78894055,0.8456289,1.0746737,0.8136615,0.5808016,0.9707576,1.0984733,0.6640513,1.0228723,0.9977695,1.123188,1.1115466,1.0020398,1.1310921,1.0509479,0.8530338,1.1472123,0.95965236,1.0828829,1.200843,0.9631048,0.9478437,1.020677,0.8016558,0.8524204,1.0291238,1.1511495,0.7790807,0.99835795,1.1712632,0.7316437,1.0994636,1.0724503,1.2505168,0.9135659,0.9876184,1.1817609,1.2068774,1.1518006,1.0369738,1.005405,1.1356678,1.0947746,0.9431068,0.89438736,1.1860229,1.0168936,1.1521438,0.9206044,0.85388696,0.0,1.1839273,0.92058265,1.1321927,0.8470541,1.0853832,0.9170858,0.699301,0.7524413,0.84204125,0.87277395,0.89535034,1.0864168,1.1465569,0.8435769,1.0596942,0.7925297,0.8028053,0.9221429,0.81948066,0.96049386,1.1802258,0.9741099,0.9021343,0.9930554,1.1132616,1.0027181,1.17834,1.0506021,0.9519494,0.88082516,1.0768815,1.0537567,0.9680075,0.95478326,1.0592829,0.9782081,0.9720653,1.1254196,0.85172975,1.0379874,1.147341,1.1046654,1.1079031,1.1264855,0.86383414,0.9007065,0.668787,1.1417134,1.0708512,1.2148017,1.0647922,0.8106942,1.0341574,1.0791616
meat,0.80436087,1.1169049,1.1453811,0.90866756,1.093326,1.0855807,1.1710438,1.170758,0.7608553,0.79408675,1.0982169,0.9916473,0.9721486,1.1469221,0.8307332,1.0346252,1.2435265,1.1809359,1.2156749,1.1454476,0.8448912,1.0589613,1.2531695,1.2261175,1.1081531,1.2032938,0.46118796,1.1976565,1.1980841,0.9027662,0.87247765,1.0761641,0.9360786,0.79990864,1.0996163,1.1579349,0.9575429,1.2473999,0.99883956,1.0338532,0.94855165,1.142913,0.8532429,1.115177,1.1833634,0.55316013,0.9887825,1.0731087,1.1112678,1.12454,1.0609637,1.0916246,1.1993446,0.79316545,0.93892705,1.1185378,0.8994275,1.0924587,0.6044791,1.1080903,0.8994196,1.1798732,0.5799745,0.97046566,0.9135999,1.0533332,0.86137253,1.0525912,1.0681084,1.074863,1.1839273,0.0,1.0713763,0.99604917,1.0700136,1.0696635,1.0052905,1.1050731,0.9958709,1.0821171,1.1813073,0.95162535,0.9624177,0.88227,0.89364654,1.1503029,1.1604805,1.1187501,1.0893433,1.0990928,1.1463257,1.1632181,1.0548683,1.0931951,1.0822653,1.1379379,0.96087253,0.6108729,1.1103565,1.003341,1.2260238,0.7205341,1.0130162,1.0205249,1.1024237,0.9788388,1.1595045,1.1159096,0.8519875,1.0878472,1.1110446,0.9076114,0.7082238,0.95781326,1.1425575,1.0852654,1.1454477,1.1535422,1.1549413,1.1619594,0.7010071,1.0325618,1.1679026,1.1307807,0.7713903
melon,0.6146786,0.9786708,1.0987797,0.7721323,1.1260021,1.2900243,0.66949165,1.2402375,1.012539,0.889762,1.28529,0.8131927,0.7495168,0.9286888,0.88021815,1.244068,1.1503358,1.289405,1.178369,1.0288994,0.94818145,1.0253141,1.1206903,1.1507515,1.270295,1.104601,1.0276386,1.1040722,1.2966897,1.081762,0.82471013,1.1562941,0.9646708,0.9097671,0.94647026,1.2304302,0.9112657,1.2546322,0.9220755,0.8383634,1.2313051,1.1243281,0.87226677,1.1677115,1.0714806,1.0132991,0.9895744,0.9418969,1.1809564,0.7142679,0.9340722,0.79938704,0.7698575,1.0516835,1.1486847,0.8011148,0.9610945,0.9196485,0.9042181,1.1212807,0.827173,1.1688298,0.98580873,0.8823072,0.88101786,1.1795158,0.7481602,0.8908074,0.8345653,1.263032,0.92058265,1.0713763,0.0,0.64037085,1.0375103,1.0344496,0.9286168,1.220547,1.0480199,1.0772297,1.0413893,1.0889391,0.985181,0.7529614,0.79800856,1.117531,1.2320106,1.1055808,0.90403765,1.1331536,1.0524071,1.032645,0.9901486,0.8498896,1.2051208,1.2077441,0.9495583,0.98674387,0.8880782,0.7601942,0.9710312,0.85612774,0.8631254,0.8409356,0.9795438,1.1456612,1.3020817,1.2266096,1.1926275,0.88404816,0.9447518,1.163056,0.8379574,0.8801245,1.1963713,1.069453,0.9268067,1.2403339,1.0368718,1.0061227,1.0296097,1.1116772,1.1778426,1.1466208,1.0862492
mitten,0.573306,1.0320687,1.2603558,0.6887906,0.95404017,1.3276398,1.1235436,1.3692076,0.97969574,0.71511763,1.2837373,0.7332535,0.4871295,1.0102416,0.6908405,1.1010895,1.2768801,1.417041,1.2967132,0.97276896,1.1377058,1.1065106,1.0645394,1.1427557,1.5270501,1.0315748,0.96849203,1.4229887,1.478643,1.0310274,0.8362435,1.2755749,0.91368574,0.7474798,0.9502071,1.384027,0.78864896,1.466904,1.0282774,0.6938135,1.3419793,1.178014,0.8443464,1.1040698,1.0215597,0.9170642,0.93847394,0.9111011,1.2140934,0.4349501,1.0186588,0.8675957,0.869308,0.88005424,1.1103791,0.82218575,0.8322047,0.9951798,0.7578292,0.9929323,0.6722921,1.1655192,0.8154922,0.74714917,0.81926453,1.3180815,0.62926066,0.9606786,0.869766,1.4237283,1.1321927,0.99604917,0.64037085,0.0,1.1149797,0.76442116,0.9010816,1.448988,1.1477466,1.1455815,0.9763629,1.1487441,0.6416463,0.614158,0.79701346,1.1958199,1.3721979,1.3083742,0.83068246,1.1672181,1.0015392,1.1328318,1.1304747,0.80443525,1.3040192,1.3815317,0.981486,0.8599241,1.0012993,0.58876765,0.99871576,0.7271799,0.83377385,0.7096151,1.0617367,1.1915516,1.4442707,1.3735508,1.1200749,0.94725937,1.0588049,1.0518285,0.7519009,0.91759443,1.28457,1.1429167,1.0406685,1.4736505,0.8197979,0.83918226,0.83781374,0.9552556,1.4063613,1.1734804,1.0550472
mop,1.1290761,1.031225,1.101696,1.1229279,0.98145527,1.0884929,1.0645454,0.9140871,0.94057965,1.089391,1.0895191,1.0881901,1.1141055,1.0805491,1.0344237,1.0547988,0.9204558,0.94178045,0.9620781,1.0318971,1.1976267,0.0060790777,0.96222967,1.0218012,0.85247326,1.2038696,1.1230195,0.92943627,1.02958,0.90956014,1.0859313,0.92271006,0.98676777,1.1503876,0.97846586,0.99140537,1.0313057,1.0222683,1.0616485,1.0092672,0.74455416,0.6131742,1.0552143,1.0603855,1.2207481,1.1048288,1.0264041,1.2002182,1.0916408,0.98113406,1.1778532,0.86364746,1.0833482,1.0694377,1.1799381,1.1711926,1.156754,1.0066031,1.1210628,1.139802,1.1646729,1.1367949,1.1732632,0.82523715,1.0037534,1.1006474,1.1276286,0.8527026,0.97008675,0.87942576,0.8470541,1.0700136,1.0375103,1.1149797,0.0,1.1055679,1.0797417,0.80028903,1.0393631,1.1621184,1.2233423,0.74742377,1.1667917,1.1583374,1.0902803,0.8145876,0.9106488,0.8079448,1.1695068,1.179537,0.9923862,1.0234396,1.0801537,1.2097135,0.96392894,0.96876794,0.93770474,1.0735129,1.0565282,1.0091871,0.70220685,1.1759386,1.0612624,1.1783407,0.100925624,0.8837563,1.0710016,1.120237,0.98606986,1.2112566,0.85060257,0.8881112,1.1380975,1.030459,0.99250025,1.2096258,0.76076394,0.8079771,1.0457991,1.0779443,1.1327214,1.0668837,0.53628284,1.1175971,0.9147018
motorcycle,0.92135024,1.0952184,1.0118927,1.0608141,0.9070271,1.1037616,1.0068631,1.0953689,1.1323551,1.0590848,1.035643,0.98505354,1.0333146,0.9134865,1.0113244,0.96981376,1.0665147,1.0421591,1.044585,0.8968251,0.9476009,1.1034616,0.9392343,0.99036413,1.1408724,0.48088872,1.0657707,1.0977026,1.0032555,1.0673676,1.0883536,1.0999129,1.0134593,1.1135577,0.78325266,1.0695112,1.0529028,1.029843,0.9121179,0.95008326,1.1177931,1.1229414,1.074543,1.0103264,1.0320969,1.0815088,0.95296544,1.0582603,1.0377684,0.749846,1.1230961,1.0692544,0.83503467,0.8072727,0.986522,1.0939612,0.8470923,1.0535117,1.0156186,0.9347256,0.9441758,0.9650133,0.8774991,1.0353578,1.1009121,0.9763354,1.0424129,1.0658543,0.92880946,1.0673672,1.0853832,1.0696635,1.0344496,0.76442116,1.1055679,0.0,0.991263,1.1922436,1.0749756,0.9990024,0.93923104,1.0797167,0.8156842,0.96830815,0.99028146,1.1431632,1.1134671,1.1690463,1.0038509,1.034081,0.8338364,1.0217946,1.0729659,1.0563295,1.133503,1.0695478,0.98658824,1.1159345,0.8947705,0.78711873,0.9183823,1.1033665,1.051389,1.017856,1.0980625,1.0442536,0.9851026,0.9704013,1.0568628,1.0912534,1.0844921,1.0219917,1.1037201,1.0473335,1.0460999,1.0658774,1.1178081,1.1582417,0.88842374,0.8665231,0.9734828,0.5029116,1.0525233,0.9595251,1.0719274
mouth,1.0497429,0.75043404,1.0214379,0.881519,1.0665272,1.0801482,1.0202751,1.1936154,1.1227903,1.1675515,0.96040064,1.0996605,0.96494085,1.0956498,1.1374812,1.0682223,1.103691,1.1808822,1.1893381,1.1426636,0.774891,1.0875934,1.2273848,0.8227588,1.0711373,0.8923729,1.0915843,1.2346271,1.0671486,1.1659318,1.0193939,1.227286,0.93524736,1.11129,1.1290545,0.7872175,1.1565515,1.1939635,1.1807942,1.1285402,1.2004685,0.97672933,1.0717506,0.9734216,0.78124166,0.9452859,1.0071858,0.4616933,0.8698753,1.0495244,0.72973883,0.9923662,1.0400454,1.0802985,0.45456958,0.9285978,1.0659103,0.95527494,0.84286994,1.0440661,0.621722,0.965093,1.0450094,1.0309291,1.095968,1.2794707,0.9532725,1.0722076,1.1811497,1.0440015,0.9170858,1.0052905,0.9286168,0.9010816,1.0797417,0.991263,0.0,1.0993615,0.5170154,0.48775172,0.8150723,1.1939112,0.97096735,0.9847049,1.0365764,1.0876168,0.8033822,0.78105533,0.9750836,0.9074236,1.0407822,1.1396103,1.1473638,1.0218484,1.2216786,1.2340494,1.2199355,0.983449,1.1627369,1.0361819,1.0071988,0.94869375,1.0569795,0.9313202,1.1261615,1.1927847,1.1023874,0.8987121,1.0860698,0.76790833,1.1088243,1.0871964,1.0001596,1.2152143,1.1537582,0.5228617,0.8175653,1.1050363,1.1446434,1.0619249,1.0483656,1.0962375,1.1751243,0.68316495,1.1125636
napkin,1.5009732,1.0350327,0.70036733,1.4065478,1.2206025,0.52625114,0.7812898,0.6698934,1.1538483,1.4010787,0.48242176,1.3410956,1.3181593,1.0120609,1.2783856,0.8376364,0.6101785,0.4199872,0.6948447,0.9793721,0.78551614,0.80800164,0.8660325,0.70347416,0.19916832,0.9022456,1.1240263,0.6065199,0.49987894,1.1464155,1.3643506,0.8721063,1.0487999,1.4115841,1.150685,0.43307805,1.3376626,0.51604646,1.1472759,1.294626,0.60723686,0.81437266,1.2719772,0.673373,0.9191289,1.0497227,1.2603344,1.0477824,0.6549422,1.359819,0.94284445,1.2880619,1.1376568,1.3398561,0.7871147,1.0085009,1.3101858,1.0582705,1.3405043,0.9184587,1.337437,0.65437484,1.3145137,1.2984265,1.0901085,0.85410154,1.4834212,1.1044309,1.3331245,0.37974155,0.699301,1.1050731,1.220547,1.448988,0.80028903,1.1922436,1.0993615,0.0,0.69071186,0.8198819,0.86397696,0.75656533,1.3140365,1.4945588,1.3293879,0.65270925,0.46385062,0.6506282,0.97971624,0.63320416,0.7619548,0.94201636,0.920611,1.0830541,0.6795987,0.76600003,1.0896065,1.1872259,1.0940024,1.3532618,0.96877515,1.3813214,1.2466432,1.1756792,0.91278285,0.9619736,0.48845798,0.5440209,1.1338353,0.9553376,1.0532821,1.1049215,1.3989247,1.3540564,0.7261583,0.8141951,0.80655885,0.15488386,1.0453204,1.1260979,1.3186492,1.0850995,0.45071197,0.77251935,1.0068152
necklace,1.3330293,0.80651987,0.9917248,1.2489414,1.1482099,0.92879987,0.93704426,0.99070615,1.3558171,1.4000438,0.6721747,1.2847934,1.0960648,1.0083288,1.1518433,1.034041,1.080746,0.91281974,1.0955844,1.1621534,0.60863173,1.0486338,1.1264275,0.66273427,0.6270567,0.8400463,0.9265071,1.0378153,0.7270657,1.3739771,1.2184342,1.2053317,0.8750149,1.2367532,1.2472837,0.5457367,1.4805894,0.88949716,1.1893367,1.3129652,0.9874708,0.98498416,1.2236735,0.52351207,0.7701014,0.87880576,1.1157744,0.49163538,0.83058393,1.2154922,0.5397392,1.169016,1.1050925,1.2833096,0.23429835,0.851205,1.2953963,1.0132774,0.8813497,0.9899056,0.76275,0.7456533,1.011776,1.1253303,1.0246788,1.0932779,1.1083357,1.123368,1.4390631,0.67521,0.7524413,0.9958709,1.0480199,1.1477466,1.0393631,1.0749756,0.5170154,0.69071186,0.0,0.3946638,0.7830912,1.1909456,1.0566719,1.2095491,1.1233295,1.104321,0.5239166,0.5684358,0.81746596,0.6936646,0.89285994,1.2124034,0.9841012,1.004934,0.8167081,1.0310272,1.3766036,1.159284,1.1522949,1.1742318,0.9389863,0.96848416,1.2110778,0.91532534,1.118107,1.1589674,0.90410495,0.7093518,1.1756027,0.73285776,1.0859637,1.1109253,1.0751232,1.5105823,1.0418555,0.41676366,0.7695682,0.686193,1.19586,1.2901123,1.2600971,1.0727907,0.92580175,0.6771096,1.2221601
nose,1.2739276,0.8853804,0.7353841,1.1274211,1.0508997,0.80309516,0.8534911,0.98540395,1.2702771,1.322263,0.58104616,1.255153,1.2077352,1.0670508,1.2662259,0.96550256,1.121149,0.8116514,1.0251492,1.0942467,0.5380463,1.1733502,1.1130704,0.5992544,0.73939884,0.7361431,0.92652285,1.0893705,0.6813865,1.2620177,1.1338608,1.1705096,1.0939542,1.2490041,1.2421983,0.5059514,1.3792903,0.8386784,1.062422,1.3226545,1.0861222,1.1092213,1.272227,0.6149408,0.5430513,0.93479776,1.0453236,0.55957127,0.712476,1.2546403,0.7191489,1.2873344,1.0772532,1.2186503,0.2821679,1.0168723,1.1324095,1.1481725,1.0399578,0.96384704,0.9471106,0.705889,1.080417,1.1939629,1.2008232,1.0508916,1.1980711,1.2799697,1.3327025,0.8313759,0.84204125,1.0821171,1.0772297,1.1455815,1.1621184,0.9990024,0.48775172,0.8198819,0.3946638,0.0,0.57600474,1.2580328,0.9078702,1.2682906,1.1176616,1.1974838,0.5950818,0.7722614,1.0100421,0.63976383,0.8627047,1.1766708,1.0577506,1.0005877,0.9762382,1.0627751,1.3069532,1.1804488,1.1208104,1.2105976,0.9775838,1.1041629,1.1677781,0.9660441,1.295957,1.1732849,0.807539,0.53848076,1.0972977,0.7329227,1.2710481,1.1808963,1.1866978,1.4203483,0.9277353,0.41897047,0.95355695,0.8283304,1.1209255,1.1416306,1.147774,1.0603071,0.8940408,0.63722515,1.2240981
orange,1.2787118,0.87917876,0.6600146,1.1810462,0.8677689,0.6801779,0.70866406,0.9693157,1.3410323,1.4211468,0.74495417,1.314463,1.2620237,0.87906706,1.3512311,1.0135483,0.92026323,0.7398616,0.89624715,1.1208653,0.6103618,1.2291942,0.9505335,0.68636096,0.8201529,0.8027837,1.1407746,1.0283108,0.6580578,1.2667015,1.2609332,1.0126467,1.242364,1.3734369,1.1342807,0.59051996,1.3957297,0.7433074,1.0988915,1.2232819,1.1785595,1.2010674,1.277919,0.86476153,0.20432472,1.0212362,1.0769304,0.6899654,0.6880415,1.1054676,0.906257,1.2867756,0.8400734,1.2422885,0.7167413,0.97005284,1.1233203,1.0302405,1.3064123,0.755393,1.0799966,0.6886877,1.1932099,1.1715585,1.256738,0.90049255,1.3176954,1.2344866,1.32665,0.8613577,0.87277395,1.1813073,1.0413893,0.9763629,1.2233423,0.93923104,0.8150723,0.86397696,0.7830912,0.57600474,0.0,1.2817143,0.8563371,1.3375902,1.231018,1.1026977,0.670285,0.7852425,1.1067085,0.66312283,0.85299706,1.0122677,0.8356949,0.62325984,0.9663825,1.0281523,1.2134969,1.2598087,0.9342102,1.1750569,0.9794373,1.2984459,1.274886,1.0100274,1.328559,1.1906047,0.82765377,0.6266613,1.1009482,0.6867192,1.132563,1.1323298,1.3283702,1.3689144,0.73113394,0.5735172,0.9520782,0.7948835,0.6841556,0.92080545,1.1850711,1.0671111,0.9238607,0.5620506,1.2644655
oven,0.9512031,1.2011627,1.2345669,1.0612417,1.2061756,1.1828457,1.1664438,0.9410973,0.5243225,0.797176,1.0943722,0.7599534,0.97795695,1.1361918,0.8533437,1.04746,0.9839772,1.146846,1.1151316,0.7449456,1.2417904,0.7100058,0.97135437,1.1222942,0.8240809,1.121728,0.93116534,0.7361822,1.1227459,0.56200457,0.9370365,0.8972578,0.83412635,0.9303149,0.9569594,1.3037813,0.75948197,1.0742807,1.0312638,1.0890841,0.35764277,0.51382506,0.9117624,1.0135128,1.2872537,1.0376805,1.0461379,1.2450099,1.2007369,1.2017109,1.2238193,0.9961009,1.1877874,0.97707546,1.2226517,1.2182882,1.0281674,1.1645212,0.96698564,1.1180853,1.1075008,1.2920289,1.0429547,0.9365274,0.81339747,1.182011,1.0176729,1.0416706,0.68620646,0.7989795,0.89535034,0.95162535,1.0889391,1.1487441,0.74742377,1.0797167,1.1939112,0.75656533,1.1909456,1.2580328,1.2817143,0.0,1.0804935,1.0158603,0.8733846,0.7501277,1.2417506,1.2515874,0.9415679,1.1116881,1.0343378,1.080532,1.1810652,1.2338238,0.92906934,0.9159262,0.37615025,1.0300092,1.1208214,1.0265672,1.1588315,0.9344764,1.03908,1.0575871,0.78419715,0.6792953,1.0004891,1.2756107,0.9769593,1.2623718,1.0821351,0.9828463,0.9530816,0.738746,1.1148435,1.3603885,1.1682928,0.94772744,1.284982,1.0923862,1.0167692,0.88821006,0.8872288,1.2610191,0.4824956
