,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
orange,1.4013923,0.5967901,0.2649889,0.94455355,1.2605531,0.43216258,0.53344476,0.5909168,0.9633691,1.4030057,1.496332,0.60611093,1.3666501,1.2265524,1.2408817,1.3283547,0.825153,1.1139094,0.53097737,0.96605825,1.3462905,0.3851642,0.8045147,0.8568458,1.0246167,0.7705536,0.90234625,0.77465844,1.2981988,1.1337842,0.6400027,1.3597388,1.0579771,1.0834472,0.74378484,1.384198,1.1463573,0.3424431,1.33862,0.7638116,1.1035312,1.296897,1.1376395,1.3968909,1.1771548,1.2610626,0.84236836,0.35889453,1.2389289,1.0335703,1.3288426,0.8626664,0.7372869,0.51852435,1.1860309,0.6234245,0.9993852,1.256797,1.3433263,0.68042934,1.1138253,0.9155853,1.3337026,1.0008256,1.3051965,0.5855128,1.3866031,1.322371,0.96547663,1.3861732,0.60470116,1.4356561,0.46124148,1.2916944,0.8192841,1.083265,1.3798866,0.9976886,1.2655287,1.1533879,0.40443408,0.5773045,0.5744748,1.1285075,0.0,1.3318906,1.0501194,1.4620409,1.3809363,1.3982589,0.43616033,0.4400704,0.74907815,0.9603186,0.8541093,0.7720797,0.45273453,0.8490448,0.8852854,0.65057474,0.43284822,1.1445107,0.9773123,0.9268197,1.4225978,1.1653663,1.2605404,1.0153191,1.4532222,1.2376052,1.2568786,0.7044211,1.3510847,1.2631088,0.40003562,1.1620171,0.8592871,1.1654438,1.1269863,0.5246229,0.75930095,1.0031458,1.2653296,1.4448292,1.3331108,0.43212533,0.61162376,0.7365263,0.99541116,0.5733387,0.7183091,1.1435758,1.1430788,1.0509107,1.0733382,0.5132422,1.300759
oven,0.95515144,1.137787,1.2941983,1.0594335,0.722193,1.3164628,1.2796979,1.3716803,0.9170345,0.44325137,0.6425053,1.0753943,0.6036196,1.06031,1.0282849,0.7654687,0.9484794,1.0509192,1.1463348,0.95885795,0.6981596,1.418163,0.9043217,0.95292085,1.16837,0.6651864,0.9395269,1.1803838,0.80543315,0.7368229,1.0714558,0.6762397,1.0921428,0.83164734,1.186713,0.6696903,1.0884299,1.2398611,0.72783613,1.1553599,1.0215176,0.91781795,1.1595612,0.35426903,0.5756365,0.846546,1.1275924,1.3957406,0.96731174,1.0275681,0.8122867,1.1887212,1.1282756,1.2668514,1.0646143,1.2214831,1.271663,1.0221314,0.87533534,1.2410064,0.97712535,1.2688754,0.83015263,1.2403275,0.9460859,1.2177775,0.94017965,0.8923586,1.1023475,0.69330084,1.2506986,0.68823195,1.2904983,1.0359868,1.067371,0.9624056,0.86254865,1.082692,0.8888272,1.0387807,1.247793,1.261818,1.2333941,0.9518569,1.3318906,0.0,1.0495311,0.8375915,0.6719409,0.90159976,1.2158785,1.2325461,1.1613708,1.1360785,1.0833709,1.2114677,1.3007648,1.0659148,1.1690089,1.2666436,1.3065019,0.91218287,0.8724681,1.0913931,0.22334814,1.0566949,0.9952835,1.1873283,0.7512989,1.0706295,0.75511193,1.1225572,0.72557616,0.95904845,1.3104358,0.84443414,1.0264252,1.1013024,0.90171605,1.3078111,0.9080234,0.930833,0.7953661,0.7435187,0.7747271,1.2615818,1.258164,1.1630944,1.17858,1.2551241,1.3502235,0.83489895,0.8393851,0.77547574,0.6927452,1.2034161,0.6423925
owl,0.9018309,1.0014322,0.9856039,0.9572904,1.159796,1.0185959,1.0381393,1.0667431,0.94470245,1.0920864,1.0857352,1.0316324,1.0393729,0.9231312,0.8760265,1.0044284,1.1761459,0.96078277,1.1490561,0.98100966,0.9143459,1.0942295,1.1312307,1.0569288,0.9106464,1.1532755,0.9522438,1.0233936,0.8279376,1.203379,0.8887471,1.1236511,0.99270135,0.9017424,0.92217994,1.051117,0.90492916,1.1757677,1.0276157,1.0518905,0.717936,0.79180944,0.8870559,1.1349199,0.8805152,0.9777612,0.9558598,1.0271791,1.1022179,0.6479516,1.0320139,1.1246326,0.9013992,0.8202183,0.92836106,1.2105,0.68967634,1.0163345,1.1023394,1.1743851,0.847073,0.8921178,1.091645,1.0015292,1.0782169,1.051376,1.0158222,1.1938736,1.0029502,1.1677859,1.2780985,1.1966429,1.121351,1.0099243,0.9808963,1.0117745,0.8399396,1.0654613,1.0063344,0.98055136,1.0388114,0.99206567,1.1405936,1.0215056,1.0501194,1.0495311,0.0,1.1199613,1.1832354,1.0138547,1.227814,1.2014925,0.9910868,0.823403,1.0683964,0.9664854,1.0085882,1.0516591,0.85160184,1.0785371,1.0086647,0.95350826,0.94313604,0.71009505,1.126314,0.95200014,1.0262289,1.0084239,1.1821238,0.73606634,1.0574974,1.1280117,1.0718969,1.0204303,0.9710944,0.9748666,0.9052501,1.0149015,0.87757385,1.1288731,0.91409445,1.0200738,1.0199713,1.1056054,1.0352092,0.9299144,1.065385,0.841051,0.9668549,1.0595266,0.89081985,0.9648293,0.99031556,0.92683816,1.1518065,1.0360895,1.1222081
pajamas,0.70660377,1.3052864,1.4544823,0.90692925,0.45666695,1.3785908,1.3400962,1.3479317,1.3615901,0.66525686,0.29826707,1.384207,0.78694427,0.5510727,1.132487,0.3506477,0.99406177,1.0446476,1.5343709,1.2989944,0.8792738,1.4549582,1.3291216,1.358756,1.0658543,1.3626297,1.2510467,1.0491934,0.7845063,1.1004246,1.4086506,0.62444806,1.1824359,1.1520054,1.2703803,0.47954834,0.9508075,1.4358317,0.71010363,1.4325886,0.94473773,0.7978187,0.9201236,0.683012,1.146386,0.5516632,1.1528504,1.36748,0.66430444,1.0966177,0.60075533,0.98448354,1.1302553,1.4382777,0.80598724,1.491374,1.2889165,0.90473497,0.77329993,1.2607839,0.8099218,1.0791476,0.56731397,1.1038953,0.55348,1.298613,0.5693838,0.3078547,1.2351488,0.3016253,1.466648,0.7097795,1.5557696,0.8413532,1.0973986,1.0941659,0.52775216,1.12614,0.95089936,0.84229064,1.2784879,1.4311006,1.3104866,0.87535083,1.4620409,0.8375915,1.1199613,0.0,0.29929328,0.6519473,1.4914129,1.4573853,1.3145841,1.0069517,0.9952329,1.2549467,1.4395332,1.3222628,1.2269462,1.0880053,1.3611805,1.1323954,1.2931621,1.1995658,0.6393869,1.0220265,0.62306184,1.2125902,0.18856972,0.94303256,0.55398774,1.4301505,0.69456077,0.82075584,1.4425685,0.62988687,1.1591383,0.7255487,0.8815693,1.5449376,1.2572567,1.0877957,0.88070923,0.20734918,0.64072144,1.5536575,1.1562674,1.2452404,1.2122738,1.4171056,1.3088162,0.9843581,0.92123836,1.1420162,1.2051382,1.4072483,0.6586537
pants,0.72785103,1.2257974,1.4341918,0.96511215,0.5149931,1.4278877,1.3184041,1.4109735,1.4035448,0.6628015,0.42165506,1.2240669,0.76608187,0.70831996,1.0687976,0.4663542,1.0042583,1.198842,1.42348,1.3664136,0.93801105,1.4349879,1.1444503,1.3201361,1.1180841,1.1173106,1.1844667,0.92548406,0.78344846,0.9279127,1.4056665,0.70314807,1.250796,1.0458171,1.2592928,0.53764534,1.0158565,1.3888983,0.7877947,1.42161,1.0255678,0.81378496,1.0146389,0.5989501,1.1000184,0.48759878,1.0429332,1.4008714,0.76617426,1.1281856,0.64905405,1.0088403,1.0856528,1.4489732,0.7863298,1.496035,1.3206015,0.99771273,0.83635944,1.156361,0.7343632,1.1282042,0.5518695,1.2259649,0.6809666,1.2393192,0.60370487,0.4865194,1.3103557,0.14045858,1.4327258,0.631047,1.4908929,0.88593525,1.1057371,1.1241244,0.56320584,1.0665218,0.84799516,0.77879345,1.264259,1.4335091,1.2338421,0.7622556,1.3809363,0.6719409,1.1832354,0.29929328,0.0,0.83945966,1.434995,1.3696842,1.2055264,1.0942134,0.982388,1.3120695,1.3573804,1.3970382,1.130605,1.0357502,1.2720219,1.1644759,1.3148676,1.282948,0.52958935,1.0165774,0.7745861,1.2762637,0.302572,0.9334765,0.43644333,1.4071971,0.8169688,0.9410669,1.3678795,0.63331664,1.1369095,0.77482,0.974981,1.5404252,1.0618461,0.95654714,0.69059515,0.26089483,0.81969535,1.6214037,1.1105015,1.165202,1.2474309,1.3777595,1.4406843,1.1239921,0.9206282,0.859202,0.9596431,1.2996376,0.7487218
paper,0.36564767,1.3251507,1.3726451,0.9131074,0.72556674,1.2529413,1.328274,1.2768421,1.17939,0.74246395,0.49435604,1.4682783,0.8097043,0.6714187,0.8840134,0.71789324,1.027834,0.2785194,1.4980783,1.1688459,0.49977815,1.4752632,1.3145173,1.2587306,0.8446152,1.3942513,1.1008675,1.1331718,0.85403705,1.1966059,1.3269494,0.79830766,1.1697205,0.91877925,1.1731808,0.48831165,0.47682452,1.3042853,0.73459506,1.2892421,0.9553715,0.8411321,0.82069826,0.79611355,1.0320393,0.926622,1.242364,1.3178555,0.85909814,1.0440049,0.74857116,1.1119038,1.0639725,1.2042131,1.0451145,1.3836225,0.90037173,0.43839848,0.84795237,1.3586605,1.1665826,0.90841544,0.7491565,1.1433429,0.7689209,1.3803039,0.76110065,0.6585255,1.1822097,0.7773231,1.4114223,0.82986844,1.3441621,0.36447817,1.1404344,0.94861424,0.81831884,1.1772327,0.9913259,0.90569144,1.2825875,1.3928986,1.4109637,1.0835675,1.3982589,0.90159976,1.0138547,0.6519473,0.83945966,0.0,1.3849802,1.3822999,1.3589684,0.9597564,1.321151,1.1316195,1.318844,1.1852901,1.0993054,1.2806814,1.2874405,1.0560781,1.2391198,1.0829089,0.7161057,0.46984285,0.8364645,1.0086099,0.6540171,1.0316843,0.8909255,1.3444817,0.7419743,0.7300288,1.4426486,0.8433393,1.103787,1.0084417,0.8641039,1.4879385,1.2462198,0.9982656,1.0559721,0.68886197,0.64209485,1.3479412,1.3051207,1.3072453,1.0981951,1.4248822,1.0201279,0.837079,0.7896519,1.0938143,1.2101269,1.4243057,0.68751216
pen,1.424336,0.48424178,0.37897384,1.1669618,1.2614976,0.5942582,0.6246816,0.7885726,0.8366536,1.387272,1.5870795,0.30556786,1.372061,1.3609102,1.2209052,1.514593,0.877609,1.1065713,0.36529154,1.0120764,1.391675,0.4548751,0.49815166,0.8815052,1.0400363,0.56279963,0.8208697,0.98057497,1.3290002,0.97331524,0.5978184,1.2836854,0.9792981,0.9170916,0.8672183,1.5116273,1.1629833,0.120208144,1.4625969,0.8370189,1.3077626,1.4049368,1.2592878,1.3345954,1.0143794,1.2941214,0.7632066,0.68322605,1.1393772,1.0484024,1.3502635,0.751343,0.82837725,0.628167,1.1692917,0.32485795,1.0229105,1.2518957,1.4148412,0.44424683,1.1195335,0.9828121,1.3161153,0.9315058,1.276699,0.5305656,1.3514426,1.369635,0.91077673,1.429569,0.19559854,1.3899453,0.3595345,1.3096862,0.9703703,1.1562879,1.511908,0.773602,1.1200746,1.1651489,0.36720145,0.5482457,0.31944466,1.247993,0.43616033,1.2158785,1.227814,1.4914129,1.434995,1.3849802,0.0,0.09331465,0.6069602,1.3063245,0.8094562,0.8609692,0.4549436,0.8558378,0.844,0.7521858,0.7592777,1.1536965,0.7782042,1.1252596,1.4016094,1.206059,1.2639849,0.8413631,1.4463491,1.187408,1.3517566,0.5643233,1.3774449,1.339546,0.24326748,1.2795444,1.123933,1.1543756,1.2821447,0.3272791,0.6337468,0.90627795,1.1916162,1.4661758,1.4563102,0.37392497,0.523036,0.64908755,0.78728116,0.4623773,0.86952275,1.2407148,1.0969385,1.0473808,0.755354,0.29265618,1.3093072
pencil,1.4333543,0.43684828,0.378201,1.1105579,1.1658332,0.6719476,0.6321196,0.85731244,0.93631,1.3722419,1.5831395,0.27104253,1.379837,1.3701856,1.2472345,1.5031849,0.94216865,1.1350791,0.46268618,1.0775257,1.4130521,0.5012813,0.51435363,0.9559165,1.0825127,0.5985185,0.880908,0.88390756,1.3644705,0.97669476,0.64096016,1.3151124,1.065959,0.8746785,0.86536086,1.4917998,1.0826815,0.16704035,1.4750783,0.93411386,1.235113,1.4140787,1.261513,1.3590529,0.946706,1.2842848,0.59522086,0.67689997,1.1790773,1.0533243,1.3777345,0.6124095,0.7808206,0.69457316,1.1499144,0.44937468,1.076144,1.2523478,1.4375918,0.41821718,1.0784205,0.9384444,1.2730896,1.019633,1.1697221,0.5759737,1.3466923,1.3965961,1.0158395,1.3606098,0.27462447,1.4261777,0.5146906,1.2829764,0.9364126,1.2036365,1.4528677,0.692283,1.1982337,1.0485698,0.30179012,0.6588781,0.25461584,1.1980674,0.4400704,1.2325461,1.2014925,1.4573853,1.3696842,1.3822999,0.09331465,0.0,0.647373,1.2564008,0.7961032,0.9421648,0.4943372,0.93261266,0.8779541,0.6958301,0.6695688,1.2792599,0.8838023,1.1087914,1.4281825,1.1987709,1.2303958,0.91638553,1.441004,1.2130669,1.2418938,0.60255057,1.3541596,1.3513167,0.22445351,1.2560551,1.1265336,1.0975047,1.2586472,0.33859026,0.57222575,0.7627962,1.1827519,1.4297624,1.4872708,0.46330023,0.4041103,0.53824675,0.8812627,0.5725456,0.9620453,1.2232401,1.1571116,0.97766656,0.79209137,0.22281045,1.3560157
penguin,1.1795754,0.7882769,0.7746649,1.1997659,1.2558753,0.82482266,0.7736059,0.6908238,0.74832654,1.2407851,1.40826,0.6184218,1.1944774,0.989682,1.0364404,1.3781492,1.0597763,1.0926715,0.57026064,1.0051125,1.2315849,0.6432595,0.7147709,0.85174394,1.0174555,0.7194625,0.8647228,0.9568585,1.2005124,0.8378157,0.74931014,1.2042941,0.8897631,1.0764904,0.9495582,1.3563124,1.097684,0.71524477,1.301202,0.8502072,1.1974493,1.2186904,1.0690494,1.2255253,1.0699455,1.1643717,0.8377847,0.8622732,1.0867416,1.0911944,1.3075793,0.99343807,0.9401979,0.75263894,0.9835447,0.596637,0.8618563,1.1367533,1.2814093,0.8054108,0.89454675,1.0608959,1.334421,0.8575417,1.2969182,0.6364272,1.2177284,1.3174354,0.8996656,1.2293016,0.5787563,1.1963152,0.5618706,1.2221643,0.9829609,1.0643344,1.2711363,0.94283795,0.9492005,1.2088627,0.90055764,0.53536403,0.58530676,1.2013637,0.74907815,1.1613708,0.9910868,1.3145841,1.2055264,1.3589684,0.6069602,0.647373,0.0,1.2054772,0.7719832,0.9358253,0.62270695,0.9204122,0.7372221,0.8185934,0.87461376,0.9214624,0.82613564,1.0483065,1.2591102,1.1464434,1.2332312,0.7894668,1.332947,0.90694296,1.148896,0.569692,1.2779112,1.2458237,0.58209443,1.1038152,0.96645784,1.0521628,1.2268277,0.6384053,0.8115513,1.0748872,0.98002625,1.2933221,1.3818452,0.708003,0.8180354,0.7603123,0.770303,0.5678913,0.8545588,1.1470873,1.1704304,0.9357189,0.76523757,0.71814144,1.2935131
pickle,0.95457196,1.2402014,0.97295463,0.4902073,1.0495365,0.9252365,0.9322767,0.6917785,1.1992972,0.84516597,1.0425267,1.2279863,0.95226914,0.9365155,1.0318272,1.0418476,1.0537531,1.0313152,1.2104137,0.9061756,0.9563586,1.1639316,1.2315391,0.88956606,0.95742,1.2105232,1.1047547,0.7475344,1.0888987,1.2664831,1.0297084,1.0733204,1.0238576,0.97500396,0.81532645,1.0445294,1.0360212,1.2476907,0.9512955,0.89857346,0.61600566,1.0244318,0.93595797,1.0953653,1.0219147,1.0856991,1.0038455,0.8706496,1.0965271,0.828584,1.0422416,1.0844604,0.7256092,0.99012744,1.1175585,1.269177,0.78101265,1.0329465,0.73769355,1.2778715,1.0982453,0.6722552,1.0740689,1.1673348,0.9359051,1.2269258,1.1068076,1.0246475,0.96862906,1.0690389,1.316654,1.0845606,1.152952,0.9912411,0.6638807,0.8713772,0.88379145,1.0708243,1.0554614,0.98274434,1.1448517,1.2528305,1.3106782,0.9018538,0.9603186,1.1360785,0.823403,1.0069517,1.0942134,0.9597564,1.3063245,1.2564008,1.2054772,0.0,1.2269135,1.0321181,1.1073263,0.9749378,1.2043738,1.1441964,0.8765695,1.0466652,1.1337428,0.5054834,1.0869278,1.0466907,0.94651777,0.937727,1.0988079,1.0746316,1.0010962,1.0477797,0.76440036,0.933008,1.231518,0.99002177,0.4544716,1.0935612,0.6470188,1.0786715,1.142978,0.91099507,1.0817716,1.0543233,0.9030573,1.0446643,1.2273633,0.9936173,1.0713549,1.3174193,0.8232604,0.6869152,0.9504526,1.0249339,1.3100535,1.2737974,1.0633192
pillow,1.1741852,0.8865758,0.8978913,1.114146,1.1246426,1.0007136,0.7861047,0.9153569,0.7922936,1.241887,1.0196077,0.6374041,1.1521485,0.8886046,1.2090561,0.7037176,1.0014426,1.1472172,0.8366893,0.9573852,1.2515023,0.65160006,0.93291974,0.91243863,1.0774765,0.7849376,1.0091535,0.89461833,1.1221175,0.709373,0.8884444,1.1665459,0.89001864,1.0372343,1.0622355,0.85386235,1.1333423,0.88115263,1.1857582,0.9215659,1.2343848,1.1176565,1.0239683,1.1733071,0.9984301,0.911163,0.8834214,0.95645267,0.92393863,1.1900115,1.3463135,0.94014436,1.0878867,0.9243724,0.8636333,0.74017084,1.0708675,1.1961768,1.3086095,0.8126019,0.6808392,1.1500219,1.2460616,0.8958689,1.1304855,0.6147813,1.0889097,1.0867674,0.9959936,0.97611725,0.72449803,1.1444271,0.89974314,1.2491663,0.9420026,1.1353041,0.9499314,0.9982388,1.036899,1.1888301,0.9580006,0.50658566,0.64615023,1.2092862,0.8541093,1.0833709,1.0683964,0.9952329,0.982388,1.321151,0.8094562,0.7961032,0.7719832,1.2269135,0.0,0.9891695,0.90201926,0.9585211,0.9815521,0.60004103,0.88605964,0.9225823,0.8340502,1.0954576,1.1876786,1.2160207,1.0913473,1.0547829,1.1261101,0.9571574,0.9156789,0.7484863,1.1935763,1.2230196,0.7136296,0.9728134,1.0181239,0.8840988,1.3014983,0.75168884,0.8938136,1.038522,0.8443316,1.0882001,1.2060935,0.8594202,0.83045495,0.6888964,0.99530923,0.5183588,0.98435754,1.1334643,1.237055,1.0339115,0.8743603,0.80616677,1.2779456
pizza,1.1351401,1.0396067,0.87299323,1.0946506,1.2156413,0.78947604,0.99113256,0.67337453,0.729789,1.29826,1.2981393,1.037933,1.1224967,1.1409363,0.9977839,1.169224,0.8781017,0.9548204,0.8165548,0.60108066,1.0786555,0.39626634,1.0853407,0.8878068,0.92371505,1.1785154,1.054354,0.8769183,1.1145697,1.1035564,0.8942788,1.1718643,0.82413054,1.1124136,0.43078893,1.2406898,1.0768088,0.8768836,1.1024809,0.75327086,1.0607145,1.0064764,0.9964589,1.2787222,1.1677008,1.1719148,1.1339144,0.75429296,1.0965437,1.0542352,1.1792097,1.1224658,0.9521223,0.7788079,1.0824759,0.5384425,0.89377034,1.0853367,1.1050469,1.0202607,1.1740991,1.1247975,1.218426,0.8101795,1.1547432,1.0087535,1.1571572,1.1773354,0.84994733,1.3368714,0.7305747,1.119394,0.7470473,0.9871384,1.0614145,0.9536249,1.217513,1.0940168,1.0415634,1.2262975,0.99540377,0.6304782,1.0261703,1.1895123,0.7720797,1.2114677,0.9664854,1.2549467,1.3120695,1.1316195,0.8609692,0.9421648,0.9358253,1.0321181,0.9891695,0.0,0.88905865,0.33486593,0.92730093,0.89432603,0.7381966,0.85356164,0.93210125,0.8996131,1.2841388,0.9875659,1.1094639,0.92935324,1.2645227,1.0147538,1.2773943,0.9060696,0.9948706,1.0362072,0.95358664,1.2222238,1.0018808,1.0780003,0.95843273,0.6430617,1.1393757,1.1375371,1.1656201,1.2787044,0.9339546,0.7645271,1.0896871,1.079094,0.9357914,0.6456534,0.846225,0.71402276,1.0599688,1.2390081,1.1779251,1.0043676,1.1768192
plant,1.2452326,0.72317,0.480062,1.0726032,1.4079933,0.72752446,0.75622964,0.6721288,0.85521704,1.3972065,1.516216,0.617427,1.3231401,1.1761749,1.0130061,1.4049224,0.8862747,1.0242667,0.4989699,0.94358486,1.254831,0.5907265,0.7207236,0.87097335,0.870608,0.7766937,0.8174365,0.9678461,1.2383018,0.9643638,0.6924434,1.2798527,0.99606127,1.1270134,0.96155906,1.4053898,1.074722,0.45592457,1.287427,0.7915387,1.0590346,1.2399018,1.0539472,1.2958032,1.1388675,1.1929798,0.8177881,0.76393914,1.2191365,1.0784686,1.3158389,1.0109252,0.84617186,0.21716064,1.1701782,0.5965094,0.7622168,1.1480563,1.2142655,0.6961015,1.1268102,0.95453537,1.2475663,0.9154293,1.3172898,0.69876254,1.32388,1.3607697,0.90305585,1.3873668,0.58480346,1.2628593,0.3443538,1.2330807,0.8835037,1.092935,1.4155471,0.88588613,1.0574675,1.148654,0.6863462,0.63191324,0.61001563,1.1667969,0.45273453,1.3007648,1.0085882,1.4395332,1.3573804,1.318844,0.4549436,0.4943372,0.62270695,1.1073263,0.90201926,0.88905865,0.0,0.94102806,0.8472866,0.7269673,0.7367312,1.1306336,0.922333,0.97228104,1.3249524,1.0321217,1.1384017,0.97422945,1.4134816,1.1365967,1.3240263,0.78363156,1.3666506,1.2153194,0.5298351,1.2006154,1.102823,1.2209373,1.1475769,0.57462275,0.72624004,1.0042588,1.0686224,1.36607,1.3513845,0.62103385,0.8203387,0.7635362,0.92733645,0.6143302,0.7647667,1.2634528,0.86470693,0.87793565,0.83668405,0.62049484,1.2119402
plate,1.281317,1.116576,0.9235224,1.1636276,1.2440717,0.79407865,0.91523397,0.6738899,0.684162,1.0682999,1.2966468,0.9850702,1.0813239,1.1753752,1.0576433,1.2270807,0.70313793,0.95662814,0.7996291,0.24190831,1.0826482,0.5599959,1.0644648,0.653152,0.94700336,1.0352663,0.95897865,1.0030715,1.1759621,0.86397684,0.7908632,1.1387852,0.7633406,0.99538386,0.70028996,1.2517715,1.2281201,0.8912854,1.1232941,0.6171824,0.9654295,1.1398528,1.0688452,1.2247334,1.0008411,1.2832537,1.1659515,0.8127128,1.1539018,1.0185146,1.2319055,1.1590527,0.96105975,0.82947695,1.1402063,0.3853439,0.98079115,1.1786776,0.9636663,1.037925,1.2892281,1.14929,1.3149583,0.8371781,1.202483,1.0174617,1.2330586,1.2562928,0.74997884,1.3952861,0.63745224,1.15731,0.7228648,1.1569259,0.94462395,0.9268626,1.2990143,1.0696539,0.98141015,1.3236364,1.0439337,0.60438883,1.0266465,1.1720088,0.8490448,1.0659148,1.0516591,1.3222628,1.3970382,1.1852901,0.8558378,0.93261266,0.9204122,0.9749378,0.9585211,0.33486593,0.94102806,0.0,1.0647854,1.0043452,0.8258534,0.70722455,0.7719938,0.7980164,1.2348099,1.1493762,1.1553906,0.8541164,1.3172206,1.0172158,1.1978184,0.74993116,0.6403996,1.1068145,0.9767938,1.2068706,0.9532923,1.1544852,0.76415807,0.46489108,1.1617327,1.1894296,1.1193365,1.3611448,0.7508348,0.66834956,1.1675622,1.0631757,0.8705342,0.64371717,0.89985144,0.36983573,1.0455648,1.1726043,1.1165887,1.0376643,1.1190611
pony,0.83858585,0.8601841,0.8589187,1.1648713,1.219891,0.864445,0.9714473,0.993018,0.9954519,1.231333,1.2174503,0.88195485,1.200093,1.1597718,0.692745,1.1962125,1.1147125,1.06649,0.84680355,1.0762584,1.2029039,0.7776089,0.9221926,1.0880888,0.9810156,1.0445393,0.98675483,1.0755496,0.6177498,1.1589828,0.93598896,1.069555,1.0113149,1.1192453,0.8626775,1.1730347,0.90206844,0.8359325,1.1187594,0.9891973,1.1044561,0.6040454,0.97747153,1.1565543,1.207911,1.1004051,0.94006497,0.92921793,0.78359205,0.9415281,1.0553625,1.0535027,0.97543895,0.84692836,1.0074401,0.8673539,0.8064892,0.9165586,1.2800931,0.88997954,1.0071146,1.2247103,1.1992586,0.8867346,1.1981585,0.9629477,0.74842894,1.1421094,1.0343951,1.1364429,0.89113593,1.120902,0.74107224,0.86514074,1.1568685,1.0009556,1.2451639,1.0985634,1.0324134,1.1671063,0.85132754,0.7983911,0.89652157,1.0765413,0.8852854,1.1690089,0.85160184,1.2269462,1.130605,1.0993054,0.844,0.8779541,0.7372221,1.2043738,0.9815521,0.92730093,0.8472866,1.0647854,0.0,0.9180185,0.94816005,1.1123579,1.1323382,1.113079,1.1931314,0.81806445,1.1976557,1.0502295,1.189285,0.95320684,1.1584294,1.0380325,1.2403669,0.89903045,0.8019535,1.0612093,1.1081059,1.0503608,1.1299993,0.8856261,0.84899735,1.0762426,1.1093135,1.1869414,1.206206,0.8280726,0.9135633,0.8987652,0.99735224,0.8181572,0.9002303,1.2517538,1.0905597,1.0676378,1.0368952,0.8483046,1.1735939
potato,1.2256142,0.8030431,0.73594147,0.9935541,1.1632514,0.83186316,0.6620012,0.8387328,1.0325624,1.3642361,1.2491139,0.72718406,1.2759875,0.95544755,1.160919,1.0620257,1.0290581,1.1473423,0.8342973,1.0949066,1.2925804,0.4398551,0.9926556,1.007697,1.0720154,0.939414,0.916077,0.80372566,1.2491162,1.024957,0.84835285,1.3143961,1.0770056,1.1735816,1.0117407,1.1747013,1.1013557,0.81197685,1.2832453,0.99223894,1.1291431,1.183214,0.9657748,1.286139,1.1181006,0.9819265,0.7382041,0.6908405,1.0486193,1.0949765,1.2640605,0.74068403,0.97983825,0.82408535,1.0491385,0.7817216,1.0543654,1.2205032,1.2921041,0.67538255,0.80169624,0.9461334,1.0810398,0.75962305,1.0457081,0.59370184,1.2466589,1.169712,1.0968369,1.0510229,0.7160478,1.2778268,0.83549696,1.1769799,0.9223097,1.1231205,1.0940787,0.97094476,1.1095924,1.0075965,0.6900104,0.6367483,0.6138684,1.0605028,0.65057474,1.2666436,1.0785371,1.0880053,1.0357502,1.2806814,0.7521858,0.6958301,0.8185934,1.1441964,0.60004103,0.89432603,0.7269673,1.0043452,0.9180185,0.0,0.5990023,1.0861914,0.99694604,1.1267302,1.2849295,1.1049358,1.0000676,1.0866395,1.1520265,1.1000614,0.89972657,0.91320217,1.3012415,1.2923136,0.5996772,1.101955,1.074244,0.9927247,1.296994,0.71138656,0.85553396,1.0809427,0.9297809,1.0713005,1.2770965,0.8091923,0.5933016,0.72982836,1.0386938,0.6225328,0.8608928,1.2291867,1.2006743,0.9530237,1.0732452,0.6822995,1.2542064
