,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
refrigerator,0.7895599,1.2760296,1.4327635,0.9853484,0.6739618,1.3921537,1.4074495,1.399746,1.0946536,0.35156322,0.46164864,1.3074114,0.61843824,0.9351198,1.0075474,0.66324604,0.96192944,1.0020541,1.2451805,1.1257129,0.65671545,1.5369235,1.0024312,1.0672314,1.1048691,0.8218242,1.0310706,1.1596235,0.73608685,0.80553293,1.2644486,0.47420406,1.1741941,0.90492004,1.2583327,0.52419686,0.97096413,1.3569192,0.56930554,1.2399683,0.9790102,0.83848333,1.1155852,0.16633892,0.7888125,0.74573517,1.2115983,1.4770808,0.83590126,1.0540645,0.64916307,1.2612236,1.1693941,1.2992921,1.0937766,1.3759801,1.276343,0.8857204,0.7498765,1.3051374,1.0418494,1.2305901,0.681665,1.2502639,0.89817435,1.3748645,0.8009721,0.6911786,1.1767726,0.54801226,1.4394794,0.5310551,1.3825269,0.89616346,1.121997,0.95891815,0.83265877,1.1047919,0.89678514,0.9736983,1.3379395,1.405045,1.3907061,0.91548955,1.4225978,0.22334814,1.126314,0.6393869,0.52958935,0.7161057,1.4016094,1.4281825,1.2591102,1.0869278,1.1876786,1.2841388,1.3249524,1.2348099,1.1931314,1.2849295,1.3842847,1.0211587,1.0763881,1.2003617,0.0,0.9509222,0.8503286,1.2360631,0.5331287,1.1285305,0.6688498,1.2922511,0.68167645,0.7240243,1.4936244,0.7198646,1.0717614,1.1031461,0.8649388,1.4947488,1.0993546,0.9450316,0.7693393,0.5397381,0.6705884,1.4779295,1.358577,1.2957127,1.2161088,1.4041585,1.3987625,0.9301232,0.821784,0.7806993,0.69744223,1.3815589,0.5062954
rooster,0.31128204,1.1432333,1.1951388,1.0716851,1.0699528,1.174808,1.2225736,1.1512856,1.077082,1.022534,0.9116713,1.2174631,0.98362255,0.8697734,0.5568094,0.9881108,1.0932009,0.5509841,1.2345133,1.1731536,0.7851006,1.1973971,1.1385212,1.2218574,0.73590124,1.256544,1.0311395,1.0606545,0.8081924,1.1622586,1.1845607,0.9462116,1.1128416,1.1066549,1.0701563,0.8470901,0.5226127,1.1301028,0.8798646,1.1561718,1.0389744,0.777924,0.6985121,0.92630786,1.0920318,0.88345665,1.1161911,1.1905248,0.8767209,1.0874206,0.93904465,1.1903554,1.1046427,0.95679694,1.118794,1.2106166,0.5684259,0.41618884,1.0717243,1.1787053,1.2258781,1.0777917,0.89239836,1.049836,1.0623833,1.1020828,0.81515265,0.9480032,1.1002833,1.027616,1.2455977,0.9188629,1.0482308,0.21934658,1.1984044,0.91696364,1.0514265,1.153711,0.9826647,0.9749924,1.152879,1.2091792,1.2033254,1.1004368,1.1653663,1.0566949,0.95200014,1.0220265,1.0165774,0.46984285,1.206059,1.1987709,1.1464434,1.0466907,1.2160207,0.9875659,1.0321217,1.1493762,0.81806445,1.1049358,1.1208497,1.1032274,1.1943797,1.0951195,0.9509222,0.0,0.869136,0.88643736,0.9556769,1.1012142,1.0913869,1.1975026,1.0461129,0.8629274,1.1955532,0.9911913,1.0854065,1.1416535,1.0261009,1.284546,1.1118009,1.0461001,1.0364838,0.97116053,0.9266184,1.1819214,1.2344908,1.1312823,1.1001935,1.2090827,0.84143823,1.0303235,0.9202813,1.0396423,1.1112059,1.2187893,0.896021
scarf,0.85254246,1.175215,1.2778453,0.94472474,0.9054761,1.249333,1.2137566,1.184052,1.195109,0.9631493,0.78621477,1.153198,0.9392151,0.72426903,1.0362039,0.76183355,1.0184886,0.9613371,1.2741883,1.1021924,0.89881957,1.2446105,1.2667576,1.1732581,0.99697274,1.2234892,1.134764,0.9326576,0.92173296,1.0382254,1.2594911,0.8207461,1.1605597,1.1399304,1.1696159,0.8618135,0.9343828,1.2198921,0.89102405,1.1854479,0.9087292,0.8617968,0.82119644,0.8688452,1.0849196,0.60597134,1.0332217,1.270183,0.95321596,1.1938417,0.84774506,1.0820787,1.1634105,1.0907142,0.9162681,1.2215197,1.1167498,0.9299488,0.8450563,1.0512023,0.93239224,0.9194681,0.6179877,1.014832,0.82740057,1.1002659,0.7897501,0.82383466,1.105698,0.84565973,1.2025653,0.83436656,1.2845502,0.83108056,0.9727119,0.9948103,0.75452393,1.0929583,0.9252082,0.8051572,1.2074808,1.2719835,1.1602669,0.96456486,1.2605404,0.9952835,1.0262289,0.62306184,0.7745861,0.8364645,1.2639849,1.2303958,1.2332312,0.94651777,1.0913473,1.1094639,1.1384017,1.1553906,1.1976557,1.0000676,1.1833735,1.008531,1.1765926,1.0480746,0.8503286,0.869136,0.0,1.081887,0.72845805,1.0175685,0.9289472,1.2280892,0.91588545,0.899186,1.2317758,0.90316993,0.98100954,0.86924815,0.9329969,1.267625,1.2102201,1.095095,0.8236762,0.66418797,0.8184459,1.2959031,1.1800187,1.1218265,1.1357706,1.2574866,1.0456088,1.057663,0.943488,1.0193076,1.1170357,1.1478591,0.80662537
scissors,0.94288105,1.1616352,1.0920528,1.0181159,1.2899954,0.97319156,0.97827715,0.6676874,0.70820534,1.0919223,1.1955506,1.0069188,0.98881406,0.88081604,0.72538626,1.203685,1.1312943,0.8293602,0.9490562,0.9131291,0.9761116,0.94135153,0.8547811,0.94616354,0.87370056,1.0794822,0.9335323,0.8328281,1.24943,1.0228349,0.9433281,1.0483884,0.8708368,0.95001924,0.9037014,1.1811699,1.0214721,0.94109285,1.08648,0.89372855,1.1760105,1.2316656,0.89219904,1.1630222,0.7988982,1.1333579,1.0708829,0.97670335,1.1448605,1.0242295,1.234855,1.1039659,0.90949595,0.971004,0.90944636,0.73795474,0.58818895,0.93741,1.1055907,1.0630016,1.0291615,0.8028176,1.3073831,0.9022207,1.1602468,0.8485931,1.1296642,1.1176157,0.8671041,1.2637836,0.7159254,1.0923839,0.826046,0.9375183,0.99081576,0.89346904,0.9763615,0.82640386,0.95533615,1.1042943,1.1401886,0.807981,0.95798314,1.1786281,1.0153191,1.1873283,1.0084239,1.2125902,1.2762637,1.0086099,0.8413631,0.91638553,0.7894668,0.937727,1.0547829,0.92935324,0.97422945,0.8541164,1.0502295,1.0866395,1.0288215,0.8119625,0.75357944,0.9763997,1.2360631,0.88643736,1.081887,0.0,1.2838492,0.7363123,1.2997065,0.47232783,1.1326656,1.0930592,0.86999166,1.203008,0.85048956,0.94076926,1.0933037,0.76991993,1.2468077,0.9879179,1.1114862,1.3019832,1.1469134,0.8208062,1.1383609,1.0873445,0.3207314,0.79244435,0.6550567,0.81960535,1.194571,1.1367369,0.9086111,1.102201,1.230573
shirt,0.66498655,1.2426076,1.4055498,0.9318868,0.47900552,1.3283236,1.3151022,1.402549,1.3489218,0.6399767,0.36603606,1.377902,0.8176829,0.7194066,1.0959349,0.48266256,0.9614808,1.0769082,1.4840534,1.2911384,0.8663858,1.4883631,1.2706566,1.346272,1.0594059,1.3024797,1.2341202,1.1281068,0.719505,1.1016103,1.3692968,0.60403645,1.1794791,1.1456305,1.2498944,0.53422284,0.93879825,1.4002895,0.7145499,1.4001948,0.98549736,0.7910204,1.0468807,0.6114936,1.1912984,0.6075792,1.176335,1.3657352,0.6037179,1.0439479,0.40819985,1.0415286,1.122111,1.413693,0.9815916,1.4821078,1.2634317,0.8707742,0.737111,1.172312,0.97600394,1.1535931,0.42532027,1.1568577,0.65157,1.2416599,0.5717959,0.21342063,1.2534144,0.27608347,1.4815748,0.6672568,1.4861197,0.80440325,1.1706522,1.0753425,0.72060066,1.1692897,0.9203449,0.7845556,1.2163332,1.5141182,1.2823001,0.79109347,1.4532222,0.7512989,1.1821238,0.18856972,0.302572,0.6540171,1.4463491,1.441004,1.332947,1.0988079,1.1261101,1.2645227,1.4134816,1.3172206,1.189285,1.1520265,1.3296118,1.151909,1.2989086,1.2352908,0.5331287,0.9556769,0.72845805,1.2838492,0.0,1.0470449,0.52521753,1.4271967,0.65934634,0.82402027,1.4842758,0.65311503,1.2466875,0.94684047,0.8891038,1.546067,1.168328,1.0636685,0.8632492,0.124955535,0.6893462,1.5370619,1.1639587,1.3287835,1.2700319,1.5052103,1.3850796,1.0003718,0.87038887,1.0890789,1.1544174,1.3657048,0.611682
shoe,0.96875536,1.1246533,1.2553437,1.0391955,1.0480901,1.143406,1.1546432,0.9663078,0.7375895,1.0595582,0.94947207,1.1364942,0.89476687,0.82003987,0.9016372,0.9544629,1.2107266,0.9811201,1.0852278,0.89332837,0.8942611,1.0613723,1.119898,0.9328386,1.0084188,1.1388179,1.0093704,1.1294961,0.989702,0.9772762,1.1087564,1.0596029,0.8620815,0.9480566,1.1194586,1.0055751,1.0326154,1.2314714,0.9475745,0.95554984,1.0216429,0.9363474,0.95511144,1.1235805,0.9224839,0.99856794,1.0048703,1.1526845,1.0307304,1.0435303,1.016054,1.0731037,1.0669712,1.1342112,0.43292898,1.0442188,0.9329406,1.0316383,0.9417095,1.0938419,0.61248344,0.953,1.0596237,0.86853063,0.9446529,1.0354278,0.84451693,1.0415658,0.90727735,0.968377,1.0352598,0.99738306,1.1362691,1.0801685,1.114262,0.89219815,0.6239129,1.0226431,0.8319177,0.9899047,1.2610538,0.88191044,1.1451838,0.9985789,1.2376052,1.0706295,0.73606634,0.94303256,0.9334765,1.0316843,1.187408,1.2130669,0.90694296,1.0746316,0.9571574,1.0147538,1.1365967,1.0172158,0.95320684,1.1000614,1.2214541,0.7083325,0.78232884,0.9177925,1.1285305,1.1012142,1.0175685,0.7363123,1.0470449,0.0,1.0208856,0.8708092,1.083847,1.0077056,0.96881205,1.0073733,1.0181937,0.5792321,1.037187,1.0521042,1.1675587,1.1286633,0.8866463,1.0233318,1.0628569,1.0614437,1.048077,1.0307577,0.6513027,0.90735584,0.9992869,1.0564355,1.1063921,1.0506097,1.0298395,1.1015742,1.1890212
shorts,0.92715466,1.1686468,1.2580692,0.912785,0.6268455,1.1813099,1.0951927,1.253439,1.3666089,0.70794106,0.66125447,1.1306659,0.9290007,0.7511313,1.163006,0.6486559,1.0510345,1.1975218,1.3670523,1.18392,1.0189452,1.2762022,1.1478212,1.1718837,1.1371951,1.0922264,1.1809697,0.9356241,0.9133078,0.90854466,1.219689,0.98625743,1.2049682,1.0156481,1.218972,0.7058635,0.9218184,1.3437678,0.9972692,1.309597,0.89088726,0.94301254,1.086432,0.7342758,1.0393264,0.75137943,0.97001505,1.1380543,0.92571026,0.9762877,0.7832457,0.84573615,0.98718405,1.3574679,0.950309,1.3529279,1.3226571,1.0177735,0.84115416,1.1234182,0.8070921,0.97210056,0.6920419,1.1561592,0.6523392,1.140148,0.8479767,0.7199077,1.2631938,0.39681888,1.3369395,0.93601036,1.4241512,0.9962238,0.9669414,1.1019428,0.725637,1.0329927,1.0698335,0.76759225,1.0488092,1.3651948,1.0833731,0.75995433,1.2568786,0.75511193,1.0574974,0.55398774,0.43644333,0.8909255,1.3517566,1.2418938,1.148896,1.0010962,0.9156789,1.2773943,1.3240263,1.1978184,1.1584294,0.89972657,1.0646192,1.1146461,1.2418227,1.1535264,0.6688498,1.0913869,0.9289472,1.2997065,0.52521753,1.0208856,0.0,1.2838066,0.6781107,1.0743928,1.2423583,0.900107,1.1164298,0.90828174,0.88228416,1.3144312,1.0093532,0.89349455,0.8239857,0.4660411,0.80090386,1.4012572,0.92938554,0.99280846,1.1773638,1.356838,1.3521162,0.9667285,1.0480473,0.9007584,1.0690049,1.1318048,0.88604796
shovel,1.370181,0.7622163,0.7528698,1.0158519,1.3512341,0.75483036,0.67073274,0.54531795,0.6030644,1.2011995,1.4409148,0.7090402,1.0684115,1.1220582,1.056407,1.3636062,1.0670149,1.033764,0.56363845,0.6973623,1.1631155,0.6447543,0.6139746,0.6195121,1.022458,0.64053637,0.9622167,0.89244616,1.3742454,0.8537386,0.7355931,1.2365386,0.87620074,0.8949503,0.8797767,1.4054546,1.120692,0.6649743,1.2672288,0.6109304,1.2763796,1.3857092,1.0807819,1.2427981,0.8887067,1.22439,0.8939563,0.7496549,1.2082098,1.1893477,1.3663474,0.99288815,1.0178562,0.8301658,0.99790305,0.51384676,0.8754212,1.1367812,1.1421026,0.81090486,0.9471258,0.9708694,1.3744218,0.86354613,1.2789894,0.55057013,1.3485554,1.314095,0.8343414,1.4150844,0.48753935,1.2426525,0.6159421,1.2736671,0.9012083,0.9384757,1.1773728,0.8635201,1.0837532,1.1624398,0.91569185,0.51338255,0.6633702,1.189264,0.7044211,1.1225572,1.1280117,1.4301505,1.4071971,1.3444817,0.5643233,0.60255057,0.569692,1.0477797,0.7484863,0.9060696,0.78363156,0.74993116,1.0380325,0.91320217,0.81306255,0.7667278,0.68083227,0.98479855,1.2922511,1.1975026,1.2280892,0.47232783,1.4271967,0.8708092,1.2838066,0.0,1.2083559,1.275481,0.6196933,1.184493,0.8141997,1.0306329,1.1538738,0.485502,0.9872612,1.030537,1.1117848,1.4341857,1.3188491,0.5723004,0.85216963,0.93243635,0.7159569,0.5504128,0.7038074,0.8925248,1.3238978,1.094794,0.72796965,0.75882345,1.3522103
sink,0.8553203,1.3356352,1.2940648,0.9308547,0.71852815,1.0991896,1.167562,1.1498432,1.1735866,0.39708215,0.6302676,1.3388195,0.8234925,0.92441154,1.1241834,0.76673377,0.841728,1.0363647,1.3938084,0.6917399,0.88895977,1.3104373,1.2906258,0.98780686,1.0510345,1.281415,1.2836791,1.0831771,0.85027105,0.9926023,1.1688211,0.6704562,1.0426792,0.9801784,1.0565975,0.70427525,1.0410346,1.3530924,0.7985832,1.1304814,0.71357876,0.9244723,1.1898265,0.69714683,0.98065275,1.0253448,1.2078335,1.1979145,0.82041585,0.91430974,0.7527867,1.1315756,0.88147676,1.2958927,1.1774176,1.1507618,1.1623386,0.98523074,0.6337337,1.2781668,1.2870028,1.0791975,0.8098235,1.2036012,0.7793486,1.364824,0.8137417,0.7488333,1.0707741,0.7208159,1.3021046,0.8624931,1.3193936,0.9220552,0.9997353,1.0018675,0.96640575,1.117958,0.99301606,1.0168666,1.2200959,1.3746254,1.3685853,0.9378565,1.3510847,0.72557616,1.0718969,0.69456077,0.8169688,0.7419743,1.3774449,1.3541596,1.2779112,0.76440036,1.1935763,0.9948706,1.3666506,0.6403996,1.2403669,1.3012415,1.1632699,1.0613235,1.1888037,0.94301206,0.68167645,1.0461129,0.91588545,1.1326656,0.65934634,1.083847,0.6781107,1.2083559,0.0,0.8573787,1.458793,0.7866729,1.0669391,1.1749775,0.43429482,1.1403936,1.2006876,0.99375427,1.0066196,0.6940942,0.40331143,1.2937416,1.3185785,1.1381856,1.176062,1.4151381,1.3112826,0.29084337,0.84145725,1.1878327,1.2269548,1.3702857,0.75187415
slide,0.7790308,1.262211,1.2556287,0.99264675,0.8938735,1.1926904,1.3078609,1.1068897,0.9741003,0.7094914,0.58199656,1.3674093,0.6626387,1.0240319,0.89528793,0.82443005,0.9993902,0.8309629,1.2362988,1.0376627,0.745727,1.2469952,1.195993,1.1161213,1.0298482,1.2052095,1.062607,1.1290467,0.6397126,0.9427957,1.3053055,0.5979943,1.0301495,1.0944718,1.1057068,0.6690079,0.8876226,1.2222972,0.38442063,1.1200315,0.9753394,0.615907,0.96062064,0.7664814,1.0298305,0.9605315,1.2559248,1.2392226,0.75042653,1.0897477,0.80262864,1.248077,1.1861045,1.1465673,1.0737451,1.2291943,1.0912426,0.7513649,0.9044606,1.3406887,1.2068212,1.0893347,0.952477,1.0692078,1.0543377,1.4070382,0.7163973,0.78908056,1.0483516,0.8922401,1.3069509,0.53549886,1.2584529,0.80267483,1.0458157,0.94111884,1.0002284,1.0916392,0.9683143,1.0734676,1.2455015,1.2121024,1.4323478,1.1295453,1.2631088,0.95904845,1.0204303,0.82075584,0.9410669,0.7300288,1.339546,1.3513167,1.2458237,0.933008,1.2230196,1.0362072,1.2153194,1.1068145,0.89903045,1.2923136,1.193598,0.9970478,1.1382011,1.0358336,0.7240243,0.8629274,0.899186,1.0930592,0.82402027,1.0077056,1.0743928,1.275481,0.8573787,0.0,1.3251003,0.7714946,0.9537275,1.035412,0.8763219,1.3057957,1.3345038,1.0442376,1.0830966,0.866969,0.6515251,1.2034826,1.3484306,1.1738198,1.087045,1.2277272,1.0530667,0.9399769,0.943396,1.1617516,1.0578336,1.3607962,0.6261835
slipper,1.4105408,0.3834517,0.33888113,1.075315,1.2866716,0.6204112,0.5620333,0.8281982,0.8967968,1.4585996,1.5481777,0.28718507,1.4001675,1.2118609,1.2542633,1.4463156,0.9978271,1.1396701,0.468076,1.0827404,1.4155284,0.4502951,0.7056117,0.91250604,1.1263033,0.6548268,0.75363576,0.96132,1.3223963,1.01652,0.598374,1.3572996,1.0608938,1.0283798,0.95888126,1.4621549,1.1465079,0.26738715,1.45379,0.8824964,1.228248,1.3644094,1.1400206,1.4416063,1.0089046,1.2026553,0.5812522,0.6061084,1.2292645,0.9810232,1.3764961,0.6793579,0.8481673,0.63768685,1.0320776,0.54189837,0.99490035,1.3172532,1.4769554,0.43586707,0.8531543,0.8887542,1.2970628,0.9371022,1.2395033,0.39400887,1.3423102,1.4141132,0.9762951,1.3628285,0.40142,1.4815805,0.52151144,1.3284547,0.96106285,1.1948931,1.315213,0.8812071,1.1379567,1.0331403,0.27923065,0.5092064,0.34377742,1.204077,0.40003562,1.3104358,0.9710944,1.4425685,1.3678795,1.4426486,0.24326748,0.22445351,0.58209443,1.231518,0.7136296,0.95358664,0.5298351,0.9767938,0.8019535,0.5996772,0.67437446,1.1794239,0.81583923,1.0385331,1.4936244,1.1955532,1.2317758,0.86999166,1.4842758,0.96881205,1.2423583,0.6196933,1.458793,1.3251003,0.0,1.2435524,1.1060435,1.0127958,1.320052,0.4247656,0.53532755,1.0596701,1.1119595,1.4376354,1.5064753,0.35936856,0.35513592,0.51812184,0.81829274,0.4458344,0.79465044,1.2884696,1.2190697,0.9822501,0.92473656,0.21032852,1.4053764
snow,0.7846525,1.2008629,1.1510108,1.0328572,0.7798229,1.1908491,1.0877177,1.2193379,1.1506726,0.585263,0.49425894,1.1966732,0.75760275,0.8475951,1.0594124,0.6158961,0.86522806,1.0615968,1.2653226,1.2050511,0.9250456,1.2537485,1.0904068,1.1912987,1.0707666,1.04329,1.0143354,1.1507227,0.81049013,1.015529,1.1815237,0.5663958,1.1650599,1.0359105,1.1850277,0.5871842,1.0274593,1.2175351,0.6846699,1.2731977,0.90980935,0.8525132,1.1444745,0.67103875,0.99278307,0.8034646,1.1747068,1.2505746,0.7702985,1.0699447,0.798529,1.1876843,1.0020748,1.2131114,1.0843368,1.3294092,1.1246358,0.9695038,0.96736836,1.2285289,0.9422149,1.1142792,0.89160943,1.2068326,0.9981458,1.193957,0.78159845,0.7094166,1.235113,0.655096,1.3327551,0.7939406,1.2448046,0.8991958,0.93012,1.1859329,0.87221485,1.098018,0.9391519,1.112885,1.2022681,1.1097234,1.227498,1.0222474,1.1620171,0.84443414,0.9748666,0.62988687,0.63331664,0.8433393,1.2795444,1.2560551,1.1038152,0.99002177,0.9728134,1.2222238,1.2006154,1.2068706,1.0612093,1.101955,1.1998721,1.1144315,1.1672204,1.0290705,0.7198646,0.9911913,0.90316993,1.203008,0.65311503,1.0073733,0.900107,1.184493,0.7866729,0.7714946,1.2435524,0.0,0.98892045,1.1315386,0.8832856,1.3197755,1.1411545,0.9424051,0.9158998,0.68627083,0.8343656,1.2586535,1.2340633,1.0184599,1.1850629,1.1426296,1.2518069,0.9355141,0.88608515,0.97845036,1.0442643,1.2946758,0.86395663
soap,1.0590212,1.1099066,0.9955473,0.7849879,1.1134348,0.97397643,0.9967277,0.6953044,0.960647,0.9890761,1.0919347,1.0628654,0.8855573,0.978813,1.06079,1.031807,0.9397705,1.0341668,0.94873196,0.8635651,0.93636096,1.0344982,0.9107556,0.7065736,0.9947799,0.82134783,0.97482014,0.75355357,1.1421156,1.0350385,1.0210032,1.1507407,1.0550084,0.9190998,0.8221628,1.1154388,1.0904262,1.0812815,0.951854,0.7627965,0.89171726,1.0706911,0.9564075,1.0854869,0.9911446,1.0341835,1.0759878,0.943487,1.1225312,1.0263803,1.2240907,1.1958482,0.9568482,1.0212269,0.90636873,1.136849,0.9562828,1.0677278,0.9300591,1.2543805,0.94293654,0.8195877,1.2834268,1.0829244,1.1809378,1.0943414,1.1629996,1.1676224,1.0084218,1.1730525,1.1535907,1.045359,1.0257243,1.0413811,0.69572264,0.812529,0.8833655,0.9876904,1.0267546,1.1437309,1.1886181,0.9625327,1.1899465,1.0574391,0.8592871,1.0264252,0.9052501,1.1591383,1.1369095,1.103787,1.123933,1.1265336,0.96645784,0.4544716,1.0181239,1.0018808,1.102823,0.9532923,1.1081059,1.074244,0.9895629,0.8480046,0.9023111,0.8451593,1.0717614,1.0854065,0.98100954,0.85048956,1.2466875,1.0181937,1.1164298,0.8141997,1.0669391,0.9537275,1.1060435,0.98892045,0.0,0.9311119,0.89722365,1.0896696,1.1085457,0.8435951,1.0737338,1.2298622,0.95941633,0.92068034,1.2114174,1.0330821,0.94135785,1.0336698,0.7923695,0.88467836,1.1163784,0.9210654,0.96232563,1.2048736,1.0759454
sock,1.0399597,1.0309069,1.2278912,1.0526385,0.7402239,1.1432118,1.1003184,1.092638,1.0386294,1.1277199,0.899664,1.0498915,0.98482543,0.7454649,0.954153,0.80902696,1.1160816,1.0661137,1.1098343,1.0664676,1.0135177,1.0705374,1.0282738,1.0257539,1.030762,1.095471,1.1478087,0.9321641,1.0677269,1.0086726,1.2132037,1.0813758,1.0321258,0.8629861,0.9869662,0.9515022,1.028971,1.1608456,1.032372,1.0241499,1.0767331,1.0400444,0.82845944,1.1049285,1.1162187,0.8058486,1.0080552,1.0364373,1.0542601,1.12482,1.0565109,0.7773682,1.0709009,1.2537462,0.10601115,1.1413089,1.1496842,1.0014644,1.0325881,1.1081408,0.48753333,1.0142568,1.009142,0.97972167,0.7574316,1.0869796,0.9142298,0.94646555,1.0554919,0.86853194,1.0736625,0.97973484,1.2104324,1.0703998,1.0726209,0.88542074,0.49801534,0.939255,1.0440329,0.8689134,1.1103488,1.0526458,1.0285957,0.9662368,1.1654438,1.1013024,1.0149015,0.7255487,0.77482,1.0084417,1.1543756,1.0975047,1.0521628,1.0935612,0.8840988,1.0780003,1.2209373,1.1544852,1.0503608,0.9927247,1.1456516,0.9292964,1.0062464,1.1305104,1.1031461,1.1416535,0.86924815,0.94076926,0.94684047,0.5792321,0.90828174,1.0306329,1.1749775,1.035412,1.0127958,1.1315386,0.9311119,0.0,1.0953921,1.1660455,1.146559,0.98569053,1.0920538,0.8987084,1.0350685,1.1871213,0.7960862,1.0443401,0.916752,1.016094,1.0423987,1.233823,1.1257082,1.0704693,1.0391805,1.1088817,1.063652
soup,0.9659996,1.161183,1.0978734,0.84921926,0.83400553,0.98968047,1.1198312,1.0273399,1.1459978,0.6739608,0.96559143,1.2661624,0.9806619,0.96438915,1.0253018,1.0102148,0.8604981,1.0397598,1.2212188,0.6860728,0.9369737,1.239841,1.1611131,0.8929582,0.9719231,1.2285206,1.2159426,1.0154276,0.9392292,1.2135103,1.001726,0.80137175,1.0246272,1.0407149,0.9798041,0.96126753,1.012708,1.2308095,0.90164137,0.9617349,0.52583414,0.95877874,1.1820608,0.85684305,1.0733868,1.0997833,1.0224931,1.0521679,0.95919025,0.88977623,0.82737553,1.1077728,0.9355366,1.0609932,1.0893644,1.1468754,1.0500088,0.97219247,0.5873865,1.1975167,1.350378,1.0380814,0.9550611,1.2033952,0.8617692,1.3677745,0.888651,0.9451058,0.9648386,1.0523931,1.2573357,1.0187769,1.1489581,0.91194785,0.9397706,0.9655129,1.0636786,1.2129577,1.097671,0.98811126,1.1340744,1.3629291,1.2513299,0.9159181,1.1269863,0.90171605,0.87757385,0.8815693,0.974981,0.8641039,1.2821447,1.2586472,1.2268277,0.6470188,1.3014983,0.95843273,1.1475769,0.76415807,1.1299993,1.296994,1.0215536,1.1062114,1.1329601,0.84247994,0.8649388,1.0261009,0.9329969,1.0933037,0.8891038,1.037187,0.88228416,1.1538738,0.43429482,0.8763219,1.320052,0.8832856,0.89722365,1.0953921,0.0,1.0902624,1.1368968,1.0730017,1.1732492,0.9212632,0.6930533,1.1157223,1.2335122,1.0704372,1.1466812,1.4147258,1.1623622,0.5796286,0.8849126,1.1492877,1.1925547,1.2659413,0.93267405
spoon,1.5011966,0.72538126,0.548102,1.1832817,1.3624841,0.64839375,0.63727516,0.57760847,0.76021945,1.3270499,1.6367836,0.539933,1.3317571,1.3772805,1.1077317,1.5193014,0.8916612,1.1711543,0.46328557,0.6392716,1.4457821,0.28858614,0.7742938,0.7782982,1.020655,0.8265629,0.9195167,0.91897964,1.3035803,0.8999273,0.6420139,1.3084407,0.8605925,0.93198276,0.7588128,1.5454041,1.2650564,0.47685492,1.4335437,0.68354106,1.091104,1.2890716,1.2192727,1.4326663,0.99820745,1.4029285,0.7913667,0.59647185,1.1744277,1.0494342,1.3701618,0.8174662,0.76540554,0.63189316,1.1856472,0.13367748,0.9186189,1.3555346,1.1980056,0.53940654,1.1443509,0.98994464,1.3878903,0.7803147,1.2399594,0.662311,1.3304532,1.4388026,0.82075065,1.5348735,0.15553582,1.3759103,0.44067556,1.3550769,0.93225145,1.1628355,1.4957471,0.847794,1.1206986,1.1736841,0.59848356,0.40351307,0.51135355,1.1008635,0.5246229,1.3078111,1.1288731,1.5449376,1.5404252,1.4879385,0.3272791,0.33859026,0.6384053,1.0786715,0.75168884,0.6430617,0.57462275,0.46489108,0.8856261,0.71138656,0.6105882,0.9928935,0.8280205,0.8037683,1.4947488,1.284546,1.267625,0.76991993,1.546067,1.0521042,1.3144312,0.485502,1.1403936,1.3057957,0.4247656,1.3197755,1.0896696,1.1660455,1.0902624,0.0,0.8824475,0.98698604,1.1612225,1.5421302,1.3012235,0.4725293,0.67852527,0.6530086,0.7760262,0.39617896,0.8789819,0.88496655,1.1714861,1.1533835,0.97881556,0.4779806,1.423211
