,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,coat,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
motorcycle,0.89651716,1.0368552,1.2242261,1.0398897,1.0722588,0.89518434,1.1876296,0.8802496,1.0375394,0.9740828,1.0012559,0.955823,0.91463464,0.9491809,0.9317652,0.7596617,0.8991481,0.9028468,0.8278399,1.0333109,1.1289526,0.7354566,1.1149926,1.0432748,1.1870663,1.0593355,1.0138261,1.2381817,0.9706232,0.70037735,1.3024875,0.99149173,1.3410752,1.1613958,1.0026932,0.8773288,1.1069329,0.91153723,0.85299146,1.0326468,0.9573698,1.1471006,1.097651,1.133388,1.0591724,1.3050239,1.1088202,1.0732902,1.065331,0.9235138,0.8436098,1.1315258,0.97760326,1.0437703,1.1053512,1.1444039,1.0064074,0.9984392,1.0339109,1.092233,0.9195403,1.0597936,0.91668665,0.9000875,1.0130633,1.0963408,0.8954363,0.0,1.076414,0.9338981,1.234231,0.8973389,1.2589476,1.2067641,0.96370256,0.98271716,1.1689414,1.0875095,0.9344456,1.1031187,1.1145468,1.214515,1.1669328,0.95725614,0.9616945,0.9345222,0.98370665,1.1519443,0.8637318,0.70130527,1.0567614,1.0908368,0.9987018,1.1237371,0.57017326,0.7599927,1.1572582,1.0227937,0.98847824,0.787549,1.1171955,1.1043193,0.954844,0.48286992,1.0931467,1.0580069,0.92958236,1.128699,1.2290821,1.1531332,0.9028618,0.8765183,1.0752606,1.0458635,1.0793188,0.99279284
mouth,1.1728247,1.0765908,0.8879246,0.82788754,1.0719273,1.062041,1.034143,1.263874,1.0023758,0.97923875,1.1996946,1.0345116,1.0777111,1.025144,1.0876174,1.1837072,1.2009284,1.1351786,1.1620219,1.1774627,1.1302967,1.2011425,1.1861807,1.1701555,1.0268795,1.0571914,1.1804758,1.068901,1.0756267,1.0859735,0.9051985,1.0617685,0.8856276,1.0829298,1.0185382,1.127876,0.9407567,1.0101929,1.0584326,1.0545125,0.99043924,0.8662205,1.0163491,1.1605942,0.53024745,0.7425653,0.97496367,0.9838014,1.1795831,1.0461448,0.92582124,0.78720975,0.85677075,1.070681,0.75321776,0.7489034,1.1660867,1.0454832,1.1204387,0.8967732,1.1038498,0.9981982,1.2027581,1.0746014,1.1156937,0.9864977,0.9695554,1.076414,0.0,0.96951497,0.85935056,1.2709711,0.75951433,1.0688558,1.0827484,1.1081568,0.83032775,0.9209586,1.0265937,1.1169032,1.1165483,0.82880527,0.8973307,1.052106,1.1905239,1.1117011,1.2024757,1.029464,1.028303,1.175064,0.9459242,0.87395835,1.1708556,0.78829706,1.0875127,1.1584297,1.0686303,1.0390159,1.1136632,1.0567471,0.8962648,1.1793308,1.0657767,1.0447197,0.95268476,0.9633211,1.066672,0.79998505,0.65640455,0.64778537,1.2484187,1.1316907,1.0085939,1.0438936,1.0432458,1.0074009
muffin,0.87875944,0.5848224,0.94802386,0.93525606,0.6589942,0.79325175,1.126421,1.2056053,1.0287415,0.9683175,1.3099778,1.0630758,0.9456044,1.0828638,0.9996435,0.95709294,1.003226,0.9199718,1.0417536,0.9737664,1.2017794,0.8772951,1.2743199,1.2194473,1.0285273,1.0481677,1.2364681,1.2620926,1.037124,0.9161439,0.94905543,1.0868977,1.1191113,1.311095,1.0551716,0.820101,1.0272084,0.93464744,0.7506285,1.1496274,1.0306466,1.1375248,0.99215835,1.126658,0.91906273,1.1276122,1.0303354,0.71111655,1.2607853,0.9671161,0.6828036,1.2588595,0.95790106,0.9576565,1.1763242,0.84767896,1.2738194,1.1385345,0.9410436,1.0448246,0.8001842,1.2250887,1.0994998,1.0198702,1.1262873,0.7595562,0.10683036,0.9338981,0.96951497,0.0,1.1406497,1.0121039,1.2275404,0.899032,1.1664045,0.9070513,1.122849,1.046628,0.828395,1.2719737,1.2497622,0.99626416,1.0329485,1.0552576,0.9203401,1.0692246,1.0263835,0.858174,0.97085536,1.0799906,1.1608009,1.0232897,1.2526486,1.0953634,1.0308334,1.0137897,1.1185873,1.0668737,1.2444572,1.0452912,0.85021216,1.1508981,1.0222414,0.9225123,1.0610796,0.9283772,0.92583,0.960729,0.99995,1.0081304,1.0123397,0.77411157,0.971639,1.0544577,1.2876568,1.1242863
nail,1.3096389,0.6430013,0.7521035,1.1404036,0.91315335,0.95023704,0.6608977,0.9939023,1.3117583,1.339045,0.79627657,1.3023324,1.1983838,1.302929,1.4011894,1.2974843,0.8506619,1.040074,1.1330482,0.7628658,0.9586816,1.2189097,0.73925614,0.7435902,0.7372076,1.1348584,1.284383,0.33847386,1.1456559,1.1787374,0.75259686,1.3468078,0.46320897,0.34983683,1.3243549,0.92245334,1.0525475,1.2177993,1.0310751,1.2459054,1.10885,1.1169753,1.1171881,0.3911407,0.96852136,0.42004323,0.895219,0.90428865,0.5914349,1.1752023,1.1833297,0.49481702,1.0510309,0.42218828,0.8159235,0.99399996,0.54379,1.1753087,1.252247,1.1491506,1.0425622,1.132962,0.9914228,1.3564843,0.7589327,1.0948204,1.1640389,1.234231,0.85935056,1.1406497,0.0,0.98340565,0.43934047,0.68928933,1.1528246,1.0592366,1.0819685,1.2064903,1.2292242,0.54221797,0.55028045,0.9322254,1.0701392,1.1773133,0.9508345,1.0559515,0.9314362,0.9984085,1.3010111,1.1671919,1.2059017,1.0639064,0.6012641,1.218733,1.1048232,1.2448225,1.240051,1.3566706,0.5078144,1.1248732,1.1104947,0.70198023,0.95478594,1.351063,1.1712846,1.2893679,1.0630738,0.40045118,0.45443952,0.8669561,0.98420554,1.050774,1.3492252,1.20911,0.25786698,1.2167265
napkin,1.0211319,0.9569494,1.3205574,1.3130379,1.1599948,0.90585744,1.0214403,0.42104566,1.2574413,1.2057673,0.43564433,1.205297,1.0268905,1.2661415,1.3857937,0.7704561,0.4031459,0.61224496,0.75496477,0.619382,0.651577,0.64182806,0.5726094,0.46682537,0.9551826,1.0122182,0.93758863,0.79439545,1.1025659,0.8381717,1.0091801,1.389246,0.9952001,0.7131374,1.2439306,0.5811174,1.2867959,1.1686794,0.86059797,1.039809,0.88747114,1.2417868,1.0881627,0.85430783,1.3183885,1.085981,0.88978523,1.2585555,0.4529289,1.2289957,0.903483,0.9143677,1.2546599,0.921864,1.2027655,1.3989275,0.59315264,1.1361004,1.2269055,1.1976125,0.76659226,1.2948892,0.52598035,1.1055213,0.6968721,1.3889658,1.0721289,0.8973389,1.2709711,1.0121039,0.98340565,0.0,0.9051114,1.1921238,0.88891965,0.88032484,1.2798681,1.4075646,1.0034283,0.68886274,0.71446705,1.2655238,1.212273,1.022942,0.6198519,0.8705716,0.5995966,1.2684782,1.1775373,0.68734145,1.2032565,1.2601271,0.6409169,1.3172665,0.6345472,0.9648522,1.1498926,1.3442262,0.6175162,0.9143481,1.242317,0.5336574,0.61025083,1.1087652,1.2186514,1.2092273,0.8466892,0.91608804,1.0574752,1.1265976,0.06748915,1.1460705,1.3425858,0.8673677,0.6667872,1.1158437
necklace,1.3042938,0.91371423,0.8690442,1.1639085,1.1478844,1.1375698,0.8039663,0.8214776,1.3160119,1.4592434,0.6173174,1.2597743,1.0580423,1.294611,1.44865,1.1334901,0.8362589,1.0243407,1.1096368,0.8265937,0.7899194,1.0862377,0.48872066,0.7349651,0.87316394,1.1146121,1.0011117,0.4824927,1.2595687,1.1761839,0.7345611,1.388016,0.43414414,0.4582101,1.2653435,0.91407484,1.0663867,1.3635564,1.0021052,1.1345309,0.96664065,1.0573975,1.0512763,0.74117076,0.91888034,0.34174693,0.8756164,1.1416528,0.59047765,1.1855859,1.1670141,0.38682938,1.0609155,0.84152603,0.61414325,0.93525726,0.46787405,1.1428156,1.1884172,1.1530666,1.094742,1.1791973,0.84478486,1.255578,0.81026804,1.2234309,1.2194252,1.2589476,0.75951433,1.2275404,0.43934047,0.9051114,0.0,0.90806603,1.0042346,1.106013,0.94438773,1.1718159,1.1235751,0.54821634,0.55245465,0.9669216,1.066793,1.0511571,1.0160193,0.93670857,0.8788451,1.0647943,1.2348791,0.9790419,1.1784612,0.9450139,0.58876896,1.0884048,1.010946,1.1280615,1.2516457,1.4023734,0.42493856,1.0204424,1.1985172,0.6943842,1.0014732,1.4052137,1.1697825,1.3910615,1.0524117,0.43355322,0.5511602,0.8068966,0.98127455,1.2615236,1.4377484,0.97674346,0.4242568,1.2259947
orange,1.0297406,0.22459257,0.614877,1.2613764,0.24463928,0.70252967,0.41839373,1.1145941,0.9246062,1.3912586,1.0351009,1.1229974,1.1108807,1.2944651,0.9488535,1.09412,1.0376071,0.93527335,1.1557164,0.7658301,1.1136937,1.1565197,0.98782676,0.97758144,0.6940383,1.2433287,1.3264701,0.72602266,1.1618602,0.9866087,0.7442669,1.2120278,0.7660755,0.68760437,1.4251187,1.0100247,0.67348677,1.1436173,0.93718106,1.3352101,1.1376166,1.251997,0.9955805,0.46273118,1.14007,0.7769964,1.0255957,0.7404714,0.927611,0.81421643,1.1802189,0.9342397,1.099004,0.38462448,1.1325895,0.92316043,0.9570491,1.2335203,0.9037306,1.2787229,1.0154036,1.2867836,1.0443052,1.2918894,0.87129784,0.33289772,0.91941667,1.2067641,1.0688558,0.899032,0.68928933,1.1921238,0.90806603,0.0,1.276094,1.0463002,1.2660024,1.1491612,1.1817954,0.8777026,0.8702445,0.63204443,1.0437555,1.2796639,0.86704665,1.0315882,0.9351759,0.30818808,1.3057997,1.107168,1.3125396,1.151971,0.8322623,1.2947943,1.1333747,1.0685624,1.1517066,0.9202337,0.80469394,1.1380059,1.0619917,0.97138774,1.0693723,1.3271202,1.3062989,1.2404621,0.7520567,0.879073,0.9063215,0.9529394,1.2131157,0.46330935,1.1177005,1.2866596,0.8310495,1.3070045
oven,0.8731927,1.3092892,1.2325239,0.9412756,1.2362809,1.0390996,1.3564085,0.7045212,1.118178,0.88871366,0.73418105,0.86165094,1.0563881,0.9700441,1.1578673,0.91228336,0.9654443,0.9910425,0.79473776,1.197507,0.79617643,0.9840032,0.8302697,0.96345043,1.0849262,0.99208474,0.5855948,1.0162694,1.0359778,0.83993137,1.0895668,0.98973805,1.214656,1.093284,0.7867712,1.0493938,1.0763612,1.0571322,1.2501718,0.3611226,0.5909053,0.97707134,1.0654776,1.1249728,0.98683894,1.0733371,0.9604126,1.2273419,1.0232776,1.2862101,1.1189518,1.0403414,1.136053,1.2431027,0.9857087,1.1531568,0.9391527,0.92018515,1.058264,1.0148828,1.0536664,0.83438885,0.89341486,0.75538397,0.9669529,1.2845342,1.2233531,0.96370256,1.0827484,1.1664045,1.1528246,0.88891965,1.0042346,1.276094,0.0,1.1018178,1.0334547,0.89313,1.0339377,1.0243232,1.0562168,1.3008717,1.0467341,0.5654314,1.1585228,1.079959,1.0728022,1.1670635,0.65502816,0.58643025,0.3210553,1.0020769,0.905398,0.95623773,0.93476444,1.0767758,0.8267561,1.1855193,0.98677295,0.913481,1.0597605,1.1314857,1.0298959,0.94826233,0.9717878,1.0348424,1.1894454,1.1648608,1.2509232,1.2248632,0.8575581,1.3246908,1.0524771,0.7098563,1.0369093,0.6704933
owl,1.1263283,0.90087485,1.096749,1.1061292,0.85865587,1.0105267,1.0400108,0.8968833,1.2070359,1.0616007,0.9758075,1.1039747,0.48418868,1.1126516,1.1406012,0.94506705,0.89908767,0.9844926,0.86699605,0.7788983,1.0369092,0.9240014,0.9420713,0.9305564,0.9048084,1.0407923,1.151082,0.9659166,0.95895994,0.9185291,1.0109624,1.0908508,1.0424137,0.9663983,1.1035775,0.90594846,1.0158677,0.94240385,0.7569903,1.1438546,0.99385864,1.091264,0.9661515,0.9536745,1.1641546,1.1132808,1.1461259,0.99396837,0.9217105,0.80638486,1.0208524,0.98019516,1.1615545,0.91912735,1.150464,1.1195452,0.9308958,1.1208818,1.1490806,1.0122353,0.86350644,1.1839011,0.9635248,1.1254847,0.8848045,1.0707277,0.8841465,0.98271716,1.1081568,0.9070513,1.0592366,0.88032484,1.106013,1.0463002,1.1018178,0.0,1.1182086,1.180842,1.0103891,0.9693141,0.95465624,1.1218555,1.1158524,1.1306572,0.7679846,0.85082734,0.8633651,1.0498182,1.0797741,0.9465008,1.121143,1.1170223,1.0053903,1.0724269,0.87725794,0.9892271,1.1224072,1.1982139,0.99568444,1.071968,1.0759708,0.86243206,0.75266325,1.0457038,1.0214944,1.0423267,1.0092895,1.0856673,1.0681432,1.0689883,0.8821749,0.803678,1.0582325,1.0208579,0.9722501,1.0934691
pajamas,0.8241044,1.4188119,0.9354182,0.685514,1.2706741,1.2963357,1.270446,1.3858128,1.0076224,0.6774312,1.2910973,0.9946661,0.8966932,0.37920296,0.93328214,1.2153082,1.4156355,1.5021732,1.2461766,1.3430231,1.2271684,1.2475785,1.2899656,1.3363988,1.2751381,0.5459105,0.8976555,1.3006322,0.7130477,1.2991221,1.0644232,0.57259893,1.0219696,1.3580468,0.6970015,1.4490674,1.0902923,0.81194556,1.1890781,0.8465839,1.1829401,0.28989792,0.7721607,1.3381443,0.65520704,0.98419297,1.0730084,1.0109187,1.3739806,0.9648333,1.2128696,1.0472206,0.6366414,1.4170673,0.7795416,0.7783207,1.2698486,0.70748067,0.98508024,0.36492985,1.2779537,0.4933076,1.4107314,0.9482814,1.4212903,1.0854176,1.0867755,1.1689414,0.83032775,1.122849,1.0819685,1.2798681,0.94438773,1.2660024,1.0334547,1.1182086,0.0,0.7138368,0.9701332,1.3236601,1.3177073,0.9813729,0.56724554,0.7650572,1.3163531,1.1558405,1.374401,1.0954168,0.8075321,1.264829,0.8115043,0.7713387,1.3010095,0.2643665,1.1814536,1.2567145,0.78080976,0.9353416,1.3155243,0.7799289,0.8506681,1.375109,1.2125967,0.99465835,0.34352875,0.7404275,1.4234188,1.0152516,0.9796476,0.82180256,1.2174658,1.3307533,0.780333,1.1277184,1.1914132,0.819303
pants,0.8444954,1.3429527,0.9915263,0.58161056,1.1234083,1.1092864,1.2026757,1.3990605,0.83128804,0.67504835,1.417686,0.8490714,0.96204525,0.60537744,0.7162588,1.1865957,1.428347,1.3396728,1.1958787,1.4677457,1.2600096,1.2210186,1.4070942,1.4156075,1.2470626,0.7907301,0.8487791,1.3402462,0.8657156,1.1588273,1.0302386,0.5479521,1.1867995,1.4199648,0.6215825,1.4038337,1.0183175,0.78829074,1.1521155,0.7404087,1.231194,0.68633306,0.95615,1.3373462,0.73806894,1.0772032,1.0246714,0.9140472,1.4715691,0.9139814,1.0447379,1.1940897,0.71822256,1.3607903,0.91106015,0.7489469,1.3797865,0.54745847,0.7923181,0.7228781,1.2747507,0.4657253,1.3747323,0.7661434,1.348365,0.88505244,1.0260117,1.0875095,0.9209586,1.046628,1.2064903,1.4075646,1.1718159,1.1491612,0.89313,1.180842,0.7138368,0.0,1.029867,1.3585333,1.3523965,0.9666015,0.8260777,0.8037466,1.4342408,1.1763676,1.5239924,0.9552929,0.7235831,1.256069,0.62479734,0.6114265,1.281049,0.5161893,1.2208284,1.0762354,0.7694056,0.67098653,1.4152768,0.9462614,0.8843877,1.4462544,1.2786994,0.79032946,0.66038555,0.709987,1.2419335,1.1027634,1.0743531,0.9442407,1.324997,1.0337367,0.71253043,1.0150294,1.4070696,0.75509226
paper,0.79058725,1.1551929,1.0197457,0.8757278,1.106872,1.018091,1.1168196,1.1592041,0.9912192,0.75534904,1.1860477,1.0364192,0.80639744,0.9923041,0.99826074,0.77967995,1.0673347,1.0261043,1.0150216,0.9275941,1.0675784,0.99805963,1.1586187,1.1604226,1.1137191,1.1618676,0.9258404,1.232151,1.0689075,0.9813166,1.0583949,0.9759419,1.0689411,1.29988,0.78554064,1.0316899,0.97570187,0.9958255,0.92516273,0.9038081,0.93581563,0.9544607,1.1193764,1.2146161,1.0182961,1.0728633,1.0169286,1.0758107,1.1743798,1.0215634,0.80238026,1.1390542,0.9065518,1.20533,1.0149972,0.8251816,1.3078008,1.0505735,0.85550344,1.0668104,1.0369176,1.080527,1.0063337,0.80492485,1.1050146,0.9750319,0.8112439,0.9344456,1.0265937,0.828395,1.2292242,1.0034283,1.1235751,1.1817954,1.0339377,1.0103891,0.9701332,1.029867,0.0,1.2556717,1.2486725,0.976203,1.1149184,0.8955176,0.834204,1.0502989,0.5656588,1.0139346,0.844131,1.0088284,0.96081334,0.94566315,1.2659032,1.002599,1.0912288,0.85691226,0.8245402,0.93599266,1.2773062,0.97951335,0.9193337,1.0854541,1.1181661,0.8842841,1.0321926,0.5974815,1.0772805,1.1155607,1.0729488,0.9521998,1.0600156,1.0964488,0.73655427,0.8623705,1.2464228,0.99388146
pen,1.3594656,0.8484746,1.0955874,1.2817422,1.1060675,1.1180027,0.7401763,0.54535437,1.2627127,1.4966116,0.4181733,1.2150999,1.2344141,1.4268079,1.2975656,1.0574505,0.5247868,0.8000829,0.92041916,0.57191825,0.66759115,0.9275626,0.46503627,0.43929136,0.75485206,1.1871552,1.1321555,0.3879729,1.168496,0.98303103,0.8775252,1.4489374,0.6332466,0.19070363,1.3522449,0.69758797,1.1849506,1.2852907,0.9043864,1.2434546,0.9477619,1.2946463,1.0524745,0.47539598,1.2524674,0.64709914,0.8935354,1.1337593,0.2577358,1.1898874,1.1350608,0.6086641,1.2547332,0.6133055,0.9776866,1.1850109,0.38162243,1.2181355,1.2680813,1.2738193,0.93053204,1.319898,0.59397304,1.2763294,0.61130345,1.3400449,1.3116589,1.1031187,1.1169032,1.2719737,0.54221797,0.68886274,0.54821634,0.8777026,1.0243232,0.9693141,1.3236601,1.3585333,1.2556717,0.0,0.015148282,1.1185424,1.1930745,1.2946948,0.700588,0.9394557,0.6755042,1.2309248,1.3487084,0.8590965,1.2828658,1.2013301,0.34737146,1.3760692,0.8594263,0.8603616,1.2920704,1.2993146,0.35989428,1.0956879,1.2733397,0.34034884,0.7883173,1.2754476,1.3032255,1.4282039,0.96150553,0.70124966,0.75618184,0.9770592,0.7218646,1.0803391,1.4002764,1.0356115,0.31966454,1.2675927
pencil,1.3694603,0.84865594,1.0728446,1.2648804,1.0908877,1.1175032,0.74370337,0.57392585,1.2634501,1.5053658,0.46781552,1.2002902,1.2174392,1.4277165,1.2847247,1.0460277,0.5428806,0.81050843,0.92153203,0.5469333,0.6942038,0.9344063,0.4706177,0.49358058,0.7142998,1.2095256,1.1406451,0.40828156,1.174463,0.98031646,0.83568597,1.4439383,0.6037048,0.20555687,1.3409332,0.70628375,1.1608496,1.2805228,0.8977573,1.2610508,0.96435344,1.3030622,1.0568019,0.47873628,1.2491531,0.63415015,0.92376935,1.1387469,0.30796105,1.1897068,1.1154921,0.618765,1.2550318,0.60865134,0.9698285,1.1583669,0.40379637,1.2286146,1.2606019,1.2767408,0.91248214,1.3115405,0.5848932,1.2698817,0.6276613,1.3155186,1.2889055,1.1145468,1.1165483,1.2497622,0.55028045,0.71446705,0.55245465,0.8702445,1.0562168,0.95465624,1.3177073,1.3523965,1.2486725,0.015148282,0.0,1.0998619,1.2091829,1.3024281,0.67243224,0.93653417,0.66237307,1.2244551,1.3615505,0.8748954,1.3055104,1.1903456,0.38800037,1.3790016,0.867586,0.8626487,1.3105675,1.2853613,0.36787653,1.0831268,1.2633917,0.32785666,0.8099233,1.2801436,1.3092341,1.4282293,0.9390104,0.68484014,0.74664503,0.9567796,0.75734305,1.0700494,1.3919741,1.0520909,0.3574679,1.297023
pickle,1.0348746,0.76756954,0.45503414,1.0204824,0.77342695,1.0638158,0.37782037,1.3699043,0.64698446,1.1045648,1.2138112,1.0580748,1.0628867,1.0112615,0.90567875,1.1404825,1.3124919,1.1439621,1.2706816,1.0802846,1.1889484,1.3366823,1.1995463,1.2271763,0.816093,1.1814322,1.2190319,1.1398823,1.1179296,1.1457477,0.7981448,0.92389464,0.79108775,0.92482615,1.1295118,1.2666006,0.7201075,1.0915833,1.0501363,1.210239,1.1478312,1.0790677,0.9584452,1.0536859,0.9663357,0.7207048,1.0001206,0.6312612,1.1456392,0.6176528,1.0331331,0.9701948,0.7186011,0.8803661,0.8190173,0.5768095,1.2466763,1.1676469,0.64171314,1.1365538,1.2262969,1.1136559,1.0590216,1.1492018,1.2635353,0.43135595,0.95153046,1.214515,0.82880527,0.99626416,0.9322254,1.2655238,0.9669216,0.63204443,1.3008717,1.1218555,0.9813729,0.9666015,0.976203,1.1185424,1.0998619,0.0,0.9256935,1.0877668,1.119199,0.9544474,1.0545878,0.62975574,1.1754291,1.2318472,1.127188,1.0355357,1.0802928,1.0562454,1.2175512,0.9667914,1.0089382,0.7385964,1.0930042,1.1570325,0.9554247,1.0389483,1.2311451,1.1212678,1.1587331,1.0891863,0.95060647,0.8926654,0.84033483,0.73326635,1.2947491,0.786508,0.92246515,1.1025993,1.0838726,1.200325
pig,0.9496536,1.198575,0.93001795,0.84570503,1.0904199,1.2485644,1.1151534,1.3345551,0.9129934,0.8596636,1.2389314,1.06933,1.1089901,0.64573056,0.9188621,1.1508487,1.3665233,1.31986,1.2499074,1.1837099,1.1826657,1.2482516,1.2542871,1.2452419,1.1884024,0.5886347,1.0029734,1.1911411,0.7934786,1.158581,1.0779626,0.6515977,1.0752401,1.238157,0.92912096,1.3312938,0.9945392,0.81038666,1.1537473,0.94310427,1.2490156,0.5927283,0.40928328,1.1965859,0.8330625,1.0954481,1.1256084,0.8138807,1.2429518,0.9309066,1.1838174,1.0792557,0.73273593,1.2232141,0.9560112,0.89681816,1.2196537,0.8441777,0.8850355,0.66318184,1.1735353,0.69222295,1.2637777,1.1021035,1.3473706,0.9672355,1.0443087,1.1669328,0.8973307,1.0329485,1.0701392,1.212273,1.066793,1.0437555,1.0467341,1.1158524,0.56724554,0.8260777,1.1149184,1.1930745,1.2091829,0.9256935,0.0,0.9414081,1.1862978,1.0729524,1.3284318,0.9986571,0.9477462,1.1754802,0.910134,0.9270231,1.2201278,0.6299903,1.1258805,1.2129531,0.7328893,0.9065384,1.2207978,1.015632,0.7854706,1.2683618,1.1268951,0.98950976,0.6449809,0.88046086,1.2682977,1.0543554,0.9933509,0.8088681,1.1545405,1.1694944,0.7703995,1.1419748,1.1504964,0.88990086
pillow,0.68877196,1.3221905,1.0550009,0.9120344,1.2339437,1.1541497,1.2425641,1.0579205,0.9895537,0.6719981,1.0595678,0.77427685,0.84968436,0.7051339,1.055057,0.93683666,1.1846716,1.2982452,0.9409038,1.3634738,1.085257,0.9750596,1.0453583,1.1918187,1.106363,0.9070646,0.4245199,1.2216926,0.99056214,1.1112064,1.0657012,0.6879356,1.1747179,1.2667617,0.6351297,1.2577703,0.97921187,1.0102413,1.2766407,0.63699573,1.046558,0.7882184,1.0205878,1.2696458,0.9728238,1.118986,1.0164033,1.0975026,1.2741807,1.0015911,1.175783,1.1244379,0.8763568,1.3232614,0.8904202,1.0631045,1.112059,0.90002614,0.8271869,0.8706573,1.2500641,0.625708,1.1531986,0.6633613,1.3408139,1.099489,1.0961742,0.95725614,1.052106,1.0552576,1.1773133,1.022942,1.0511571,1.2796639,0.5654314,1.1306572,0.7650572,0.8037466,0.8955176,1.2946948,1.3024281,1.0877668,0.9414081,0.0,1.3513103,1.1225195,1.2661796,0.99411833,0.29857063,0.95204663,0.53253984,0.9090446,1.1150016,0.7674286,1.1376699,1.1131765,0.75976783,1.0586225,1.1531845,0.77772677,0.9555416,1.266336,1.1419504,0.82891864,0.80616856,0.7998639,1.2381178,1.2132819,1.1855619,1.1656715,1.0052553,1.2669556,0.9284517,0.8559444,1.1579821,0.64724135
pizza,1.1047078,0.8088189,1.1270323,1.2962427,0.8811999,1.0121605,0.9088584,0.6282291,1.2004039,1.2523906,0.7550211,1.1744274,1.0325955,1.3608565,1.1622839,0.8270755,0.66536385,0.76503396,0.78743076,0.05417335,0.84145963,0.861543,0.7238808,0.67957246,0.6959408,1.1892761,1.2260008,0.8039743,1.0861349,0.82367665,0.8990797,1.3238062,0.77536327,0.71203965,1.2751315,0.77758634,1.0463946,1.0634828,0.81605697,1.2431923,0.9590113,1.2463171,1.0338434,0.6300075,1.2723207,1.0853978,1.1218642,1.0683308,0.6213249,1.1295907,1.0523386,0.95175266,1.3968136,0.728611,1.2349209,1.2831694,0.7493635,1.259241,1.2155378,1.2124475,0.7274685,1.3525188,0.7081341,1.1949056,0.70681566,1.1334296,1.0121682,0.9616945,1.1905239,0.9203401,0.9508345,0.6198519,1.0160193,0.86704665,1.1585228,0.7679846,1.3163531,1.4342408,0.834204,0.700588,0.67243224,1.119199,1.1862978,1.3513103,0.0,0.86589193,0.22599316,1.0829303,1.337218,0.8099958,1.3673735,1.2521173,0.835654,1.3614206,0.7347944,0.91205364,1.1770167,1.1864305,0.72895074,1.1586051,1.1813747,0.57256144,0.7568072,1.2096068,1.2551473,1.1582518,0.8230943,0.9712499,1.0522149,0.9610773,0.6591151,0.90823734,1.1283691,1.0972267,0.78085196,1.2824981
plant,1.0314335,0.94519883,1.041792,1.257398,0.99754745,1.0374066,0.85081416,0.8479567,0.9975407,1.1368489,0.9652896,1.0404379,0.9570098,1.1354756,0.9790071,0.96176416,0.7271777,0.9449605,0.8660556,0.8644141,0.72470677,0.8097588,0.77488923,0.8315742,0.9518833,1.0429065,1.0020334,0.94007295,1.1085366,1.0824445,1.0796013,1.0970892,0.9682155,0.86840665,1.0347861,0.86549073,1.0293727,1.154725,0.78013206,1.0627216,0.9758961,1.1137942,1.0327225,1.032803,1.1778789,1.1023725,1.1554363,1.0141162,0.8805183,0.75980633,0.99737066,0.95907503,1.1513292,0.97323215,1.0833852,1.1759362,0.89894,1.1015495,1.002184,1.1313779,0.90537274,1.2148355,0.958062,1.0392867,0.91108114,1.0399336,1.0301639,0.9345222,1.1117011,1.0692246,1.0559515,0.8705716,0.93670857,1.0315882,1.079959,0.85082734,1.1558405,1.1763676,1.0502989,0.9394557,0.93653417,0.9544474,1.0729524,1.1225195,0.86589193,0.0,0.8575306,1.0093378,1.2067692,1.0148668,1.157627,1.1332873,0.8550384,1.1924427,0.9767475,0.81974673,1.1557639,0.9981991,0.92789906,1.1723022,1.1549002,0.8241751,0.786844,1.025002,1.0933173,1.1546543,0.9290454,1.0347755,1.1233358,1.1506579,0.8194726,0.8468629,1.1806529,0.7960334,0.9616191,1.0049461
