,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
pumpkin,1.269584,0.71169317,0.28434694,1.2351795,0.42797017,0.7225957,0.870408,1.2197425,1.3898373,1.3704458,0.6377612,1.369338,1.2681916,1.2139529,1.35139,1.3235521,1.1880462,0.77118397,0.60153174,1.2967067,0.72197735,0.9130718,0.9017581,0.86377835,1.0411696,0.3964132,1.0938679,1.1085619,0.55078197,0.97816,1.2372937,0.39171886,0.9147784,1.3360105,0.93204784,0.58402306,1.405478,0.71109724,1.1122814,0.9976777,1.2319317,1.0393395,1.2564806,0.98003066,0.39953524,1.0619088,1.0558689,0.6163789,0.5310155,0.8366648,0.9703055,0.79988456,0.99974793,1.2042707,0.7358923,1.0824311,1.1628108,0.8311652,1.1049767,0.89132285,1.1095238,0.5720173,1.0144181,1.3842531,1.3057027,1.3718286,0.7489509,1.3720404,0.786847,1.0336947,0.620756,1.2838011,1.2159104,1.3374348,1.3080795,0.45139593,0.5309376,0.85310954,0.8181645,0.8291488,0.39872777,1.3904781,1.2961086,1.2428287,1.2981431,1.3079337,0.7652891,0.94883394,0.69668525,1.1581693,0.69392705,0.92226803,0.7785783,0.8133134,0.5176777,0.0,1.2583361,1.0205158,0.69695807,1.3852673,1.1219448,0.76987296,0.86480045,1.1845918,1.2039864,1.2351915,1.2808127,1.1780425,1.2120992,1.29305,1.4718739,0.59254444,0.7216513,1.1788299,0.81144845,0.812628,0.82554126,1.3206855,1.2750486,1.3481486,0.43519253,0.54902166,0.73236763,1.305136,0.8738615,1.0143694,1.2356961,1.106799,1.1441354,1.2496507,0.83423185,0.66886336,1.2611662
purse,0.8677186,1.1538639,1.359023,0.9407401,1.3391771,1.2648416,1.2003946,0.8317825,0.7969441,0.6548047,1.2356974,0.7503065,0.81221896,0.92967325,0.6545794,0.9367421,0.9051165,1.2677379,1.3096483,0.7015564,1.3363526,1.1400383,1.05107,1.1463838,1.0609002,1.2318262,0.9683522,0.8251475,1.3434665,0.96599054,0.868639,1.2113225,1.1479378,0.5710659,1.0008957,1.4170516,0.80188584,1.2440946,1.0205649,1.0285001,0.8451289,0.80273324,0.79204863,0.9892046,1.347235,0.8359448,0.9737053,1.2705259,1.2962458,1.1453261,0.7551405,1.3531871,1.0868582,0.8265115,1.2363963,0.83263576,0.9705786,1.0467292,0.86564904,1.0710019,1.0420163,1.1872128,1.0299482,0.93678105,0.7814591,0.62321895,1.3730292,0.67496467,1.3377538,1.1337314,1.0814292,0.7143642,0.7590469,0.87109584,0.5768385,1.203692,1.3570611,1.2292824,1.1653537,1.1428815,1.2033165,0.7387823,0.97639924,0.75696886,0.75757456,0.93342596,1.2859712,1.1602749,1.0151864,1.0400997,1.0279714,1.2032778,1.1188697,1.3374437,1.3536516,1.2583361,0.0,0.9742898,1.074493,0.7713202,0.95443004,1.1776581,0.9642395,1.1064951,0.7338553,0.66517067,0.6313951,1.0028161,1.020575,0.91202015,0.7447539,1.0990386,1.2616999,0.8481367,1.3637155,1.0280151,1.2814573,0.31521714,0.8135308,0.8661695,1.2768365,1.3210464,1.2679883,1.0303897,1.1296419,0.9592292,0.790171,0.9318687,0.64818585,0.8493217,1.0618254,1.1631656,0.98421013
radio,1.3636702,1.0195583,1.0184106,1.2145404,0.9481137,0.9468946,0.85357124,0.69995654,1.0821892,1.2015033,0.6616821,1.0926658,1.051202,0.9754566,1.2509257,0.7053865,0.91876984,0.7679117,0.69277614,0.9554853,0.7792001,0.85462475,0.6825482,0.6725455,0.68304294,1.0592673,1.046397,0.7922591,0.85996175,1.0030445,1.0095799,1.1359639,1.0453606,1.1656117,1.2190406,0.83692855,1.2566422,0.7680514,0.97793937,0.919374,1.1931498,0.6637892,1.2604376,1.1790141,1.0663382,1.2891921,1.071662,1.1055624,0.9962297,0.8152069,0.9516675,0.6758361,1.1220201,1.1738344,0.99171513,1.0952322,0.9864727,1.0189403,1.1554801,0.78133756,1.2116141,0.8116569,1.0189682,1.0644503,1.1973436,1.2212524,0.7197066,1.1006918,0.7048904,0.74953926,1.2011985,1.1708411,1.3218311,0.9557483,1.1167548,0.9563072,1.0380913,0.58441275,0.90485054,1.1419908,1.2501502,0.81248045,1.2414899,1.357685,1.2860515,1.0987104,0.66302365,0.984172,1.2925044,1.1686814,0.7920916,0.791929,0.80427843,0.6431544,0.96357304,1.0205158,0.9742898,0.0,1.1870208,1.072398,1.1481508,1.0220706,1.0816703,0.89952165,1.2294966,0.9089454,1.1964957,0.7498301,1.0766722,0.8368649,1.1155946,0.8490675,0.9267713,1.1425651,0.69643545,1.2312523,0.905536,1.0759974,1.267567,1.1876605,0.7759917,1.0550463,1.2082522,1.1612773,0.67967224,0.85288846,0.96156585,1.0878375,0.9540555,0.85533625,0.79551613,0.8505759,1.0466954
raisin,1.0186951,0.73425794,0.8123857,1.0258445,0.91038036,1.051719,1.0566287,1.384601,1.1866251,1.1194719,0.9181138,1.1712087,1.1458918,1.1695155,1.0068812,1.3016866,1.205061,1.1757649,1.1580532,1.2182555,1.1719606,1.0274932,1.1864585,1.1175587,1.1766162,0.5879528,0.87788284,1.2104499,0.8788718,1.0772154,1.1784503,0.5317994,0.9718495,1.0179456,0.8402873,0.966593,1.1722635,1.2000605,1.1116614,1.1332033,0.9989955,0.9585191,0.9689615,0.7943317,0.8557568,0.80220526,0.8275225,0.6281447,0.7122059,1.1598116,0.7552732,1.1582175,1.0077939,0.86511976,0.6071137,0.91886306,1.0822244,0.923248,0.73402023,1.1421705,0.83790475,0.8733971,0.9756816,1.1488842,1.0756719,1.1188929,1.061051,1.1849482,1.1838661,1.1180049,0.72414196,1.0780302,0.9693617,1.0552105,1.0895678,0.73933274,0.77790344,1.2433058,0.7993909,0.30708915,0.661081,1.1661586,1.1161652,0.8894054,1.0848209,1.1491178,0.9580629,1.0408076,0.5683574,1.1435908,0.9198649,1.1769251,1.1316094,1.1696649,0.94362044,0.69695807,1.074493,1.1870208,0.0,1.1504736,0.9601313,0.89654887,0.73733443,1.1392773,0.9617286,0.9852645,1.0134299,1.3706703,1.0905113,1.218617,1.1867844,0.6739192,1.0683252,0.95568115,1.1013187,0.8047944,1.2092924,1.0973934,1.0620643,1.2189333,0.9921293,0.69982064,0.67449,1.1191993,1.1961409,1.1644609,1.1782937,1.0536319,1.1498183,1.159064,0.99211466,0.72948647,1.2308525
refrigerator,0.7585945,1.1740856,1.5230331,0.77270293,1.5256848,1.162844,1.3489925,0.89242685,0.4967003,0.4961899,1.2163349,0.5490932,1.0844941,1.0592711,0.6487696,0.8288393,1.00422,1.2454113,1.2931654,0.6708227,1.4009118,1.040555,1.1126459,0.901279,0.88371426,1.2890906,0.71429765,0.79662484,1.3517852,0.7045373,0.74445605,1.169369,1.2366092,0.43102938,1.0935798,1.4604764,0.54054004,1.2360253,1.0070943,1.2428087,0.26010084,0.84532654,0.7710459,1.1214631,1.4359131,0.71057874,0.9838663,1.3465018,1.3803778,1.3625615,1.0639335,1.3844876,1.2761718,0.91745853,1.3134892,1.1230667,0.7796886,1.3644999,0.79673934,1.2391157,1.0358943,1.4486825,1.1413369,0.57637656,0.78278637,0.6304291,1.361896,0.40311122,1.346069,1.1869303,1.1278031,0.5975307,0.93679607,0.5752032,0.68096447,1.2834777,1.3827523,1.3324008,1.3268726,1.1820841,1.239708,0.20865965,0.84838724,0.7226405,0.5969472,0.81455857,1.2763349,1.2953718,1.0797468,0.91670996,1.1939456,1.3484063,1.3041492,1.2977449,1.3980052,1.3852673,0.7713202,1.072398,1.1504736,0.0,0.9236754,1.2437135,1.1408734,1.2729572,0.676448,1.1233776,0.70533776,0.9244139,0.8135513,0.5445809,0.45142782,1.4167172,1.2855394,0.90643764,1.3576324,0.8758817,1.3254476,0.69480634,0.77184296,0.77135646,1.4517574,1.3941963,1.1534569,0.97108346,1.3192594,1.3139948,0.8115623,0.8126274,0.98656386,0.75303555,1.050011,1.3523064,0.55399346
rock,0.85000396,1.2155461,1.2152789,0.90575165,1.211653,1.1187975,1.1829523,1.225785,0.87472856,0.72133803,1.181593,0.8514242,0.89180624,0.915162,0.5926194,0.84761244,0.940173,1.2643242,1.2130071,0.93759304,1.1619363,1.1872103,1.2621757,1.2490525,1.1256536,1.0213877,0.7487169,1.2185212,1.1796705,1.1257143,0.81889653,0.94523656,0.9786452,0.88789535,0.71905816,1.1977683,0.93065065,1.2166878,0.93741316,1.0538012,0.94719094,0.9654513,0.879913,1.0564082,1.1965095,0.5738794,0.9874282,1.1578734,0.8416997,1.0758773,1.0355194,1.2860274,1.0206212,1.158776,1.2214733,1.0700414,0.8339619,1.0168291,0.9373247,1.1235671,0.99618626,1.290098,0.9870026,1.0270761,0.8457749,0.92995286,1.2635597,0.98766106,1.297145,1.1090794,0.8627125,0.91808856,0.93251693,1.0614399,0.9245819,0.9069072,1.1694367,1.2822431,1.2494866,0.9947468,1.009477,0.91609585,0.6372361,0.85656327,0.98030394,0.84025997,1.1240972,1.2571338,0.89829016,0.94424736,1.0984758,1.0462099,1.1192696,1.1619796,1.2160791,1.1219448,0.95443004,1.1481508,0.9601313,0.9236754,0.0,1.1929297,0.95648575,1.1285745,0.88017696,0.9502214,0.95956355,1.2911404,0.64828867,0.9104987,0.9091136,1.1249907,1.0893888,0.9389595,1.3007015,0.917017,1.1321495,0.9494537,0.8045102,0.7643161,1.1385798,1.2102742,1.0450594,1.0614778,1.2623996,1.0737977,0.9189376,0.65294826,0.92621315,0.9910606,1.2425119,1.1727031,0.989236
rooster,0.9895563,0.6976761,0.6512995,1.1699741,0.82361394,0.9646898,0.8503132,1.1184927,1.2798343,1.3391279,0.8509484,1.2795182,1.1711043,0.80098665,1.3017336,1.1422834,1.1354158,0.80117047,0.8886709,1.1827421,0.93361574,0.99355876,0.9258278,0.9323534,0.9970199,0.79275954,1.0373548,1.1127617,0.82466173,0.9795228,1.2888572,0.9509734,0.89239967,1.2596912,0.9999689,0.7675561,1.2708992,0.9170679,0.9085349,0.80386114,1.1863055,1.2032996,1.0095782,0.8914896,0.7547383,0.9297246,1.0244184,0.7196437,0.67223805,0.8185565,0.81245744,0.8554839,0.898593,1.0757792,0.786934,0.98202497,1.2132533,1.0258545,1.029358,1.0343041,1.0634937,0.73649013,0.707923,1.2554148,1.2176201,1.2878962,0.78966856,1.3069383,0.77973616,1.0135541,1.0979651,1.1620963,1.0902259,1.2392136,1.263685,0.905101,0.72077,0.8595902,0.6930842,0.90902567,0.88300073,1.2535212,1.0575683,1.1195338,1.2126236,1.1621265,0.8984621,0.9165264,0.8766315,0.92621684,0.8396228,0.910071,0.79026425,0.93285185,0.7713962,0.76987296,1.1776581,1.0220706,0.89654887,1.2437135,1.1929297,0.0,0.77655506,0.9614006,1.1059235,1.1005955,1.1013142,1.0376706,1.1467348,1.268996,1.2739122,0.71976674,0.8698527,1.106254,0.75398976,0.9879558,0.9339468,1.2450802,1.144737,1.3337628,0.8513932,0.6914131,0.74190944,1.1946627,0.8332961,1.0824617,1.2105656,1.1429329,1.2120988,1.1533867,0.94840926,0.7924194,1.1904448
scarf,0.9728342,0.645212,0.8732607,0.98608977,1.020311,1.1686163,0.9572195,1.3775752,1.2101338,1.0885606,0.6981149,1.2110648,1.0557235,1.1385319,0.9713418,1.2139577,1.1862379,1.1455235,1.2183416,1.2291954,1.2136395,0.84430957,1.1629266,0.94287246,1.0761809,0.6965375,1.0881158,1.145056,1.1125946,0.96892536,1.079703,0.8812773,0.9895026,1.0188186,0.86851716,0.82486403,1.2449789,1.2038531,1.2868191,1.032424,1.0356872,0.9653958,0.81387264,0.8267555,1.0418742,0.81099105,1.1677637,0.61390007,0.700969,1.1840135,0.7465823,1.1256382,0.9548623,1.1122866,0.85012555,0.8252121,1.1272182,0.90487015,1.0167097,1.2145116,0.89540595,0.7704106,0.9841223,1.2650812,0.98143023,0.9786098,1.0037872,1.1793513,1.2403693,1.2152431,0.91112804,1.0687803,0.72186947,0.92506385,1.2260177,1.0313151,0.7718211,0.94817483,0.7353522,0.70608354,0.8707904,1.1547842,1.0435717,0.6561282,1.0248584,1.1838579,0.84706074,0.89789426,0.57053244,1.1635973,0.72558314,1.2353075,1.1189237,1.1989439,1.0182943,0.86480045,0.9642395,1.0816703,0.73733443,1.1408734,0.95648575,0.77655506,0.0,0.9983095,0.8308249,0.9642126,0.7612175,1.3982604,1.0484614,1.1437608,1.0959585,0.6456465,0.9404758,0.94490975,1.083706,0.9170558,1.283138,1.0601193,0.98356277,1.2598559,0.96474665,0.7447454,0.5759224,1.0580087,0.8409641,1.2041951,1.1885049,1.0534967,0.9737851,1.0566273,0.8288838,0.82452095,1.2724127
scissors,1.033633,1.1272267,1.0153048,1.1360686,0.96589756,0.88571835,0.37999547,0.9148313,0.9899595,1.2589251,1.0605282,1.0032119,0.62459207,0.9460275,1.2874317,0.90840924,0.89085597,0.961259,0.8170942,1.0457338,0.9341175,0.97461426,0.9119913,1.0207613,1.0608647,1.0832583,1.1838338,0.9909942,1.0291575,1.1228137,1.1530268,1.1712983,0.88290197,1.2697096,0.991201,0.8677601,1.1087465,0.95566845,1.0780137,0.863297,1.2247227,1.1260456,1.2243453,1.0406426,0.97156453,1.2923083,1.0848178,1.1165444,1.0613192,0.84616596,1.0838574,0.9034444,0.38924813,0.91051286,1.0276198,0.99064505,1.0630133,0.72485685,1.1592933,0.95712787,1.0494167,0.90350854,0.85382146,0.85224414,1.0969062,1.1133157,0.9024049,1.097795,0.82138574,0.745401,0.9949403,1.0425559,0.9895924,1.0681515,1.0877583,1.1604351,1.0809244,0.73334026,1.0291065,1.0937151,1.0940564,1.1678517,1.121516,1.239275,1.1980417,0.9480729,0.9540652,0.9154619,1.0562143,1.0281729,1.219955,0.83039665,0.9963338,0.7971709,1.0080378,1.1845918,1.1064951,0.89952165,1.1392773,1.2729572,1.1285745,0.9614006,0.9983095,0.0,1.2422855,0.9066248,1.2010988,0.6618005,1.1002479,0.99033266,0.98479956,1.0392413,0.88010746,1.0312815,0.76483417,1.116294,0.8820611,1.0891026,1.1063821,0.93432087,0.87987995,1.1145586,1.0482528,0.69550705,0.87019384,0.4281304,0.89069134,1.0827581,1.0591155,1.0411979,1.0162913,1.1305181,1.0199778
shirt,0.76213986,0.96745116,1.2808819,0.51855063,1.3725765,1.2851954,1.3499444,1.2593553,0.8373986,0.5264532,1.2662706,0.8333591,0.90456784,1.0314602,0.52315336,1.1183223,1.0156877,1.4132441,1.4637046,0.87590826,1.4364451,1.2150201,1.3875077,1.2963858,1.1788514,1.0809551,0.7731395,1.0647804,1.3574625,1.062143,0.93568087,1.0729406,1.2659273,0.4221779,1.0280538,1.413363,0.75192463,1.3715096,1.0379987,1.0856439,0.74328035,1.0405568,0.2936548,0.95495564,1.2472589,0.6758678,0.59506106,1.0425732,1.2180736,1.373104,0.9531051,1.4216841,1.1675969,0.8699012,1.0905783,0.880422,0.978394,1.2027339,0.52617615,1.2528143,0.7868359,1.190161,1.1689638,0.9336823,0.48189765,0.40562928,1.4360185,0.80818516,1.4629316,1.2214662,0.99748534,0.8872033,0.692374,0.92673755,0.77777916,1.2251465,1.182697,1.4296124,1.0512586,0.9128224,1.0098943,0.7318087,0.8170384,0.38289154,0.4846967,0.81504714,1.358082,1.1116866,0.7844726,0.9585763,1.0648,1.3833358,1.3758867,1.417713,1.3214359,1.2039864,0.7338553,1.2294966,0.9617286,0.676448,0.88017696,1.1059235,0.8308249,1.2422855,0.0,0.93808556,0.42556417,1.3223667,0.97864,0.9646354,0.76134527,1.1307636,1.3138847,0.86499804,1.4981067,0.9400517,1.3586364,0.7010241,0.3479035,0.7702889,1.3849969,1.118477,1.0121708,0.92221826,1.2459495,1.2806393,0.9746331,0.9106848,0.97838086,1.0108652,1.2117724,1.1499783,1.0034597
shoe,0.7553188,1.0141618,1.2272087,0.89541143,1.2079722,1.084994,0.96875733,0.9461695,1.0314445,0.98808366,1.1481616,1.0580834,0.8662979,0.71252793,0.93588436,0.94612736,1.0141349,1.199339,1.1576644,0.9970307,1.1332898,1.1912498,1.0591712,1.2408459,1.1218363,1.2511399,1.024679,1.1026568,1.2490284,1.1425986,0.8574682,1.0852431,0.84284085,0.89434683,0.99220574,1.273649,1.0067513,1.2292098,0.94891036,1.0371678,1.1082261,0.82393914,0.9369564,0.9117625,1.1601539,1.0048732,1.0176405,1.0605592,1.0209521,1.1867832,0.53541017,1.1856489,0.9252179,0.9266678,1.0883393,0.32832974,1.1632212,0.9924708,1.0147302,0.975295,0.8799218,1.0212375,1.0274099,1.088933,0.8724345,0.6787815,1.2359568,1.0387285,1.2200662,1.0212532,1.048555,1.0209758,0.5892418,1.0517116,0.76587844,1.0805001,1.2239101,1.1043133,1.0159761,0.99674237,1.1190375,1.0051332,0.9077493,0.8565906,0.7788011,1.0031742,1.1827267,1.0353316,0.9936754,1.0987405,0.89235413,0.94959086,1.1528591,1.1555897,1.2551405,1.2351915,0.66517067,0.9089454,0.9852645,1.1233776,0.9502214,1.1005955,0.9642126,0.9066248,0.93808556,0.0,0.7369547,0.9459345,1.035044,0.9969258,0.9826394,0.6452516,1.222764,0.65525186,1.1609812,0.9922601,1.0746387,0.6979777,0.94074386,1.0436735,1.0769107,1.0327411,1.0888288,0.8737385,1.1100597,0.9317391,0.78572816,1.1160367,0.9169424,0.9354837,1.1268098,0.84134245,1.2430042
shorts,0.73003274,0.8253089,1.3075359,0.5614432,1.4129763,1.3112607,1.2695124,1.2465684,0.88085383,0.607992,1.1735399,0.8897474,0.9272192,1.0071543,0.62918234,1.0173872,1.06601,1.4441727,1.4662689,0.9454257,1.4292389,1.121473,1.40899,1.2605326,1.193546,1.1928343,0.9160441,1.077204,1.4674013,1.0894439,0.97668135,1.207858,1.2300515,0.4670453,1.0039426,1.4296052,0.7563389,1.4037985,1.0698831,1.0373138,0.77844286,0.99949795,0.42211473,0.89801055,1.2676524,0.7184553,0.89475465,1.002616,1.1777253,1.4311564,0.71257156,1.4196849,1.1671405,0.86344576,1.112712,0.7642491,0.96404254,1.1826843,0.7766459,1.2243385,0.76702654,1.2622503,1.12412,0.930026,0.56917304,0.36399257,1.4402419,0.8383164,1.4692914,1.1537141,1.0873406,0.8987417,0.5684918,0.8486608,0.7583103,1.3675098,1.223218,1.348093,0.9653813,0.9301501,1.1216053,0.6138141,0.9100495,0.3544882,0.18952012,0.9015982,1.3804321,1.1079394,0.8430598,1.0202898,0.97671586,1.3905132,1.3792038,1.3858197,1.394185,1.2808127,0.6313951,1.1964957,1.0134299,0.70533776,0.95956355,1.1013142,0.7612175,1.2010988,0.42556417,0.7369547,0.0,1.2435818,0.9787458,0.9490721,0.80677795,1.0505185,1.3000443,0.73562783,1.4636959,0.9105316,1.3970969,0.5923007,0.45075655,0.94593495,1.4226294,1.092604,0.95121217,0.9098846,1.1599779,1.2162741,0.9071319,1.0008962,0.8295249,0.9271731,1.1386063,1.1478823,1.0544907
shovel,1.0912515,1.200023,1.0861205,1.1542532,1.0173028,0.83984435,0.7077181,0.4749846,0.8458468,1.1822188,1.0463011,0.9296254,1.017622,0.87477624,1.2386994,0.74130535,0.9263325,0.71291536,0.50447524,0.8952199,0.73687786,0.99422556,0.60464156,0.8317573,0.7812112,1.3093071,1.1346421,0.6696844,0.9875946,0.9790975,0.98136777,1.2365347,0.95326924,1.2029251,1.1962414,1.0402545,0.97954303,0.6991263,0.89456874,0.96479005,1.0742877,1.0778033,1.3203917,1.2806721,0.9727686,1.3770511,1.1776528,1.3612274,1.2679466,0.7256776,1.1120045,0.7016886,0.884526,0.9246148,1.1985917,0.9821421,1.0212398,1.0371823,1.2849662,0.72249526,1.1673574,1.078067,1.0298445,0.7711152,1.172992,1.1301112,0.8167858,0.8201829,0.6834162,0.71332,1.136902,0.9291352,1.1566238,0.9368005,0.917996,1.0198666,1.272264,0.6699506,1.1472129,1.4082351,1.2340697,0.8204026,1.1362045,1.3067157,1.1562389,1.0386618,0.9570201,0.9690566,1.4575546,0.96089107,1.0880159,0.69512147,0.77519834,0.61993945,1.0540854,1.1780425,1.0028161,0.7498301,1.3706703,0.9244139,1.2911404,1.0376706,1.3982604,0.6618005,1.3223667,0.9459345,1.2435818,0.0,1.0646034,0.6842464,0.935998,1.1928346,1.0437917,0.9372592,0.62442327,1.2132246,0.6523682,0.9626041,1.2593167,0.9433073,0.94343746,1.2706453,1.3227888,0.92892575,0.8242612,0.6542913,0.7085246,1.1061767,1.0139953,0.919644,0.99951375,1.0770622,0.86703885
shower,1.0735164,1.0691125,1.2076215,1.0830667,1.1593988,1.0026537,1.1048996,1.0883247,0.86887574,0.81060445,0.92368203,0.75662076,1.1008346,0.9293548,0.84297943,0.8014213,1.1107062,0.9492917,1.1134876,1.0322123,0.9860805,0.9653067,1.0473709,0.947232,0.8450736,1.0704772,0.7385886,1.0033839,1.0620475,0.8559065,0.94917583,1.1069763,1.0819315,0.9110662,1.1647452,1.0562822,1.0040796,1.0423298,0.94061446,1.0983081,0.8567296,1.0162563,0.92761093,1.0843883,1.2086904,0.6998745,1.0449188,1.1472557,0.99759024,1.089651,1.1448691,0.9854831,1.2301252,1.1391826,1.1215628,1.1245333,0.8353592,1.2360437,1.0461966,1.0312064,1.1513371,1.1670387,1.074172,0.90499693,0.866394,1.0361482,0.96923417,0.87682265,1.0085076,1.1531794,1.1310889,0.9972079,1.139462,0.9742014,0.9061168,1.0425465,1.0942873,1.0012245,1.1018566,1.0474192,1.2265451,0.9623695,0.76384926,1.063086,0.9735546,1.0508602,0.95894825,1.23859,1.1170143,1.0459175,1.0953456,1.0503544,1.0233359,1.0395827,1.1124295,1.2120992,1.020575,1.0766722,1.0905113,0.8135513,0.64828867,1.1467348,1.0484614,1.1002479,0.97864,1.035044,0.9787458,1.0646034,0.0,0.9097001,0.8917101,1.114073,1.0366017,1.1174672,0.9744271,0.947184,1.1246351,0.9446007,0.9436367,0.9015948,1.1316459,1.1338942,1.087597,1.1186641,0.9914359,1.1333015,1.0598352,0.7656309,0.87265396,1.0883448,1.0522056,1.0846885,0.7625716
sink,0.96763206,1.2877136,1.3828046,1.0432507,1.2831258,0.8470653,1.0558453,0.69484293,0.40357804,0.7944593,1.0125132,0.66248596,0.9317681,0.9432593,0.8108132,0.7432482,0.93197733,1.060447,0.7820214,0.7399927,1.0558243,1.1154851,0.81624246,0.9013519,0.75633633,1.269068,0.9002436,0.7727243,1.2010049,1.0200006,0.7940414,1.1364955,1.1587254,0.7652924,1.1002666,1.2649596,0.7918343,1.0114129,1.0359162,1.1815758,0.7789767,0.9140255,1.0052601,1.2276509,1.2842497,1.0817703,1.1621065,1.4386919,1.259666,1.1351452,1.1945093,1.0633374,1.0524738,0.8349695,1.3013453,1.0077497,0.87400424,1.1424716,1.1035377,1.0018537,1.1068687,1.2274088,1.1767616,0.7258322,0.9906008,0.8264561,1.128802,0.7708684,1.0429302,1.0205909,0.9596378,0.7878837,0.9716429,0.7875987,0.8522137,1.1377705,1.3911636,0.999475,1.3051592,1.3126795,1.1871212,0.5215447,0.83979565,0.9199519,0.88602245,0.83576035,1.0610412,1.2196641,1.261187,0.9796731,1.1121736,0.93022966,1.1552631,0.8358575,1.2660553,1.29305,0.91202015,0.8368649,1.218617,0.5445809,0.9104987,1.268996,1.1437608,0.99033266,0.9646354,0.9969258,0.9490721,0.6842464,0.9097001,0.0,0.69658005,1.3402365,1.1524718,0.8895104,1.0413582,1.0212188,1.0695806,0.8547693,0.9673307,0.77855533,1.0980012,1.4882733,1.2901441,0.959633,1.1318516,0.9875473,0.5328371,0.9811935,0.9628036,0.87697023,1.1942973,1.2431208,0.7924665
slide,0.71090424,1.2733481,1.5026145,0.72634804,1.4942926,1.1653981,1.2042041,0.8391649,0.47758543,0.57607675,1.413903,0.49275148,0.70942336,0.92756397,0.6468724,0.7718997,0.7999583,1.4104,1.3669893,0.63328415,1.4519464,1.1856209,1.1738958,1.163843,0.98373234,1.3422891,0.9775175,0.8344857,1.4542847,0.8910136,0.76736045,1.2870123,1.1538085,0.60032594,0.97573996,1.4500903,0.5085076,1.3339434,1.0716951,0.9924558,0.6406177,0.91037875,0.7843294,1.1090653,1.4315226,0.8991473,0.9503576,1.3310864,1.4782146,1.3050278,1.1749649,1.4006643,0.9991182,0.8900633,1.3971355,1.0163358,0.735775,1.094683,0.9232292,1.2445596,0.9138396,1.4919119,1.0991262,0.53467804,0.78580475,0.6533763,1.4334784,0.3638208,1.4061024,1.1454058,1.0855556,0.63618875,0.7833495,0.56383693,0.68978107,1.392518,1.427105,1.3574817,1.3455398,1.1960976,1.220194,0.5059099,0.78123766,0.716931,0.6716837,0.62688255,1.3224312,1.10412,1.1148752,0.8416838,1.3826883,1.2636064,1.3573961,1.3414388,1.4074485,1.4718739,0.7447539,1.1155946,1.1867844,0.45142782,0.9091136,1.2739122,1.0959585,0.98479956,0.76134527,0.9826394,0.80677795,0.935998,0.8917101,0.69658005,0.0,1.4740689,1.3324585,0.9030673,1.4162455,0.9006269,1.2697117,0.66354996,0.74584055,0.53552616,1.4210057,1.4118397,1.2193482,0.6760973,1.3376484,1.0494901,0.72151005,0.8013753,0.91571164,0.77574724,1.1917688,1.4529082,0.6323164
slipper,1.2068309,0.44222468,0.5593021,1.1057361,0.61919177,0.94169515,0.89567304,1.2523594,1.4651963,1.381539,0.47563595,1.4296799,1.3109899,1.1387229,1.3314191,1.251013,1.3495145,0.7419299,0.8832185,1.454481,0.8964884,0.73954463,0.93302107,0.7583515,0.95590067,0.65766,1.0392958,1.1416441,0.7089784,1.0530286,1.1928961,0.78443784,0.8686801,1.2277827,1.1546807,0.51798856,1.461085,0.8436777,1.1276228,1.1771524,1.2490315,0.9158118,1.0960917,0.87799984,0.7679756,0.98436403,1.1459433,0.3938918,0.45796216,0.9774944,0.48635304,0.69321984,1.1125029,1.224155,0.607587,0.6067428,1.2882519,0.99018306,1.0322345,1.0941682,0.9212047,0.44538206,1.0955215,1.4387972,1.117595,1.2055056,0.5652174,1.4669844,0.8369469,1.0948735,1.0506532,1.3522402,1.0244952,1.2637439,1.2869178,0.8649827,0.46515238,0.74366105,0.5622948,0.6625782,0.9187326,1.3594946,1.2666742,1.1052368,1.1991403,1.4335941,0.6067835,0.7454901,0.746319,1.3009956,0.4333269,1.0584506,0.8666568,0.9726555,0.58654374,0.59254444,1.0990386,0.8490675,0.6739192,1.4167172,1.1249907,0.71976674,0.6456465,1.0392413,1.1307636,0.6452516,1.0505185,1.1928346,1.114073,1.3402365,1.4740689,0.0,0.76070696,0.9618834,0.66562575,1.0281494,0.9965716,1.2263947,1.1894743,1.5232232,0.6502579,0.3317997,0.58871114,1.20708,0.73194855,1.1812326,1.375526,1.3023679,1.1368209,1.2313473,0.57715124,0.2476998,1.4108075
