,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
owl,0.74701107,1.1383682,0.9519085,1.1026558,1.1590415,0.8482528,0.926926,1.047441,1.0889837,1.1084763,1.0781533,1.2004436,1.2397639,0.8842077,0.85480905,0.92529285,0.8741286,0.86273307,1.177402,1.1995008,1.0239162,1.0101513,1.2059991,1.0711534,0.7080048,1.2925318,1.130682,1.0828444,1.0287933,1.2095635,0.845382,1.1659068,1.1739693,0.92716354,1.0207713,0.93467575,1.1682453,1.101813,1.1530303,1.0846367,1.129615,0.969254,0.781468,0.7208787,1.1308488,1.2045532,1.0965006,0.8181263,1.0582803,1.0401361,0.957934,0.8324218,1.12303,0.6896233,0.9183281,1.0858041,1.1693995,0.4448802,0.9005068,1.0178167,1.0612688,0.8837684,1.0282096,0.8422318,1.0589981,0.8467053,1.0431225,1.1114895,1.1787,1.0670778,1.2067963,1.0381259,1.0747195,1.2473351,1.1319648,1.2112051,1.1438034,0.96394485,0.78073835,0.9992235,0.7979311,0.94545263,1.0022961,0.8744635,1.1312971,1.0816835,1.1985242,1.1247518,0.98527986,1.2033455,0.0,0.9912926,1.169323,0.89614004,0.6753086,1.2012157,1.1855866,0.59720683,1.0667454,0.73348534,1.1759021,0.81747997,1.0489572,1.1411502,1.0639042,1.031489,0.94490945,0.98596096,1.125338,1.0812564,1.0617442,1.0220333,0.85369724,0.9411575,1.0012108,0.8578203,1.0511944,1.0445997,1.1391644,1.1446455,1.0360321,1.2171228,0.9314206,1.162527,0.99082744,1.1260188,1.0540504,0.95447385,1.1671493,0.8825637,0.84416527,0.8629994,1.0267717,0.9412933,0.8620783,1.1764916,0.9546704,1.0840055,1.0696945,0.6068745,0.99180937,1.0843014,1.1017945,1.2486112,1.1946676,1.1322167
pajamas,0.6145907,0.945221,1.4597964,1.1416237,0.37464195,1.3420942,1.5040432,1.3605466,1.2668498,0.58830845,0.4869268,1.3663445,0.7924183,0.2934798,0.9230237,0.31332392,0.9652087,0.9640093,1.5010458,1.439538,0.90139717,1.4750936,1.1598911,1.4428189,0.99191636,1.4052136,1.2676269,1.3675053,0.6353681,0.67098796,1.1774545,0.73762643,0.74209905,1.3160751,0.9710998,1.1057774,0.67149454,1.1684152,1.4930925,0.53477657,1.537645,0.91023,0.6398191,0.64996624,1.0273491,1.1133596,0.39771664,1.2671192,0.74707544,1.423079,1.0210791,0.7404393,0.9712665,0.9958048,1.340487,0.7245566,1.4216816,0.99986595,0.8268671,0.7276572,1.1861613,0.66118765,0.9331711,1.237422,0.7438736,0.9039473,0.5134884,1.3758101,0.91153926,0.45301676,0.47566235,1.0999827,0.21058643,1.4025297,0.78482187,1.5398623,1.0413665,1.1894319,0.97028804,1.111648,0.4688419,0.92134553,1.0837585,1.1483004,1.4304433,1.0808173,1.132789,1.3393183,1.4589932,0.799561,0.9912926,0.0,0.21965182,0.6599519,0.97885406,1.4832838,1.4866374,1.174103,1.3040633,1.0880014,1.1985798,0.8705201,1.341748,1.3156089,0.9905585,1.445471,1.2763333,0.593534,1.4123489,1.0620275,0.92966205,1.2772937,1.1497011,1.3095794,0.7404909,1.1758609,0.30847406,0.8389728,0.61435115,1.2163754,0.7207116,0.9706104,0.5426321,1.3698391,0.7648386,1.4757907,0.742333,1.0477227,1.4747256,0.85361105,1.304083,0.7647102,0.356784,0.5765525,1.5729383,1.1362852,1.2189661,0.64552885,0.9685444,1.2495509,0.8211739,1.0086325,1.2610502,1.3312159,1.2912455,0.96069205
pants,0.8338522,0.8922943,1.4715611,1.1065544,0.4221623,1.4339235,1.485347,1.3449014,1.1344149,0.63017756,0.5034712,1.3010833,0.71088433,0.53612137,0.96543527,0.5021208,1.0596606,1.1249648,1.4128273,1.4148387,0.9409437,1.390956,0.9876886,1.3607781,1.1302329,1.1765914,1.1957386,1.3240447,0.57394904,0.49938416,1.2492745,0.6102656,0.6051107,1.2256222,1.0324547,1.0808468,0.594663,1.1232107,1.459744,0.52298266,1.4438628,0.98348546,0.7299216,0.83042634,0.8643426,1.0511764,0.27948833,1.2840593,0.7229086,1.3965516,0.95800334,0.78789496,0.9517627,1.1635902,1.3724699,0.75085676,1.4159882,1.207119,0.95452315,0.7475176,1.109691,0.8793708,0.9704759,1.4249028,0.6606796,1.1036764,0.6348235,1.278245,0.8099245,0.44449592,0.31688023,0.9694405,0.14260685,1.353973,0.6556116,1.3946338,0.9192238,1.1573372,1.0787551,1.1213558,0.7351699,0.8938513,1.0280814,1.1173247,1.3720996,1.1435242,1.0446169,1.2223765,1.452295,0.67748487,1.169323,0.21965182,0.0,0.830577,1.022647,1.4312996,1.4326733,1.2488145,1.3304808,1.1753488,1.1208775,1.0020773,1.3057586,1.3252323,0.9670445,1.3460032,1.2677151,0.60704976,1.3630002,1.0917859,0.8425762,1.3221169,1.0220401,1.3016526,0.8859292,1.2558337,0.26601243,0.8436742,0.5084473,1.1287374,0.6792226,0.97309685,0.63416064,1.3148952,0.8230648,1.4588608,0.8733615,1.0819921,1.4098401,1.0073129,1.2493844,0.7298745,0.33629513,0.7563831,1.6028507,1.0588154,1.2960486,0.7833173,1.0274616,1.4619775,0.92192745,0.9163722,1.1307874,1.141883,1.2204974,0.7837435
paper,0.45265645,1.1070411,1.4140726,1.2249777,0.63392806,1.2858713,1.4672394,1.2817271,1.1632956,0.5757854,0.6512948,1.4334687,0.8350006,0.51646775,0.77372867,0.6103582,0.95883816,0.26171762,1.4385643,1.2588689,0.53671855,1.4771602,1.2461503,1.2646828,0.7338338,1.5219666,1.279881,1.4691147,0.8968065,0.94452834,0.94795835,0.82977307,1.1066628,1.2352707,0.8408799,0.9439287,0.8825227,0.8688989,1.450793,0.60517913,1.393004,0.73399574,0.74288905,0.781584,0.9588599,0.84349537,0.7915206,1.0714474,1.0306342,1.2924321,1.0422482,0.8048105,1.2012352,0.8610846,1.1850631,1.1085259,1.3940414,0.7617308,0.38129938,0.6731751,1.2922946,1.0588784,0.94524527,1.0806695,0.9066231,0.94355625,0.7652924,1.5705522,0.9427649,0.6922,0.9733504,1.1088142,0.72162443,1.3473223,0.8075455,1.4750128,1.3683108,1.1502502,0.9205825,0.82447577,0.7019708,0.904728,1.2483034,1.1774406,1.4513663,0.97905195,1.385957,1.3722614,1.2863462,0.82952625,0.89614004,0.6599519,0.830577,0.0,0.91170347,1.4252594,1.429906,0.89044905,1.2659302,0.8401802,1.5391581,0.6275439,1.2043418,1.080478,0.86949134,1.4616697,1.4289615,0.79887474,1.1668348,1.0160918,0.69457155,1.1242757,1.0649763,1.1220701,0.83364844,1.016386,0.7337445,1.0942681,1.1171082,1.2214602,0.8175976,0.88973343,0.5340851,1.4977272,0.7558569,1.3152127,1.2568383,0.9517376,1.4212043,0.7570317,1.0779092,0.8357948,0.64945817,0.2982074,1.4183459,1.3667134,1.187019,0.741833,1.0668881,1.0484319,0.60872686,0.9791807,1.2614706,1.3912079,1.3874826,0.99154973
pastry,0.76111907,1.0672077,0.91724,0.9527393,1.0387874,0.9346863,1.0105468,0.93293816,1.1340181,1.0240914,1.0368345,1.139717,1.155439,0.8814079,0.98923117,1.0159916,1.0572835,1.0032297,1.156711,1.1732209,1.0029088,0.9597093,1.1761577,1.177727,0.9573873,1.2964423,1.1020737,1.0039049,1.0035535,1.1555498,0.9972584,1.0602299,1.2083516,1.0527521,1.0258802,0.9196196,1.0983746,1.0979986,1.1345394,1.035052,1.1795173,0.91577286,0.82419837,0.8084784,1.1094339,1.138511,1.0312945,1.0282596,1.0399635,0.98547804,0.96169007,0.833719,1.0251096,0.8090284,1.0857064,1.0477781,1.1448383,0.541173,0.9524544,0.9658905,0.9896165,0.92861587,1.0995432,0.8799256,0.974741,0.9055749,0.97516716,1.177142,1.0732019,1.1252697,1.087701,1.1351576,0.9901982,1.2108227,1.060368,1.2468402,1.1424828,0.9258621,0.6139791,1.0596752,0.71275604,0.89721906,1.0520729,0.8442955,1.084509,1.1254086,1.1326208,1.1602733,0.91891754,1.0630952,0.6753086,0.97885406,1.022647,0.91170347,0.0,1.1700897,1.1441046,0.8875941,1.044256,0.9555549,1.2211777,0.94358146,1.1616977,1.0402052,1.1036847,1.019278,0.7869556,0.9833253,1.1352682,1.0354822,1.048278,1.0672114,1.0341488,0.9634929,1.0586184,0.82309026,0.9637722,1.1103936,1.046679,1.0802002,1.0390762,1.1139576,0.8867003,1.1257441,1.0925523,1.0444717,1.129579,0.9029567,1.191731,0.9271804,0.88839203,0.97794384,0.9547978,0.9245574,0.92223597,1.104575,1.0661995,1.0868746,1.148164,0.7285156,0.8769108,1.155984,1.1637895,1.2669383,1.1092838,1.0960925
pen,1.4753515,0.9279608,0.48764747,1.0165712,1.4053838,0.81324935,0.592892,0.46052635,0.8061084,1.4206457,1.4487423,0.16268659,1.1645756,1.546443,1.2481958,1.4336709,0.8684108,1.1692637,0.25321198,0.668827,1.2862382,0.5407486,0.7068509,0.67578405,1.1461574,0.46878362,0.45075476,0.38721275,1.1887692,1.3171394,0.98796016,1.3309581,1.0737382,0.95411366,1.0241199,1.2214714,1.3210226,0.8734633,0.040047884,1.4692942,0.520525,1.4417546,1.4021609,1.5173718,1.0110639,0.9932441,1.387825,0.91278076,1.0654888,0.7724545,1.1421369,1.275244,0.863765,1.0672343,0.7284519,1.0828897,0.28480208,1.2557031,1.2572109,1.5066156,0.59853524,1.253138,1.0302134,0.891333,1.2814413,1.0541227,1.374656,0.39481604,1.0916629,1.3090913,1.326741,1.114386,1.45366,0.13633174,1.3385658,0.3285333,0.6311891,1.0090978,1.3277215,1.1576532,1.5664,1.1049558,0.7669456,1.0120534,0.24807733,1.0106561,0.57821345,0.54557,0.66751826,1.2360933,1.2012157,1.4832838,1.4312996,1.4252594,1.1700897,0.0,0.0180763,1.0720305,0.3997692,1.1093256,0.43626016,1.2462823,0.88007104,0.8047525,1.1104665,0.5721395,0.7644765,1.3485888,0.79670364,1.0657812,1.3215023,0.98405,1.0574007,1.0391605,1.1871618,0.80382544,1.4174963,1.1043915,1.0370529,0.74718606,1.137732,1.0961264,1.3771515,0.21342051,1.0881201,0.28716016,0.87096566,1.299505,0.5318417,1.2970659,0.90720254,1.3094921,1.4164364,1.4843605,0.6065297,0.6207443,0.7384584,1.1615529,0.99633706,1.03189,1.4861975,1.1301718,0.9075837,0.51788396,0.44941032,1.0878619
pencil,1.4691563,0.9078291,0.48499948,1.0026717,1.4000647,0.8086585,0.604209,0.4555961,0.79093254,1.4242462,1.4587533,0.19316971,1.1671356,1.5434544,1.254688,1.4371022,0.9084704,1.1747245,0.31203812,0.7032128,1.2666291,0.5339096,0.68559134,0.6970459,1.154815,0.49798226,0.5186214,0.37863153,1.220193,1.3177202,0.9855943,1.3432275,1.0948544,0.930724,1.0124854,1.1935638,1.3366793,0.83969635,0.038196743,1.4797436,0.5564317,1.4332078,1.4029074,1.5007095,1.0239171,0.9999756,1.3953444,0.9140834,1.0442824,0.7585852,1.1588078,1.2671423,0.8251958,1.0634726,0.7687498,1.0801221,0.27240467,1.2339947,1.2573406,1.5351005,0.59294975,1.2432971,1.037431,0.8769237,1.2788227,1.060494,1.3600237,0.43253005,1.1118228,1.3113174,1.346817,1.1152033,1.4565055,0.13744003,1.3398468,0.34085524,0.6246809,0.9830203,1.307695,1.1546308,1.5492873,1.1431713,0.7236571,0.97205466,0.27184528,1.0084956,0.54328847,0.5461935,0.66085875,1.2589895,1.1855866,1.4866374,1.4326733,1.429906,1.1441046,0.0180763,0.0,1.0713074,0.395123,1.0960499,0.43945926,1.2588396,0.9151065,0.8222772,1.1175172,0.565778,0.7638304,1.3446791,0.8217994,1.0496345,1.3456935,0.99199903,1.0571028,1.0161914,1.2006543,0.7558671,1.4175733,1.1055734,1.0215098,0.7052164,1.1403083,1.1178039,1.3975712,0.22581244,1.1147774,0.29137635,0.85764,1.2938033,0.514995,1.2965835,0.89799225,1.3009417,1.4104427,1.484763,0.5917817,0.5985995,0.7404923,1.1739928,0.999141,1.0185609,1.4775186,1.1388402,0.93575716,0.5323737,0.4348668,1.1140383
penguin,0.59429204,1.2190273,1.0662878,1.1796683,1.2169567,0.8922303,0.9375264,0.96691376,1.0774109,1.11681,1.119756,1.1014141,1.1425014,0.9247539,0.5713682,1.0503054,1.0134723,0.8156351,1.0774744,1.1557145,0.9877719,1.0825678,1.1008784,1.0175588,0.55982244,1.1454908,1.1579713,1.1275846,1.079554,1.1862948,0.84788686,1.1302831,1.2014014,1.0083328,0.92043626,0.987176,1.115777,1.0006026,1.0664074,1.1515329,1.0499456,1.084082,0.6870773,0.8092568,1.0435588,1.0389873,1.1969993,0.39053982,1.2029808,1.086908,1.027615,1.020808,1.1875688,0.5831662,0.91445607,1.1096826,1.0410001,0.41088766,0.73386747,1.1695178,1.1385517,0.9194222,1.09236,0.96694446,1.1192418,1.033758,1.1745758,1.0834479,0.81674355,1.1652379,1.2188705,1.0767914,1.1953058,1.0843985,1.1207496,1.1374345,1.1690801,1.030036,0.90200436,0.94314516,0.8982336,1.0383773,1.1528894,1.0123016,1.1760759,0.99269986,1.2208022,1.1200194,1.0078284,1.1323686,0.59720683,1.174103,1.2488145,0.89044905,0.8875941,1.0720305,1.0713074,0.0,1.0860322,0.6781903,1.1248009,0.957922,0.94266003,1.1455259,0.747978,1.099996,0.97941333,1.0921174,0.9774882,1.0678366,1.0268435,0.9480416,0.79249525,0.9355019,1.007604,0.7774147,1.2003976,0.97490114,1.2370695,1.0029644,1.1408387,1.1259694,1.0758039,1.1173539,1.071721,1.097679,1.1114826,1.0939858,0.97775465,1.03604,0.89801645,0.88066447,1.1587514,1.0404514,0.94200605,1.2174389,1.0437613,1.0530862,0.97790027,0.6286237,1.0235754,1.0259863,1.03511,1.0430217,1.1175116,1.0640826
pickle,1.276839,0.9119738,0.482705,0.97632855,1.2955335,0.7921355,0.675494,0.4813069,0.9929965,1.3040388,1.3435624,0.3269763,1.2046031,1.3322463,1.1167667,1.2958331,1.003841,1.161117,0.5504153,0.79100555,1.2200344,0.73365504,0.862576,0.7816279,1.0820639,0.7332265,0.67751056,0.55668044,1.0779244,1.3331656,0.9558613,1.24176,1.0171674,0.9653642,1.1573231,1.0863873,1.2988237,1.0425947,0.35484773,1.335298,0.73774016,1.2705913,1.2620854,1.3705091,1.0188526,1.1027882,1.2080112,0.9303242,1.1319479,0.8308182,1.0605817,1.1422791,0.93373513,0.98382753,0.75909567,1.1519614,0.6830859,1.0909036,1.1597006,1.3282666,0.7559047,1.1882546,1.0542731,0.9101704,1.162111,0.9654442,1.2989419,0.6238481,1.0755159,1.2941638,1.1910408,1.1100887,1.2708762,0.5324682,1.3647323,0.6968839,0.8049259,1.0193636,1.0720744,1.0707066,1.3595208,1.0309159,0.7609023,1.0234737,0.54551804,1.1272433,0.8091195,0.7119322,0.72402096,1.2396429,1.0667454,1.3040633,1.3304808,1.2659302,1.044256,0.3997692,0.395123,1.0860322,0.0,1.1187139,0.6282121,1.2045007,0.90879506,0.85289305,1.1978627,0.78969187,0.7280754,1.2901053,0.9994469,1.1045699,1.2102703,1.0397679,1.194168,0.95872915,1.1385826,0.8731129,1.199022,1.1849416,0.8827305,1.008898,1.087105,1.070062,1.1829667,0.5343142,0.9898794,0.3531118,0.869563,0.97414565,0.8997453,1.2080684,0.87559325,1.2917914,1.252603,1.2572864,0.64710456,0.8202863,0.82099247,1.1998177,1.1349311,0.9363389,1.2753949,0.9315926,1.0480883,0.8559577,0.6752124,1.101602
pig,0.6805743,1.125,1.0116026,1.0724299,1.0840205,0.90912735,0.9541919,1.1337657,1.1066211,1.1109645,1.1235002,1.1086237,1.1055431,0.9031414,0.8228092,1.0131602,1.0305433,0.7978155,1.1204057,1.0776422,0.9926368,0.9919151,1.14868,1.0588571,0.7668084,1.1730466,1.1485788,1.0422361,1.0262502,1.1600153,0.8410255,1.1512408,1.1697713,0.97507006,0.974752,0.9453465,1.1426762,1.0467762,1.0905974,1.1102823,1.0301113,0.9693969,0.5939258,0.7601627,1.1235539,1.0147271,1.1022364,0.8882996,1.0266495,1.0177277,1.1441021,0.9800636,1.0809865,0.80151117,0.97922325,1.1152234,0.99955654,0.6012497,0.77193797,1.1017494,1.0765426,0.9806813,1.0567352,0.964567,1.0519559,0.9949331,1.0472201,1.0498625,0.91103566,1.1166433,1.2129391,1.0460633,1.1659706,1.1300609,1.1315507,1.0651654,1.1351726,0.8740158,0.9681225,1.038039,0.8555078,1.0725319,1.0898029,0.81096447,1.05874,0.979795,1.095381,1.0292238,0.9429647,1.1090807,0.73348534,1.0880014,1.1753488,0.8401802,0.9555549,1.1093256,1.0960499,0.6781903,1.1187139,0.0,1.1201586,0.88982177,0.95827776,1.0584068,0.7847725,1.0931375,0.9958234,1.018543,1.0003744,0.9472366,1.0648037,0.9971941,0.6503967,0.91358423,1.0865781,0.9763399,1.1249573,1.0014044,1.2115885,1.0325946,1.1011764,1.1204972,1.0190017,1.1276828,1.0262567,1.0997237,1.1643713,1.1071295,1.0230368,1.0058842,0.86260796,0.9511767,1.0791897,0.9679157,0.95811766,1.0987339,1.058885,1.1373482,1.012982,0.7654696,0.95413256,1.1365669,1.0237825,1.1204135,1.0541673,1.0789155
pillow,1.4313114,0.85728085,0.71932065,0.9308126,1.2485363,0.9505496,0.7006247,0.6505668,0.7054535,1.4099513,1.2195967,0.3532908,0.95873106,1.4010243,1.1995054,1.0647122,0.93152153,1.2904457,0.4859578,0.8026959,1.2004545,0.5068189,0.6572573,0.6470809,1.2084153,0.32459867,0.6007274,0.6083512,1.1214454,1.0059437,1.1467512,1.2037169,0.74452686,0.99385786,1.2182813,1.244698,1.0240672,0.9071455,0.4209156,1.3082786,0.6389204,1.5004263,1.2886608,1.3846703,0.8913448,0.9156602,1.182717,0.9939429,1.0058266,0.9251081,1.1493813,1.3802762,0.8282792,1.0986547,0.8767734,0.8306306,0.48003143,1.3040876,1.3586131,1.5782123,0.796226,0.8691381,1.0754656,1.0017767,1.2607841,1.1688623,1.2836835,0.41977918,1.0771778,1.2822939,0.9472821,0.89687556,1.2135222,0.50398445,1.2544491,0.4908253,0.58059794,0.84970844,1.3112488,1.1016104,1.3842537,1.2010363,0.79428184,0.96867716,0.5919334,0.6928929,0.5738854,0.6576181,0.8832742,1.1923183,1.1759021,1.1985798,1.1208775,1.5391581,1.2211777,0.43626016,0.43945926,1.1248009,0.6282121,1.1201586,0.0,1.3432161,0.83070564,0.99728084,1.0944523,0.58028316,0.73096347,0.98699987,0.7804227,1.1235274,1.2250007,0.90993524,0.94734716,1.0709652,1.1098541,1.0285428,1.2586191,0.8798292,0.71699107,0.78454095,1.1473501,1.1815504,1.456893,0.43773627,1.1401457,0.6448005,0.52852523,1.2586997,0.6466856,1.4649544,0.94914657,1.1551505,1.3159935,1.6030324,0.74873626,0.64028096,0.8332227,1.25893,0.5943767,1.088944,1.5097619,1.1187347,0.7960831,0.5326707,0.6187881,0.9741238
pizza,0.6576754,1.1051537,1.2278359,1.0688691,0.91182184,1.1637229,1.2671049,1.161404,1.0119406,0.86957496,0.9433388,1.2590146,1.0954942,0.8205783,0.80009735,0.82546353,0.9820102,0.66197526,1.277243,1.0368208,0.85002154,1.0691015,1.3026314,1.2000029,0.7060878,1.3857882,1.0348068,1.1979052,0.92454624,1.0606265,1.026486,1.0468861,1.143397,1.0983219,1.0105897,0.8770101,1.0823774,0.97606295,1.2478784,0.92153895,1.277759,0.7129748,0.7601482,0.787157,1.1980293,1.14324,0.98755944,1.0619596,0.9631611,1.1721334,0.8291669,0.9597618,1.1742699,0.6767101,0.96830606,1.0962228,1.1723955,0.771793,0.8296745,0.77145964,1.1691319,0.9946741,0.9691205,0.9592605,0.9876108,0.81926656,0.8984013,1.2848262,1.1275176,0.92391914,1.1609442,0.92027366,0.93825203,1.2470821,0.9693664,1.2808526,1.3637816,0.6047457,0.8845231,1.0195256,0.8424328,0.9248939,1.1065428,0.6397934,1.226716,1.1157327,1.2624493,1.2510722,1.095532,1.0413244,0.81747997,0.8705201,1.0020773,0.6275439,0.94358146,1.2462823,1.2588396,0.957922,1.2045007,0.88982177,1.3432161,0.0,1.1528395,0.7551248,0.8207397,1.2066329,1.1941935,0.9255479,1.1102931,0.59763634,0.9805305,0.9949381,0.76696557,0.881693,0.9914995,0.9844073,1.0014604,0.9722305,1.175303,1.2185253,1.0086118,0.8936344,0.8825084,1.2047361,0.9368925,1.1916485,1.176124,0.7564336,1.2000211,0.98232996,0.9876028,0.92768353,0.8855378,0.74421895,1.1484975,1.279116,1.1080798,0.9731536,1.1514474,1.0776024,0.63775826,0.90617466,1.0655324,1.4326894,1.2322309,1.16904
plant,1.1380821,1.2540123,0.8847448,0.9370433,1.2482839,0.91020465,0.83302855,0.92014056,0.8054079,1.1176381,1.0821624,0.941185,0.9773071,1.2973224,1.0587826,1.1884173,1.0153799,1.0383124,0.7173418,0.7114502,1.0586473,0.91782534,0.8130474,0.6463417,0.94871587,0.67855805,0.9031102,1.0549645,1.178962,0.97139424,0.9456021,0.975371,1.0748385,0.997518,1.068837,1.1324582,0.94789475,1.0509068,0.9187273,1.0504417,0.5889387,1.0373639,1.144158,1.117961,0.8741943,0.89129084,1.2319903,0.90607846,1.3036302,0.9985191,1.2259562,1.2212563,1.1760626,1.1196707,0.31670976,1.21445,0.86959416,1.0095778,1.1161741,1.0739877,1.1502681,1.1046168,0.99610776,1.0380307,1.1797117,0.9867459,1.2573638,0.91671216,1.03785,1.100006,1.1214522,0.8355929,1.3752859,0.8641282,0.93905604,0.7057338,1.0082619,1.0066161,1.0120405,0.8499062,1.2027144,1.110878,1.2146709,1.1863835,0.99037176,0.82864225,1.1337091,0.9721883,0.9822141,1.0491458,1.0489572,1.341748,1.3057586,1.2043418,1.1616977,0.88007104,0.9151065,0.94266003,0.90879506,0.95827776,0.83070564,1.1528395,0.0,0.870556,0.9614239,0.9506528,0.87063843,1.1260123,0.6360012,0.98881006,0.94244635,0.7152571,0.8715321,0.8898774,0.9120668,1.082603,1.2962241,0.98348916,1.3426986,0.8830176,1.0668188,0.9661534,1.1665992,1.0136614,1.1100798,1.0138047,1.1343834,0.9369408,0.7021124,1.0901264,0.7563702,1.0718942,1.2656784,1.1317745,0.7942167,1.1201031,1.0386121,1.1274078,0.8194473,0.8307517,1.0637287,0.77462995,0.7135361,0.60316384,1.0207161,0.82915777
plate,1.2196628,1.1376493,0.91280663,0.98016524,1.185568,0.99194044,0.90572023,0.87692404,0.917937,0.895588,1.1679758,0.85365427,1.0449026,1.302966,1.1246855,1.2220317,0.9720844,0.91890025,0.8371432,0.23673403,0.95953435,0.7780914,0.98616904,0.80509776,1.0889702,0.8354914,0.81128347,0.92696595,1.2295339,1.0887284,0.8328133,1.0915071,1.2014908,0.8938114,1.0059698,0.90146005,1.1297047,1.0366699,0.84092,1.1147008,0.72106427,0.40658903,1.241856,1.1874044,1.0373293,0.93487674,1.2813766,1.0302845,1.264715,0.84822047,1.0377351,1.165375,1.1497984,1.0611727,0.8599856,1.2795446,0.8229302,1.1830752,1.1907847,0.84726465,1.0630296,1.243433,1.1401342,0.9763875,1.2552986,0.9613953,1.1916959,0.999741,1.1031295,1.1915717,1.301846,0.93899196,1.3006688,0.7094666,1.070646,0.81236184,1.0867889,0.7164788,1.0317129,1.0095775,1.2632755,1.0288602,1.0665513,0.8676972,0.9219766,0.9523889,1.1144017,1.0362267,0.7791349,0.9353644,1.1411502,1.3156089,1.3252323,1.080478,1.0402052,0.8047525,0.8222772,1.1455259,0.85289305,1.0584068,0.99728084,0.7551248,0.870556,0.0,1.166405,0.8511293,1.0517106,1.1147348,0.67382103,0.682825,0.96294606,0.884156,1.1023612,0.60704243,1.0851996,1.0603644,1.2873548,1.0776379,1.3176214,0.8669489,1.0865201,0.4750781,1.1609051,0.89593804,1.14261,0.81274545,1.1775885,0.59310585,0.65881604,0.88437283,1.0417032,1.112865,1.2238846,1.004698,0.72043204,1.1141653,1.0267794,1.095905,1.0375082,0.99959296,0.4029792,0.91550237,0.8999783,0.9115359,1.0839849,1.085168
pony,0.7024686,1.0422493,1.2093749,1.0787392,0.9896791,1.1080167,1.1666168,1.1048946,1.0364985,1.0652571,1.0228806,1.1484563,1.0464694,0.93283427,0.6693838,1.0183699,1.0594218,0.9021437,1.1373779,1.1997454,1.0235779,1.0895544,1.138464,1.141902,0.6706945,1.1419957,1.0871481,1.058587,0.94929945,0.9777103,1.043781,1.0418249,1.0243756,1.0482852,0.958732,1.0331738,0.9812045,0.906043,1.1264337,1.042193,1.1338984,1.0584986,0.7687446,0.8816621,1.0918494,1.0006983,0.97339535,0.81405276,0.950868,1.1161729,1.0392828,1.0273123,1.0395838,0.7488739,0.88980144,0.9844139,0.97492725,0.75449485,0.77982265,1.0462974,1.0924176,0.95864874,1.0113198,1.0822321,0.9380399,1.1211994,0.9696246,1.1326742,0.8728719,0.9907324,1.038431,0.9427912,1.0026629,1.1649082,0.97831154,1.0984066,1.1130705,0.9348938,1.1038593,1.0127842,0.9436273,1.012685,1.0996141,0.851708,1.1451318,1.0561496,0.99409777,1.0943311,1.0755084,1.0786893,1.0639042,0.9905585,0.9670445,0.86949134,1.1036847,1.1104665,1.1175172,0.747978,1.1978627,0.7847725,1.0944523,0.8207397,0.9614239,1.166405,0.0,1.0867482,1.095069,1.0319308,1.0914901,0.96444327,1.0167419,0.944366,0.58098364,1.0071557,1.0591685,0.98302555,1.0197023,0.94459456,1.1010131,1.1022742,1.1057746,1.0827533,1.0970138,1.1205007,1.0342318,1.1692255,1.0692139,1.0311084,1.0296519,1.0718917,0.9435613,0.93755734,0.97780347,1.0416656,1.1998057,1.076195,1.1288915,1.0251145,1.0327128,1.0666606,1.0364883,0.89511186,0.94997984,1.1317936,0.99260664,0.99721307
