,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
owl,0.83034277,1.1794932,1.3783772,1.2568914,0.70298374,1.1955094,1.2893898,1.2293255,0.9709385,0.6624326,0.76606524,0.64643943,1.1540446,0.7874025,0.8535133,0.67166066,0.61760795,0.90988415,1.0305879,1.189127,1.1883211,0.9814379,1.3063685,1.0614141,1.0910771,1.0624131,1.1670653,0.8123884,1.2773619,0.7228595,0.7914083,0.7925607,1.1754866,0.8107282,0.7048615,1.1721609,0.83933794,1.0948467,0.7991026,1.0902165,1.2620578,0.6949271,1.2452606,1.0510144,1.0651023,0.72692794,1.0514159,0.90576106,0.9320502,0.9047731,1.1953615,1.3567206,0.43785822,1.0304642,1.2859733,0.9585922,1.1400807,0.9791398,1.1732967,0.72315615,1.2713972,1.0628377,1.2881243,1.0218179,1.070569,1.1210104,1.2521855,0.8241547,0.78144944,0.8855582,1.0468779,0.92603457,1.0391799,0.78095526,1.0680829,1.0864828,0.91481745,1.1171745,1.0053908,1.0544331,1.0295908,1.1904032,1.2541416,1.2483251,1.0382293,1.2519734,1.2373353,1.328129,0.7032484,0.0,0.7458045,0.9130964,0.8510612,1.1050653,1.1782643,1.2047739,1.1404256,1.3060187,1.1746585,0.93968964,1.0060271,1.0896053,1.038092,1.1248173,0.9445267,0.8344965,1.0207021,1.1803647,0.8893179,1.1405313,1.1124871,0.92183805,0.87567985,0.832681,1.0061637,1.1856341,0.8092569,0.8596289,0.63712615,1.2977492,0.9295412,1.2542646,0.933912,1.2400016,1.1168343,1.1363238,0.85248756,1.270691,1.1861502,0.80570245,0.71931255,1.2765036,1.3027093,1.283269,0.8943807,0.8788943,1.2654734,0.7851551,0.85041076,1.0095627,1.2868834,0.7575861
pajamas,0.68636006,1.4093555,1.3945944,1.1510423,0.4089321,1.21228,1.4504527,1.303707,1.2806132,0.689656,0.581889,0.5872996,1.3459774,0.8702508,0.19586897,1.0078875,0.611344,0.9280797,0.9825175,1.4480047,1.4544613,0.95900077,1.3250186,1.4009689,1.3286104,1.3240291,1.4746743,1.0329375,1.2269509,0.63971543,0.8719517,0.77492326,1.291176,0.77464855,0.3510676,1.3059837,0.9545602,1.2502633,0.7900317,1.0290319,1.536459,0.8097937,1.4947621,0.9434107,0.9959475,0.55020607,0.85747725,1.1758571,1.1833153,0.46764338,0.9527644,1.3433467,0.7326656,0.51762426,1.1317468,1.2641804,1.2828937,1.4750549,1.1777775,0.67287505,1.3072596,0.92690223,1.38941,0.52841425,0.7861932,0.72773296,1.4269316,0.8336373,0.85085106,0.38899374,0.997684,0.42214453,1.392325,0.7374897,1.4740883,1.1176559,0.6130705,0.9583266,0.9589845,0.8069757,0.9892687,1.0500413,1.1463089,1.393142,1.2683713,1.1384047,1.1484996,1.4227939,0.7533921,0.7458045,0.0,0.5149329,0.68831694,0.92535794,1.5767152,1.4904695,1.2719495,1.3766828,1.4363606,0.73261786,1.2100035,1.3947004,1.1218426,0.967367,0.8055928,0.82051474,1.3153796,1.3064058,1.0087489,1.1241806,1.1206791,0.5372064,0.9953246,0.122190714,0.95095325,1.4877275,0.80832964,1.2902479,0.710902,1.5088325,0.9789291,1.4601271,0.8682914,1.3741977,1.5511436,1.2013083,0.742966,1.3122612,1.3365707,0.09422737,0.47046828,1.3903078,1.2458749,1.3934965,0.94638836,1.1835389,1.308975,0.68152195,0.7879672,1.4157498,1.329468,0.96067476
pants,0.71870035,1.1564429,1.3845718,1.0825133,0.71511817,1.3419685,1.4651893,1.144172,1.2664502,0.58980674,0.8981889,0.55898416,1.1892767,0.75130254,0.5389488,1.02533,0.6057295,0.97347665,1.2484766,1.4056907,1.5105214,1.0191693,1.1772845,1.1058996,1.200636,1.3577232,1.1605473,0.88160515,1.0435264,0.47376668,0.6353729,0.9020586,1.344913,0.61233133,0.58940697,1.2014266,1.0550439,1.3410361,0.62417215,1.0852861,1.4423684,0.9224501,1.4882334,0.6382193,1.0764294,0.55991066,1.0182962,0.9093699,1.0776551,0.5432588,0.786659,1.2516599,0.94903475,0.8229332,1.0681014,1.0866311,1.3112664,1.3058221,1.2685015,0.7328235,1.1971173,0.9054356,1.4516281,0.6744379,0.82678586,0.8317368,1.229278,0.7581966,0.7163018,0.45687306,0.8897093,0.08813101,1.1576198,0.66738456,1.3527455,1.0471588,0.725419,0.9434342,1.0310459,0.9408692,0.82438505,1.0461711,1.072866,1.3586946,1.1978778,1.0429567,1.1448123,1.4627318,0.5375887,0.9130964,0.5149329,0.0,0.899221,1.0830854,1.488287,1.4050856,1.1481388,1.2588958,1.1437615,0.7805299,1.1097864,1.4110582,1.214237,1.1585816,0.7545733,0.78351134,1.3358386,1.118692,0.96553224,0.93563336,1.1279407,0.54936665,1.028351,0.3556971,0.670604,1.3325255,0.8388591,1.1124614,0.8003557,1.2887338,1.0383953,1.3981043,0.65066147,1.1956239,1.3207214,1.1517055,0.9160186,1.3523543,1.2000173,0.5200319,0.7770157,1.4996539,1.1419054,1.2979023,1.0630803,1.0620357,1.5383236,0.92454046,1.0421734,1.2652704,1.2061504,0.9348602
paper,0.63462603,1.3150599,1.2776833,1.1671656,0.54178303,1.0537524,1.3603894,1.2818981,1.0324512,0.5921738,0.91792196,0.64861196,1.2881082,0.63537526,0.7004814,1.0503232,0.7033626,0.8432189,0.31491238,1.3742347,1.2318165,0.47425514,1.3297157,1.3022969,1.0381582,1.1191771,1.414669,0.936797,1.3053336,0.958383,0.96034175,0.8718064,0.9959616,0.84743166,0.95622665,1.1815231,0.7552029,1.093335,0.8584168,0.7797886,1.3850212,0.8006491,1.3484967,1.0778968,0.88796204,0.8407024,0.8558656,1.0171372,0.7889896,0.8360584,1.016228,1.3748626,0.8663735,0.85208136,1.2437371,1.0855594,1.176938,1.2781786,0.9239564,0.6955618,1.3894,0.95631254,1.0345975,0.8889724,0.8692637,0.8259245,1.5049579,1.0895548,0.87201065,0.9317032,0.8479476,0.8183484,1.1046143,0.7928605,1.2935039,1.2121953,0.92331624,0.8941231,0.71916527,0.78059536,1.0158546,1.1573327,1.1535684,1.4041672,1.0970403,1.3131797,1.3153918,1.2224709,0.72169155,0.8510612,0.68831694,0.899221,0.0,0.69954073,1.3677727,1.3400849,1.151694,1.2659187,1.4424424,0.8395006,1.1474867,1.009467,0.95254296,1.1736134,0.90819603,0.7671534,1.0807946,1.2597538,0.704527,1.1614057,0.8972626,0.8617603,0.78000057,0.7807727,0.97198355,1.4530194,0.94562894,0.9983684,0.6543793,1.481572,1.033178,1.3627753,0.8775258,1.2614982,1.4994361,1.2120124,1.0045462,1.1669362,1.1836362,0.7047653,0.38180625,1.2499528,1.3934314,1.4371865,0.79280317,1.0963345,1.0613256,0.44662035,0.81411576,1.30499,1.3876123,0.90356797
pastry,0.7402445,1.1983155,0.9207008,1.0613545,0.9749441,0.86953044,1.0294055,0.9612364,1.0970341,1.023003,0.9605818,1.0101466,1.2364117,1.047314,0.94764894,0.9352683,1.0318186,1.0363328,0.6823762,1.1589346,1.1327016,0.8909389,1.0403059,1.2266927,1.0786264,0.910741,1.2965642,1.1340357,1.181704,1.1471887,1.1008984,0.95094156,0.8973328,1.0356762,1.0610237,1.01615,0.9618265,1.0122175,1.078074,0.92262065,1.1742554,1.0072653,1.1296091,1.0504266,0.88886,0.90543765,0.6264393,1.1225142,1.1021667,1.061287,1.0474483,1.0586634,1.0436006,0.9356884,1.1537035,1.0623925,0.97170496,1.2364225,0.5464762,0.9539593,1.2438179,1.0051965,0.8647383,1.0099943,0.9489912,0.9981472,1.2287128,1.0625093,1.0476073,1.1097248,0.84835976,1.0511692,1.1390878,1.0082123,1.2477534,1.1738682,1.1203059,0.8613956,0.9110726,0.8899359,0.9040944,1.0710577,0.7504672,1.1876378,1.089572,1.2190127,1.1529639,0.76072615,1.0868021,1.1050653,0.92535794,1.0830854,0.69954073,0.0,1.2094085,1.1838605,1.0419494,1.066475,1.2824041,0.96853995,1.0785782,1.046913,0.7786959,1.0522037,0.98856485,0.92532647,1.0874107,1.0615548,0.9087746,0.95322394,0.8018018,1.0178651,0.9226607,0.99998754,1.0052999,1.2162509,1.0825586,1.196116,1.0444214,1.1909889,1.0276955,1.0977563,1.0360762,1.05719,1.2488031,1.07195,0.908234,0.89726543,0.9516195,0.91730636,0.7901644,1.0303794,1.1922331,1.2642027,1.0019008,1.1120753,0.6787932,0.79504347,0.9512893,1.181927,1.2119926,1.076528
pen,1.447149,0.51570386,0.7390006,0.91927737,1.4295211,0.9732044,0.4653498,0.7738528,0.788725,1.3586979,1.295619,1.4942411,0.3748194,1.2120125,1.6105698,0.85586655,1.4537159,1.0655323,1.0000386,0.28136557,0.5261919,1.2526003,0.88666147,0.41495836,0.86335325,0.55191433,0.38612217,0.9343309,0.7987877,1.2801125,1.2467916,1.3373516,0.72870433,1.3390324,1.3731123,0.9570084,1.1028179,0.9435328,1.2850449,1.1468985,0.13749963,1.276365,0.37097865,1.1741905,1.3403159,1.4889222,1.4044499,0.8752361,0.85020345,1.3300447,1.2145686,0.7801507,1.1935707,1.3553778,0.8176688,0.7991104,0.630657,0.29224408,0.97194016,1.5235729,0.4919337,1.1789267,0.861217,1.3805099,1.4072744,1.3397053,0.4017961,1.0080975,1.2631624,1.4249761,1.3398104,1.555582,0.40677214,1.4067788,0.35313225,0.82758325,1.2829517,1.3442018,1.266661,1.3363402,1.2014813,0.9756251,1.1496735,0.35409462,0.75632095,0.7630867,0.84486383,0.6519841,1.3452609,1.1782643,1.5767152,1.488287,1.3677727,1.2094085,0.0,0.10915351,0.70366794,0.7533829,0.34142905,1.4154168,0.8572086,0.6900213,0.81266963,0.9981264,1.4355708,1.3520639,0.67612165,0.862387,1.1376472,1.0274554,1.2062287,1.3556811,0.8991917,1.576305,1.1915303,0.22171271,1.1205451,0.57868606,1.2707701,0.29183722,0.89826715,0.3807674,1.2284536,0.8189036,0.23025179,0.8485954,1.2465398,0.76092243,0.6685173,1.5442399,1.5511397,0.5908386,0.6419047,0.46856773,1.0547053,0.8335017,0.786446,1.5105302,1.0822527,0.3225878,0.5157857,1.0356357
pencil,1.4380887,0.6033334,0.7065894,0.80888474,1.3939078,1.0223116,0.45392984,0.66638184,0.8897457,1.3370638,1.2234187,1.4472222,0.31553006,1.2078288,1.5094136,1.0363888,1.4094465,1.091662,1.0325841,0.22094333,0.5604461,1.2558854,0.81862664,0.49491745,0.95153695,0.7002693,0.41378576,0.9465362,0.7451992,1.2626468,1.2929777,1.3050816,0.79707205,1.3468189,1.3237607,0.96505255,1.1569197,0.99857223,1.2818406,1.1097949,0.076821625,1.3057382,0.32954466,1.1763611,1.3570437,1.4356651,1.3982029,0.9616664,0.92344785,1.2743976,1.129189,0.71039176,1.2119812,1.2562814,0.78737485,0.8270625,0.6937192,0.46440518,1.0431366,1.4913489,0.3757925,1.235049,0.8818192,1.2952793,1.3325945,1.3290294,0.38959014,1.0142101,1.2707014,1.391278,1.3351594,1.4591707,0.51912147,1.3666384,0.43196893,0.8463254,1.2094309,1.306344,1.3021429,1.3226547,1.2393826,0.9036936,1.1006242,0.22197771,0.86087024,0.74179626,0.77266836,0.60938483,1.360477,1.2047739,1.4904695,1.4050856,1.3400849,1.1838605,0.10915351,0.0,0.80277485,0.7207113,0.37289596,1.3378283,0.9674785,0.78599644,0.91948116,0.9896443,1.3854934,1.4039803,0.8479492,0.9402756,1.2083,1.1177186,1.2015332,1.2751967,0.9946464,1.4855561,1.223246,0.21408838,1.1326442,0.6042299,1.2695094,0.23101401,0.9540158,0.27813125,1.2462308,0.8004517,0.32861894,0.9272207,1.2479758,0.81774724,0.6922852,1.4607866,1.4689288,0.63379484,0.58105755,0.39850783,1.09644,0.94880176,0.8595657,1.5033406,1.0590271,0.4720404,0.48477083,1.1149173
penguin,1.0641453,0.8113051,0.83077765,1.0180546,1.3029034,0.9221948,0.81843776,0.9121208,0.9458545,1.1813585,1.1890435,1.2038915,0.84408706,1.12049,1.2928556,0.8529758,1.2029027,0.9921535,0.94666946,0.8200915,0.9085125,1.0985864,0.96321917,0.7324662,0.8844213,0.85622424,0.7936889,0.95146024,0.8903097,1.1535257,1.0600932,1.3012083,0.81044215,1.0777409,1.1850965,0.97370327,1.1737757,0.9560208,1.0948457,1.0545218,0.7130649,1.1467688,0.8594949,1.0215929,1.1318116,1.1644666,1.0583742,0.8556584,0.9879528,1.1510532,1.1532797,0.9091908,1.08878,1.2135524,0.9764514,0.9509031,0.7545406,0.7854696,0.69995654,1.2350519,0.9136286,1.0728626,0.8378388,1.2226517,1.2864554,1.2547244,0.8563145,0.9360716,1.25323,1.1692698,1.0566465,1.2022021,0.8689727,1.2025946,0.81913304,0.98294944,1.1814947,1.1563936,1.0611683,1.1973209,0.99084306,1.0159982,1.0520362,0.88440967,0.84941655,0.89056706,0.9990544,0.87565833,1.2435102,1.1404256,1.2719495,1.1481388,1.151694,1.0419494,0.70366794,0.80277485,0.0,0.76930314,0.70325744,1.2540694,0.83540106,0.86409736,0.6847489,1.0450283,1.2410182,1.058722,0.84672475,0.85301554,0.9520953,0.9376439,1.027635,1.1640983,1.0564088,1.2267491,1.0822637,0.7640223,1.1661242,0.9630606,1.2209883,0.74734646,0.8739867,0.836408,1.151764,0.8421111,0.7126722,0.90804553,1.1479183,0.8692079,0.69720864,1.2180337,1.2804991,0.8698313,0.90869075,0.8585621,1.1041766,0.81620574,0.79253566,1.2810609,1.0565133,0.7585243,0.85782325,0.9823974
pickle,1.2073339,0.76702565,0.35802615,0.70941687,1.3419498,0.75187105,0.58986396,0.48159617,1.0995971,1.2602429,1.0943166,1.4650832,0.716278,1.3951459,1.2758235,1.1872915,1.4289349,1.0497468,1.1632395,0.81434274,0.80669653,1.2696596,0.5781548,0.9078982,0.97041625,0.9125913,0.82880485,1.0610687,0.6383017,1.2629395,1.3874452,1.1296706,0.83118516,1.2970474,1.3724861,0.599502,1.2030959,0.8725219,1.3912361,0.85802096,0.57959,1.4508542,0.7711398,1.1582314,1.0225824,1.4029688,1.2375474,1.1455525,1.2010647,1.1992558,0.94707596,0.40755737,1.2624592,1.1590581,0.6493992,0.7160804,0.72054225,0.98377335,0.8670788,1.1857039,0.6747056,1.0700804,0.5141047,1.1986382,1.1003685,1.0370443,0.75807095,1.2449098,1.2221317,1.3319306,1.0759636,1.2176363,0.97456765,1.3917067,0.8160156,0.99569136,1.0805501,0.730864,1.163442,1.1232402,1.0050143,0.7614066,0.701118,0.6268895,0.90092325,0.77856225,0.6922504,0.60852015,1.3835362,1.3060187,1.3766828,1.2588958,1.2659187,1.066475,0.7533829,0.7207113,0.76930314,0.0,0.7012261,1.1420647,0.8266508,0.81565297,1.1018277,0.83445406,1.0615219,1.3450617,1.0194167,0.69072896,1.2633622,0.98787963,0.6948823,1.1838863,1.2253556,1.3530738,1.1209887,0.8113706,1.3339566,0.9855979,1.351876,0.5894938,1.1351812,0.4997536,1.284369,0.59467083,0.8797526,0.89025927,1.1933398,0.67124677,0.7584193,1.3837583,1.3034637,0.80032563,0.64350617,0.5635551,1.078826,1.0639108,0.8408055,1.2686174,1.0543557,1.0835814,0.690281,1.2161864
pillow,1.335264,0.52788436,0.8285523,0.78993344,1.493047,1.1528149,0.6447453,0.63672554,0.89754933,1.2732708,1.1537952,1.2956066,0.31692374,1.133953,1.4600707,0.9785238,1.1563306,1.1338601,1.2226427,0.4705491,0.72176874,1.259064,0.7376018,0.49780124,0.8516661,0.7820351,0.29717213,0.9360977,0.6698055,1.0269195,1.0337498,1.2730273,0.93014944,1.1802025,1.2228755,0.977182,1.3603916,1.0931727,1.0340552,1.1611593,0.3152789,1.200117,0.53535855,0.870292,1.4713098,1.318078,1.3532722,0.7587304,0.86206925,1.153364,1.1142335,0.73258245,1.1513433,1.3529872,0.72639555,0.8117547,0.81558967,0.6317228,1.0593656,1.5880356,0.47713923,1.062738,1.0074811,1.3261572,1.3015604,1.2887307,0.3997811,0.9611764,1.3125806,1.1604956,1.2763872,1.2314559,0.7767533,1.3496907,0.55318296,0.6152241,1.2252659,1.2766004,1.1951568,1.3014158,1.2008536,0.9498185,1.0571235,0.45278966,0.6088532,0.62484366,0.74162865,0.82536036,1.294032,1.1746585,1.4363606,1.1437615,1.4424424,1.2824041,0.34142905,0.37289596,0.70325744,0.7012261,0.0,1.3992115,0.9083289,0.88369226,0.94862133,0.8869049,1.1808736,1.2631223,0.82444984,0.76389235,1.169299,0.9155105,1.2691586,1.1604689,1.2936585,1.3528117,1.0837011,0.3773136,1.1044765,0.6631573,1.3716025,0.2769028,0.9743917,0.4632017,1.0416356,0.70217353,0.45726275,0.931522,1.3378493,0.9236577,0.7288537,1.4398562,1.5917689,0.7942121,0.5792444,0.44879687,1.3260332,0.6121346,1.0079074,1.6655769,1.2147844,0.5902431,0.5216097,1.019125
pizza,0.7768561,1.2289746,1.1949123,0.85325706,0.7089928,1.1403642,1.3715614,1.0560982,1.0738932,0.7722442,0.8936468,0.85473025,1.3635173,0.9980443,0.65555775,1.1141047,0.80516106,0.957688,0.97671354,1.368976,1.2000425,0.9360825,0.8977182,1.4165154,1.1393555,1.2452931,1.4159572,1.116305,1.0561258,0.8720847,0.9864896,0.7483084,1.2304798,0.89754665,0.834886,1.0860474,0.8195683,1.0296212,0.9829866,0.77177787,1.4109046,0.9204332,1.3651416,0.8191649,0.81897306,0.661359,0.76687807,1.2319959,1.1754835,0.88602936,0.85918367,1.1388445,0.97558933,0.7675159,1.0175325,1.0365188,1.2047437,1.1871785,1.0698004,0.6733594,1.2085304,0.8786807,0.93945915,0.7386108,0.49771798,0.62196183,1.3352282,0.96554285,0.76514435,0.8686489,0.8920934,0.72873574,1.146492,0.8212725,1.3981255,1.275682,0.8383716,0.79603004,0.9023582,0.8073118,0.9435599,0.99397945,0.80864,1.3251662,1.2163403,1.0986817,1.079462,1.2381214,0.7961541,0.93968964,0.73261786,0.7805299,0.8395006,0.96853995,1.4154168,1.3378283,1.2540694,1.1420647,1.3992115,0.0,1.106655,1.1114221,1.1448504,1.0257819,0.6541573,0.8207761,1.2441711,1.2223653,0.9640542,0.8885714,0.9406268,0.7979864,0.87842464,0.7722645,0.8428079,1.3411767,0.98912406,1.193142,0.9039196,1.3178349,1.1349256,1.322175,0.8840758,1.1718774,1.3105705,1.1802194,0.80930096,1.1937844,1.0833274,0.7535297,0.71201056,1.2778903,1.1576418,1.2065387,0.7131537,1.2099159,1.2147653,0.6101222,1.0568857,1.4128773,1.2314408,1.1336495
plant,0.9334682,1.1346209,0.8212599,1.0945395,1.1467054,1.0526377,1.001181,0.9791478,0.92589843,1.0742004,1.1789001,1.002454,0.9430046,1.0226309,1.2188145,0.7595222,1.1341218,0.84745526,1.0036438,0.8488356,0.8528544,0.9727249,1.1602509,0.72333336,0.785351,0.786191,0.7848924,0.9739374,1.1835437,1.1114447,0.860756,1.1711704,0.8410082,0.8643155,1.1241677,1.0450829,1.140733,1.0151714,0.89022875,1.1419377,0.92801976,0.89488995,0.8818431,1.0048952,1.0172298,1.1050184,1.0078964,0.81245077,0.94150007,1.1606913,1.1220679,1.1651478,1.0599352,1.13062,1.1480374,0.84710264,0.28269488,0.89117146,0.8268912,0.8274276,1.1281047,1.1144398,0.93886125,1.1185706,1.171448,1.2000669,1.0362458,1.00145,1.0623544,1.1391927,0.88289565,1.1576049,0.9328102,0.9439684,0.8905212,0.92090714,1.2161962,0.9237179,0.90132964,1.2098062,0.9278715,1.1782715,1.1454408,1.1174581,0.9789883,1.1646944,1.1334807,1.0657259,0.99474394,1.0060271,1.2100035,1.1097864,1.1474867,1.0785782,0.8572086,0.9674785,0.83540106,0.8266508,0.9083289,1.106655,0.0,0.9791218,0.92338234,1.0574982,1.1489683,0.91090417,0.7480024,0.88269436,0.84061426,0.8425283,1.0922598,1.1736419,0.9904211,1.2086092,0.9885471,0.9102999,0.9861223,0.94944423,1.0809088,1.0828711,0.99934727,0.9716348,1.135638,1.0163596,0.8557724,1.0397354,1.02285,0.6998667,0.91614616,1.1671801,1.1177472,0.94512844,1.1390741,1.087625,1.0757351,0.9100117,0.8785523,1.0787364,0.9833368,0.725746,1.088052,0.75010645
plate,1.1874615,0.873461,0.79448897,0.93037766,1.2332723,0.5482875,0.6091501,0.86332595,0.75730455,0.93050325,1.2623338,1.2736496,0.86491114,1.0849904,1.3221325,1.0177083,1.2551339,1.0409974,0.8794264,0.7320398,0.32352906,0.9921179,0.89345074,0.8930329,0.5830908,0.80489916,0.8338891,0.9914946,1.1534133,1.2799605,1.1750689,1.0775023,0.68121064,1.2156446,1.326324,0.6432333,1.0586014,0.69911695,1.2321024,0.9025332,0.7927815,1.1645836,0.5255809,1.200829,0.6348814,1.3249125,1.088628,0.9732091,0.8794157,1.3012297,1.2402272,0.7868447,1.0999235,1.3248981,1.1572955,0.7592619,0.899731,0.80502796,0.906808,1.0244832,1.0508635,1.1399903,0.6868283,1.3815818,1.0592237,1.2223208,0.8059429,1.218557,0.9527061,1.4329824,0.8582165,1.459686,0.8142499,1.3299005,0.65095544,1.0368829,1.285486,0.93293124,0.80708146,1.1017575,1.1246072,1.1614202,0.9338155,0.8451178,0.86340314,1.1366063,1.1417282,0.61200565,1.1832,1.0896053,1.3947004,1.4110582,1.009467,1.046913,0.6900213,0.78599644,0.86409736,0.81565297,0.88369226,1.1114221,0.9791218,0.0,0.9469267,0.9685908,1.0628419,1.0953707,0.7201572,0.9445538,0.98726046,1.1595953,0.69370544,1.3436725,1.0210551,1.4228181,1.1894419,0.8252041,1.0943867,0.50671685,1.1071951,0.8418274,1.0558857,0.72032017,1.1370287,0.71845573,0.71551645,0.997638,1.2333437,0.89193785,0.976034,1.3858268,1.0787399,0.50461155,1.1043091,0.94785345,0.91360444,0.9724866,0.65136105,0.7868624,1.0613478,0.8372981,1.0749007,1.0214217
pony,0.75659215,0.99981123,0.9376889,1.1446152,1.158998,0.90919334,0.8904855,1.1174341,1.0219603,1.1369138,1.1133144,1.1453223,0.94457597,1.1561502,1.217341,0.6734839,1.0574363,1.0506648,0.7938497,0.94238114,0.9268892,1.0488658,1.1026216,1.0415622,1.0242395,0.7104826,1.0438104,1.0564506,1.0877868,1.0307852,1.1407248,1.1512357,0.85444295,1.1536236,1.0471228,1.0302811,1.1028194,0.9592528,1.0990636,1.0614153,0.9280562,1.0745665,0.9459949,1.0642476,1.1194389,0.8678187,0.86120224,1.04435,1.0268064,1.1329653,1.1460987,1.0308639,1.0382419,1.0473081,1.0908678,0.91345257,0.8236272,0.8548837,0.47058153,1.1631769,1.0456667,1.0130613,0.9832029,1.1284107,1.1938394,1.1685088,0.98956233,0.5864469,1.1878921,1.1092621,1.0439101,1.2338642,0.96206486,1.1282322,0.96387506,1.0781152,1.1587261,1.1835747,1.0785367,1.0101544,1.0891238,1.1101149,1.025971,0.9607256,0.93055034,1.0969284,1.1381774,0.83407795,1.2028024,1.038092,1.1218426,1.214237,0.95254296,0.7786959,0.81266963,0.91948116,0.6847489,1.1018277,0.94862133,1.1448504,0.92338234,0.9469267,0.0,1.0574864,1.1387339,1.080802,0.872143,0.99180454,0.96598387,0.7835453,1.0810957,1.123448,0.92933077,1.1693561,1.0053377,0.9470607,1.0177569,1.036896,1.0982263,0.9238163,0.93168527,1.0133191,1.1862516,1.0804062,0.9088714,0.9239606,1.0646727,0.8071023,0.7967416,1.0761188,1.1091084,0.89151263,1.0244789,1.0246613,1.1839432,0.9289688,0.7533877,1.1295089,0.9568867,0.92315257,1.0170971,1.0737352
potato,1.1383941,0.8565413,0.80871725,0.80669844,1.1674958,0.89252806,0.8214263,0.92065537,1.0908343,1.2858263,0.9934744,1.1631677,1.0522043,1.2119236,0.85540605,1.2020267,1.1084572,1.2138305,1.1237993,0.98153484,0.9889027,1.1257391,0.6834686,1.0686377,1.0224277,1.0262457,0.985287,1.2708938,0.822685,1.2090242,1.1260513,1.0142163,1.0676749,1.2225449,1.091252,0.7578012,1.2535071,0.822903,1.1052594,0.9543945,0.9813534,1.056539,0.94132894,1.0260559,1.0071263,1.1232076,0.8816368,1.1534641,1.1068659,1.0093513,0.89564276,0.60155916,1.101095,0.9644904,0.6411813,1.1002377,1.0470396,1.098272,1.0846766,1.2255697,0.8290314,0.98718417,0.8766937,0.9882177,0.8593697,0.8394966,0.78907686,1.14779,1.1456885,1.1175631,1.0477536,1.1639353,1.153003,1.1677287,0.9936617,0.9998729,1.0150452,0.9447079,1.068638,0.9817181,1.0712308,0.8553856,0.73695934,0.77891016,1.0015072,0.7411045,0.5550474,0.8046783,1.2641368,1.1248173,0.967367,1.1585816,1.1736134,1.0522037,0.9981264,0.9896443,1.0450283,0.83445406,0.8869049,1.0257819,1.0574982,0.9685908,1.0574864,0.0,0.88889396,1.1079639,1.0507145,0.7384965,1.1908772,0.9367988,0.8852341,1.1410519,1.2984056,1.0555322,1.0383993,0.93609965,1.1716288,1.1521266,1.209698,0.7978143,1.2363534,0.84540474,0.9969839,0.7733712,0.9649447,0.9134633,1.0251527,0.90899026,1.0597324,1.068388,1.1147729,0.9840466,0.59691757,0.7718271,1.146009,1.0599861,0.96569175,1.1549104,1.12155,1.118932,0.77185327,1.1842848
pumpkin,0.61273706,1.190704,1.1500295,0.87565607,0.8775423,1.1207165,1.2907622,0.66608894,1.0025808,0.8697199,0.793141,0.81951654,1.3631941,0.93381816,0.8068015,1.0510305,0.5393502,0.98141587,1.1074134,1.4578779,1.2356496,0.9550393,0.6059899,1.3789032,1.1684593,1.2071639,1.3760929,1.1032708,1.0319319,0.8014167,0.96322525,0.44312036,1.1346895,0.9904736,0.9225325,0.9626365,0.960863,0.9350507,0.864675,0.66693646,1.4169745,0.95532644,1.4000741,0.7507029,0.8592098,0.63475597,0.715124,1.2193601,1.0862925,0.9144433,0.851408,0.9842322,0.8764297,0.9468713,1.0564462,0.955317,1.1754795,1.2321056,1.0212595,0.7902012,1.2945902,0.6695877,1.0932782,0.9663776,0.6240562,0.7408219,1.2927747,0.9783268,0.8197912,0.85254836,0.87297606,0.74109304,1.2220136,0.94176584,1.3900489,1.1407244,0.8900732,0.8072502,0.9450062,0.6389998,0.9313368,1.0898968,0.6536734,1.3818909,0.8438134,1.1263087,1.1735551,1.1332884,0.9101102,0.9445267,0.8055928,0.7545733,0.90819603,0.98856485,1.4355708,1.3854934,1.2410182,1.0615219,1.1808736,0.6541573,1.1489683,1.0628419,1.1387339,0.88889396,0.0,0.8937749,1.2959541,1.1816165,1.168884,0.90467256,0.87071705,0.8080696,1.1276059,0.81811357,0.91700524,1.37714,0.9932855,1.232393,0.95307153,1.2258146,1.134804,1.2525222,0.88269323,0.9835425,1.3427904,1.0875567,0.92776954,1.1780882,1.0869465,0.8432043,0.8542516,1.2091895,1.1983128,1.28615,1.0372531,0.82271063,1.2066023,0.7610129,1.1158924,1.4516532,1.2910538,1.2090523
