,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
nose,1.2971327,0.5465431,1.0051008,1.2596605,0.50406533,0.67179096,0.8770392,1.1086779,1.3835076,1.2033745,1.284008,0.77938807,1.2791773,1.2140347,1.2942568,1.3197851,1.1911837,0.58435196,1.0269941,1.3079065,0.98451513,0.84774226,0.68919337,1.135882,0.86373544,0.9756612,0.83469844,1.3197994,1.2474115,1.1018463,1.0355777,1.3554153,0.86337423,1.0643045,0.9277554,1.2232906,1.16973,0.57378995,1.3085841,0.66467243,1.0973316,1.2657233,1.2143652,1.1105039,1.2232958,1.2120531,1.1361024,0.819817,0.5217718,1.1166288,0.90193945,1.0925686,0.72751844,0.9919388,1.1565046,0.8339464,0.91115713,1.0862837,1.1118436,1.1565458,0.68715245,1.0920017,0.7008613,1.0772748,0.6882707,1.076626,0.5644534,1.0437591,1.2381362,1.0270227,1.3219801,1.0816394,1.2252141,0.81178105,0.82347196,1.1712439,1.0706357,1.1864152,1.0762587,0.9055357,0.809602,0.7553372,0.7688161,0.43269753,1.0773602,0.7779881,0.0,0.6405224,1.280339,1.1768163,1.2515032,1.2843478,1.2612631,1.1663837,0.89158803,0.6680558,0.726169,0.6529777,1.1265645,0.8228158,1.2947203,0.9281416,1.1324115,0.49111181,0.8560222,1.0964715,0.8121077,0.5508951,1.2245173,1.0945612,1.0516747,1.3221579,1.2193731,0.8315537,1.2145528,1.2895415,1.1791642,1.3813274,1.1705015,0.55257285,1.1519408,0.5707202,0.87418485,1.103832,1.1089247,1.0822185,0.87436557,0.52355754,1.2212902,1.1351855,1.3055682,0.58753294,0.63564074,0.82975763,1.2566744,1.0917063,0.77505535,1.2821249,1.1554459,0.8973814,0.57314324,1.2713332
orange,1.2292246,0.5165163,0.5877011,1.4329097,0.5504111,0.4592142,0.58340657,1.0103413,1.3684887,1.2692628,1.4337704,0.9750914,1.233179,1.3085936,1.3122705,1.4584374,1.1871473,0.64397365,0.54525805,1.1723588,0.69044775,0.9543972,0.78011405,1.1076396,1.0504328,1.0366349,0.80416745,1.4181795,1.3958061,0.81164736,0.8287362,1.4224772,0.5193867,1.1497602,0.67548716,1.3605309,0.8893916,0.6861061,1.3792452,0.50994,1.1344858,1.0012332,1.1576736,1.1580681,1.3072367,1.1639892,1.3315363,0.93113315,0.23922265,1.1835583,1.1315789,1.1419567,0.9533709,0.98738635,1.2608443,1.0323654,0.98304176,0.9239684,1.1582569,1.1325581,0.8562665,1.177463,0.632437,1.304635,0.5788723,1.2463843,0.8147152,0.9354191,1.4214618,0.8116586,1.5045573,1.1663618,1.2676237,0.7596705,0.9568437,1.0823112,0.7210809,1.1519754,1.077047,1.0186564,1.0299331,0.7802876,0.69195163,0.59169555,1.036476,1.0224192,0.6405224,0.0,1.426277,1.1163946,1.383215,1.4907293,1.3132551,0.992615,0.6595957,0.7923373,0.80383027,0.6637755,1.1089418,1.0698891,1.0694872,0.83504176,0.7966366,0.5232867,0.78458077,1.1232817,0.9091784,0.8846271,1.2782614,1.182695,0.40539896,0.9775616,1.4426129,0.8809583,1.4747936,0.90963197,1.3078066,1.2765069,1.2520351,0.7092317,1.2463241,0.61248887,1.0875683,0.6865023,0.82724226,0.8009503,0.8562874,0.50042987,1.3141934,1.337798,1.3256271,0.27629095,0.8775075,0.87643796,1.1359549,1.1811621,0.5969699,1.1379882,1.1860816,1.0335478,0.73323107,1.2919223
oven,1.0748681,1.3255715,1.2574171,0.80599064,1.3140724,1.284887,1.4447738,0.84330004,0.5739176,0.8569664,0.6637783,0.98178416,0.57854563,0.9060645,0.9459622,0.72276354,0.9430282,1.1609609,1.1107486,0.6809345,1.199006,1.0126657,0.9871897,0.97942746,0.8246596,0.75386643,1.3664284,0.7388077,0.6608445,1.1231904,0.86021185,0.45271182,1.1426938,0.93780684,1.2034925,0.6433012,1.220155,1.2813331,0.6605854,1.1198324,1.1471646,0.9541432,1.118476,1.2295077,0.44726264,0.5422234,0.7961525,1.2097085,1.4382317,0.83377224,0.94975376,0.963471,1.2764575,1.307962,0.92908907,1.2133343,1.1740137,1.3247812,1.016556,0.96417314,1.2635827,1.0898633,1.4338373,0.93283385,1.2861223,1.0737599,1.1707249,1.1706787,0.6708909,1.0789343,0.61324924,1.0619341,0.77668214,0.9931319,1.0281512,1.0556782,1.2539274,0.8234383,1.1169468,0.9440807,0.9906482,1.1959562,1.3543134,1.2979054,1.0490577,1.1887269,1.280339,1.426277,0.0,1.0796175,0.8444435,0.7264234,0.82910293,0.95278615,1.1705618,1.1108327,1.1302998,1.3137925,0.9734979,1.035972,1.0678351,1.0662714,1.0288198,1.346348,1.2222908,0.88750106,0.9304457,1.2401886,0.34644824,1.0977777,1.2306441,1.1014302,0.7355587,1.1143004,0.74360037,1.1727254,0.6560032,0.4709543,0.77197385,1.2457398,0.7704803,1.1523641,1.1395236,1.1620016,1.213498,1.0505756,1.0636257,1.28568,0.8226805,0.7058377,0.6549811,1.3074554,1.3110774,1.3507429,1.0077996,1.0048859,1.3410562,0.9032085,0.8199843,0.8079026,1.1903067,0.5780673
owl,0.5057251,1.2508587,0.9441479,0.91455257,1.0780245,1.1486385,1.1053557,1.2258496,0.65048647,0.6203645,0.7235977,1.3962446,1.2287436,0.83769906,0.6432642,0.72748303,0.8206414,1.2791933,0.97953767,0.95055026,1.0338781,1.2776158,1.3289492,0.79969084,1.3713865,1.1430001,1.1863904,0.7009646,1.0766059,0.99050033,0.8951459,0.94020253,0.98850054,1.0049583,1.1287084,1.0625274,0.72279847,1.3023129,0.89820313,1.2389915,0.9687792,0.652549,0.7233525,0.87769216,1.130032,1.2280467,0.9103696,1.06237,1.1672058,0.9340657,1.0731198,0.91935337,1.2906246,0.96796805,0.90101415,1.2025934,1.275166,0.7433268,0.8680986,0.7968977,1.2967402,1.0458333,0.9305766,0.99970466,1.1709197,0.9778604,1.3227589,0.9486178,0.91562575,0.9954393,0.85981727,1.164467,0.9823529,1.3477242,1.3433088,0.8271425,0.9758279,0.98993367,1.0205389,1.3074998,0.9978634,0.9761646,1.0344902,1.3002344,1.1380471,1.2968032,1.1768163,1.1163946,1.0796175,0.0,0.83872974,0.97077304,0.73658466,0.8829627,1.1278722,1.3456964,1.3444715,1.0580126,0.6680434,1.4088932,0.5253718,1.1391032,1.0292306,1.2771757,1.1679146,1.016261,1.2643979,1.1830797,1.0312362,0.9308819,0.8381854,0.7149621,0.938838,1.2173591,1.0356935,0.7520119,0.7603698,0.90201026,0.8443068,1.3019052,0.88862514,1.2202855,1.1789103,0.85597223,1.0083148,0.86809146,1.1799835,1.3293297,0.96674985,1.1229292,0.69239205,1.087511,1.2969736,1.1420547,0.83968294,1.0888892,0.8270043,0.47530568,0.9077342,1.310421,1.3218334,1.1498345
pajamas,0.91022724,1.3181465,1.1393527,0.34739113,1.3082345,1.3522183,1.4275448,1.3348534,0.5936903,0.67522883,0.40695977,1.1909786,0.9169482,0.31179428,0.8965134,0.3260038,0.9939447,1.447947,1.2699449,0.9369082,1.2405998,1.2857442,1.4385823,1.0154722,1.2516664,1.248622,1.1285677,0.7276412,0.73569137,1.0607983,1.1251969,0.6946256,1.190164,1.1296333,1.2873352,0.64343065,1.0852509,1.4380631,0.6723612,1.4595444,0.9615265,0.9089354,0.99866754,0.77342105,0.96248424,1.0527751,0.37102395,1.0361872,1.3987298,0.9437961,1.0358073,0.79586494,1.084449,1.2322248,0.90816516,1.1450956,1.3953738,1.2556715,0.9858609,0.8531664,1.2694029,0.9148469,1.3808696,0.77693903,1.2745538,0.7400093,1.3631343,1.2088135,0.4323268,1.2271538,0.3468336,1.265609,0.8528129,1.3098371,1.1936947,0.95536214,1.1744727,0.9767315,0.9424999,1.2831345,1.2758181,1.0854363,1.3693817,1.3255684,0.9762488,1.0929313,1.2515032,1.383215,0.8444435,0.83872974,0.0,0.15023208,0.6719192,0.87853414,1.2692908,1.4213511,1.431032,1.2122487,0.73461175,1.1188071,0.8975526,1.2954147,1.3118312,1.3654503,1.0257784,1.0328469,1.3883499,1.266365,0.9235731,0.8610789,1.1317786,1.0117551,0.2691989,1.3587866,0.24718201,1.0365459,0.59898835,0.8673698,0.7227811,1.4291276,0.85332304,1.3574823,1.082875,1.1589148,1.2485199,0.93166,1.3190461,1.3608739,0.88225466,0.47995174,0.60395324,1.4572685,1.1486864,1.2063085,0.906275,0.7788241,1.2682805,0.7470998,0.8612314,1.2852018,1.3935502,0.92741567
pants,0.93143535,1.3820579,1.17441,0.39494383,1.4348416,1.4209332,1.4439747,1.262879,0.6517288,0.7102905,0.54234844,1.1552911,0.8351321,0.3884815,0.84913945,0.4384002,1.0536671,1.4302038,1.3810041,0.9746541,1.3310094,1.1985897,1.35556,1.0082521,1.0109742,1.203327,1.0682927,0.6379739,0.61478573,1.0780236,1.1985409,0.58792734,1.2311263,1.0896059,1.3410461,0.6213727,1.1339924,1.4270923,0.6564646,1.4828646,0.911009,0.9995857,0.98897785,0.84856474,0.80994654,1.0012609,0.36446607,1.0081364,1.4806262,0.7885082,0.9630099,0.85175824,1.0263504,1.1346803,0.9000977,0.9986864,1.3300002,1.2907943,0.9533616,0.8410742,1.225208,0.8785397,1.4549888,0.69154274,1.3119819,0.7031678,1.2956166,1.2137148,0.46810442,1.2191241,0.2548194,1.131964,0.80146724,1.2984046,1.0409827,0.9363463,1.2188866,0.90541655,0.9164634,1.1669196,1.2306597,1.0956365,1.3486769,1.3409638,0.99284023,0.9667032,1.2843478,1.4907293,0.7264234,0.97077304,0.15023208,0.0,0.7253685,0.96543795,1.3040745,1.427598,1.4305459,1.2583232,0.8502673,1.0249431,1.0064236,1.3582683,1.3555558,1.3324326,1.1232014,1.0396614,1.346843,1.191001,0.8322456,0.90838766,1.2597959,1.0954869,0.21371484,1.3588228,0.109378815,1.0840434,0.6544223,0.9193093,0.74253887,1.419734,0.86029625,1.3969917,0.9865876,1.2231376,1.2633886,1.0270431,1.2815598,1.3704329,0.7843474,0.43891722,0.7113018,1.56965,1.0945356,1.1080798,0.8967847,0.7497309,1.3968425,0.92003036,0.7911369,1.1751533,1.3288524,0.82979727
paper,0.55576444,1.3541496,1.044389,0.62281007,1.2253323,1.2507743,1.3498117,1.2195375,0.51682204,0.8584311,0.52127016,1.4156706,0.7847051,0.60039186,0.6959859,0.5480037,0.275899,1.4294237,1.0716097,0.52005434,1.1535548,1.3346336,1.4127638,0.7925209,1.3646289,1.1271353,1.2330424,0.81555927,0.82101136,1.0262004,1.113612,0.70729494,1.1408837,1.0666841,1.2154903,0.79311764,0.88709676,1.400486,0.6959661,1.3701454,0.9674601,0.6906636,0.92926216,0.92403334,0.88184094,0.8059108,0.77912414,1.0872704,1.3770657,1.1182194,1.0704275,0.8242328,1.2523623,1.0862164,0.88544154,1.2554824,1.330874,0.9394196,0.87618095,0.7018837,1.4034142,1.0240312,1.0812614,0.8729602,1.281102,0.74606967,1.4647889,1.0678393,0.84297633,1.0732281,0.6759019,1.0983044,0.80575573,1.2384648,1.2805896,0.85515904,1.1531513,0.71468925,1.0341161,1.3234277,1.2270907,1.0327232,1.2835846,1.4243516,0.95951736,1.2537324,1.2612631,1.3132551,0.82910293,0.73658466,0.6719192,0.7253685,0.0,0.8311832,1.2087036,1.3908556,1.3844188,1.2101266,0.83318007,1.3643036,0.68549,1.2580123,0.9493363,1.432179,1.2423401,1.1257228,1.3775017,1.3528848,0.6278364,1.011488,0.9990373,0.9045158,0.6773362,1.4038506,0.7662976,0.9833459,0.72039294,0.6423048,0.74192,1.4446155,0.7461469,1.3484209,1.1390601,0.9787128,1.1795014,0.7416122,1.2250806,1.4166118,0.96799403,0.9522414,0.37637985,1.3652658,1.3170139,1.191232,0.670303,1.0035676,0.9873249,0.60588026,0.8070898,1.3587817,1.4919232,0.8719924
pasta,0.9657735,1.1479291,1.0327259,0.9573188,1.0410035,1.0030586,1.0948203,1.133608,0.8253561,0.9791639,0.86028457,1.242273,1.0622655,0.92361486,0.9472941,0.8922129,0.9027296,1.1682718,0.72315085,0.90471417,0.7622105,1.152607,1.1928108,0.98325366,1.2846215,1.1042105,1.1870023,1.0241448,1.0562719,0.5868919,1.044604,0.97234124,1.0526818,1.0879616,0.8581929,1.0470188,0.8294924,1.199466,0.9697799,1.1365933,1.0356903,0.6139959,1.0089335,1.0894701,1.0933647,1.0494386,0.9127097,1.108525,1.0497159,1.0512211,1.2186811,0.9186651,1.2232568,1.186818,0.99101865,1.1831849,1.1613775,1.0919151,0.9448793,0.95949984,1.2152934,1.1868929,1.1202052,0.9922614,1.073169,1.078268,1.2523198,0.98568696,0.97144306,0.9734949,0.9657977,1.1707985,0.9807845,1.1273557,1.18211,0.9180068,1.0786192,0.9585909,1.1885502,1.1552925,1.1698905,1.0446448,1.0667635,1.1868045,1.0961187,1.1792161,1.1663837,0.992615,0.95278615,0.8829627,0.87853414,0.96543795,0.8311832,0.0,0.8465605,1.1776959,1.1772367,1.1588393,0.96805185,1.3224936,0.75880605,1.0783789,0.70729506,1.1701447,1.0609643,1.1007808,1.2388493,1.2131811,0.9851124,1.0011975,0.86804146,0.92603934,0.95567954,1.1274037,1.0600536,0.9456221,0.8739969,0.89199054,0.94459367,1.2309214,0.9632472,1.1290281,1.1730816,0.72867393,1.03094,0.90263534,1.0306976,1.1344577,1.0764427,0.9813174,0.7326811,1.0926597,1.2169,1.2653477,1.0035743,1.1207411,1.0056155,0.7056545,0.96338326,1.1445764,1.2756464,1.0137488
pastry,1.1624808,0.78758055,0.9212389,1.277487,0.7629639,0.8005494,0.70362496,0.8647578,1.3076367,1.1903076,1.2793093,0.9503133,1.1515608,1.268933,1.1455837,1.2935724,1.0387614,0.74308455,0.78113776,1.1295328,0.17908084,0.9048307,0.7845841,1.0514021,1.0599815,0.9607115,1.0736008,1.3283312,1.3002684,0.913181,0.9762594,1.2561928,0.9778163,0.95352364,0.17684555,1.2636604,0.6075722,0.73255426,1.2704048,0.814424,1.1353455,0.95046574,1.1002954,1.1875463,1.161688,1.1072458,1.2617658,1.1832143,0.6133193,1.073889,1.195914,1.1105158,1.0815121,1.0512998,1.1282457,1.0754392,0.89170575,1.0114486,1.0270988,1.2463604,0.9749282,1.1521683,0.8684489,1.2331152,0.6902691,1.2625797,0.8754295,0.8258246,1.2314959,0.92627156,1.3626916,1.0167087,1.1855977,0.88486457,1.0123031,1.213304,0.94082874,1.0652831,1.1297891,0.88965714,0.9758781,1.0062859,0.7462348,0.81955844,1.0248722,1.0980972,0.89158803,0.6595957,1.1705618,1.1278722,1.2692908,1.3040745,1.2087036,0.8465605,0.0,0.79129344,0.7767514,1.0147185,1.2308563,1.0122259,0.8646263,0.86304235,0.7027111,0.65342057,0.9211083,1.0799239,0.7939873,1.0699006,1.0943936,1.0799233,0.93454546,1.1256723,1.3310938,0.7409437,1.3275051,1.0848897,1.2333901,1.1974882,1.1544416,0.78953767,1.1259848,0.7362333,1.0508823,0.741598,0.97871107,0.9770132,0.89130706,0.66735744,1.19081,1.2228699,1.179358,0.7293321,1.0105983,1.0570343,1.2229639,1.1274707,0.8526238,1.1187518,1.1878322,0.8629811,0.9125881,1.1470587
pen,1.3985673,0.6393678,1.2064722,1.3412228,0.8189515,0.85461324,0.6997179,0.5710171,1.4409331,1.3546691,1.4600346,0.37788558,1.0301548,1.4785821,1.3152335,1.4488382,1.0320435,0.31132972,0.93529963,1.1311294,0.8979848,0.38223642,0.40054268,1.2164431,0.6961903,0.76887804,0.8223996,1.4018823,1.2036335,1.1468018,0.9845678,1.4148067,1.0881625,0.82390934,0.81043637,1.309562,1.2169602,0.12074053,1.4179091,0.48459607,1.2259402,1.3758531,1.3083158,1.3894036,1.0735056,0.9289914,1.4020545,1.0861567,0.688833,1.0438507,1.0602964,1.26369,0.70676595,1.0088745,1.2232988,0.79017735,0.32789898,1.1585507,1.2034266,1.4325452,0.4496711,1.1238798,0.7511686,1.2776921,0.68246526,1.2110972,0.47478187,0.97043586,1.2610848,1.0607322,1.4552457,0.56162715,1.1874309,0.47817004,0.61822325,1.2674216,0.99379075,1.1974835,1.2335991,0.3684438,0.9395133,1.1000432,0.92115766,0.34370708,0.85940075,0.6397461,0.6680558,0.7923373,1.1108327,1.3456964,1.4213511,1.427598,1.3908556,1.1776959,0.79129344,0.0,0.04801452,0.87592363,1.331542,0.52606726,1.3869148,0.6898118,0.8857701,0.5197499,0.9088173,1.0254589,0.4192719,0.7583895,1.24373,1.1495032,1.2249628,1.1247238,1.4648618,0.4761306,1.3710145,1.1149513,1.4141787,1.094713,1.2125927,0.1702385,1.056967,0.32029474,0.8562519,1.1779599,0.7449308,1.3499253,0.49222267,0.56000143,1.0935475,1.1760778,1.4499602,0.61394465,0.6512598,0.77535444,1.1487019,0.97499484,0.97165006,1.3874414,1.327548,0.4228568,0.2636342,1.0943291
pencil,1.3795068,0.67215693,1.1988702,1.3071126,0.83721274,0.8590599,0.6715878,0.5457426,1.4675627,1.3763856,1.4877602,0.43237716,1.0176635,1.4642589,1.2920306,1.4665922,1.0103446,0.38447,0.948115,1.099706,0.84122866,0.42509174,0.43879253,1.2171296,0.7405506,0.78289163,0.7839477,1.4192214,1.1649318,1.1513909,0.975378,1.4377899,1.07275,0.81185734,0.7584346,1.3234705,1.1858675,0.1838181,1.4298166,0.5389767,1.1789765,1.3758736,1.3032718,1.332571,1.0984938,0.91212153,1.3981993,1.0474663,0.69758964,1.0587155,1.115074,1.2513112,0.6799507,0.99467963,1.2014129,0.78737235,0.29058427,1.1348674,1.1876234,1.4074878,0.43497467,1.104535,0.75499725,1.2689052,0.7131491,1.1339078,0.50392973,0.93400544,1.3062751,1.0302726,1.4788699,0.52278316,1.1491709,0.49925202,0.65596956,1.2511373,0.9390912,1.234196,1.2039946,0.3899116,0.9397991,1.0844245,0.8849426,0.41220558,0.81331134,0.64978445,0.726169,0.80383027,1.1302998,1.3444715,1.431032,1.4305459,1.3844188,1.1772367,0.7767514,0.04801452,0.0,0.91502815,1.329229,0.56965345,1.3545182,0.64850235,0.8861923,0.5559167,0.8668302,0.9489209,0.4145323,0.7915875,1.2513319,1.1323535,1.2106513,1.1011369,1.4544708,0.45780176,1.3745726,1.0773356,1.4383389,1.1155846,1.21701,0.23234731,1.0864961,0.42156672,0.8581464,1.1553965,0.6709501,1.3538408,0.4579047,0.5867593,1.0199136,1.1906211,1.4542352,0.66313946,0.64034694,0.7449169,1.1176898,0.9552075,0.9817377,1.3901824,1.3368421,0.44172287,0.34307426,1.097473
pickle,1.0145223,0.27171922,0.7254007,1.2336775,0.75015455,0.5854196,0.49912477,1.1996814,1.3199445,1.1563972,1.2957036,0.81721157,1.2671074,1.1922425,1.1204743,1.2811551,1.1228848,0.87261385,1.0601792,1.2593434,1.0451227,0.8679277,1.0062671,0.9499216,0.85999894,1.0120677,0.69683355,1.1825874,1.3331003,0.81224376,1.0083412,1.3475046,0.89830714,1.1031388,0.99562,1.308408,1.0077355,0.7266909,1.3624978,0.94368863,1.1250961,1.2291751,1.108474,1.1265064,1.233249,1.1854546,1.1328101,0.73662865,0.6886313,1.149635,0.69585574,1.0624337,0.72572374,0.7499181,1.0296315,0.70915437,1.0078626,0.6335056,1.0709484,1.2290108,0.7212081,1.0659431,0.6315304,0.98713076,0.6114829,1.0199058,0.77148,1.0706867,1.2175431,1.1297406,1.1906465,1.0039074,1.3349038,1.0250443,0.9397897,1.0203841,0.92897666,1.2815336,1.0076777,0.90976244,1.019374,0.77300465,0.8502532,0.70139265,1.1221746,0.74283934,0.6529777,0.6637755,1.3137925,1.0580126,1.2122487,1.2583232,1.2101266,1.1588393,1.0147185,0.87592363,0.91502815,0.0,1.099853,0.8453834,1.1666613,0.99907035,1.0866646,0.6069299,0.88561606,1.1930102,0.89663804,0.60655916,1.2439895,1.0795958,1.0412445,1.010008,1.1807861,1.0299637,1.178776,1.1570393,1.27998,1.315586,1.1516069,0.6762993,1.1574745,0.6971137,0.92666996,1.1292167,1.1156739,0.89900166,0.9188884,0.6724204,1.2726862,1.196553,1.328516,0.5921515,0.7462781,0.6494794,1.0548848,1.0452945,0.6942296,1.221255,1.1591597,1.0759871,0.694856,1.3316286
pig,0.7878952,1.1890469,0.89736503,0.7516122,1.0814927,1.1558167,1.2983972,1.2425224,0.52579933,0.4107887,0.6698432,1.3808368,1.1094439,0.80078566,0.7994906,0.64980614,1.127632,1.358776,0.9790348,1.0269408,1.082444,1.3759013,1.407757,1.0795269,1.3632326,1.1967183,1.0882305,0.6282928,1.0051963,1.0879577,1.0485705,0.82219625,0.9467041,1.1579875,1.2093433,0.9199043,0.79965794,1.3682067,0.8713645,1.2866952,0.80714107,0.69456637,0.7592466,0.97089994,1.0552906,1.1537834,0.8570043,1.041572,1.1245841,0.8331796,0.9780531,0.9576731,1.2213304,1.042971,0.93070114,1.2488816,1.2712574,1.0441222,0.9763591,0.71360284,1.2911248,1.1473905,1.0974472,0.98421466,1.3027024,0.9085698,1.3683845,1.0688972,0.90149367,1.0128763,0.6316785,1.0951711,0.9697846,1.196113,1.3228254,0.92308617,1.0126524,1.0516076,1.0859247,1.3730698,1.0630636,1.0330447,1.1231439,1.2480267,1.2437439,1.3105692,1.1265645,1.1089418,0.9734979,0.6680434,0.73461175,0.8502673,0.83318007,0.96805185,1.2308563,1.331542,1.329229,1.099853,0.0,1.3466365,0.57614017,1.1362942,0.98798525,1.2523663,1.1121955,1.1949847,1.2722744,1.0941483,1.0026823,0.97625494,0.87639904,0.8463298,0.7862116,1.2028704,0.95427954,0.72749966,0.74116445,0.73579854,0.8623272,1.3612301,0.86136913,1.2169094,1.1763484,0.9081922,0.9146925,0.7775073,1.2634656,1.3187737,1.0955364,0.922483,0.6117947,1.1605207,1.2475853,1.199666,0.857916,1.2468648,1.1089638,0.5126283,0.7873839,1.3773668,1.2968297,1.0469183
pillow,1.3887992,0.7756741,1.06553,1.1451373,1.0271554,1.0324106,0.7769817,0.6548073,1.4463525,1.2515998,1.2315224,0.22899127,0.8744624,1.2682868,1.3198676,1.0997903,1.1397399,0.6403755,1.1531515,1.1635699,1.1177312,0.59190035,0.5286944,1.2290118,0.40114373,0.7564937,0.7234374,1.1291795,1.0105908,1.0586976,1.1267208,1.214205,1.1146469,0.9235128,1.0061723,0.97256154,1.2950466,0.51480687,1.1139567,0.7194668,1.0212094,1.5276631,1.2259257,1.0731386,0.9507001,0.87188375,1.212612,0.93216246,0.9095477,1.0011394,0.76204574,1.2551527,0.55465263,0.87661624,1.0460308,0.5110608,0.6143891,1.1983868,1.1963688,1.4731026,0.52757084,0.7004427,1.0114475,1.1068292,0.8296243,1.0818565,0.5259824,1.0588788,0.9337139,1.2322462,1.1631088,0.7468052,1.2074593,0.6582293,0.4988947,1.2639376,1.101134,1.2203735,0.8258869,0.5572135,0.93691194,1.1262718,0.8830877,0.57396364,0.6540055,0.53395885,0.8228158,1.0698891,1.035972,1.4088932,1.1188071,1.0249431,1.3643036,1.3224936,1.0122259,0.52606726,0.56965345,0.8453834,1.3466365,0.0,1.5169635,0.93559647,1.0742455,0.62755525,0.77499706,0.92964244,0.5474956,0.6051585,1.1801263,1.0854751,1.3963634,1.3263958,1.1507481,0.67296517,0.89878935,1.3122331,1.3183426,1.1558346,1.2693981,0.4545343,1.0611994,0.59072614,0.70460755,1.2758902,1.1246214,1.4805121,0.75617456,0.64986974,1.013463,0.98957276,1.5186814,0.86347294,0.54641277,0.69342244,1.3296008,0.5806378,1.2495147,1.5511343,1.2066826,0.6414168,0.3817439,0.92844564
pizza,0.5537947,1.2375782,0.89294875,0.8832552,1.1044501,1.1115131,1.0446882,1.2238172,0.5273576,0.6148745,0.74814355,1.5206648,1.1898694,0.8215546,0.7698332,0.7338085,0.86620027,1.3554933,0.7993976,0.86630034,0.6564042,1.4304458,1.4307933,0.8869886,1.5220126,1.1225326,1.1894854,0.6221274,1.1252915,0.9187724,1.140104,0.9139434,1.1420827,1.2290733,0.81106323,1.036088,0.36749828,1.3893371,0.8983418,1.3473723,0.9449793,0.26775062,0.609066,0.93394005,1.1607438,1.1947143,0.97780514,1.2056392,1.1225598,0.9838693,1.1858662,0.8932194,1.4141798,0.8982649,0.9243238,1.3703353,1.2904332,0.78428096,0.9411324,0.59316224,1.445655,1.1511424,0.93831205,1.0508803,1.1621318,0.9812936,1.4832168,1.0122967,1.0421509,0.8837259,0.79551345,1.1093063,0.9373387,1.3773088,1.4316962,0.6371186,0.91732216,0.8942487,1.0734154,1.4117117,1.1232579,1.110017,0.95482296,1.4101058,1.1889015,1.4613545,1.2947203,1.0694872,1.0678351,0.5253718,0.8975526,1.0064236,0.68549,0.75880605,0.8646263,1.3869148,1.3545182,1.1666613,0.57614017,1.5169635,0.0,1.0770781,0.6791244,1.233832,1.1233317,1.1842941,1.3274219,1.3354639,0.9466691,0.8958935,0.7946927,0.7461569,0.9461441,1.2015933,1.0957191,0.6722015,0.8461229,0.6944226,0.86563885,1.4123976,0.9207877,1.2670803,1.320237,0.5856588,0.9535394,0.7888361,1.2743438,1.3388848,1.1117238,1.0758606,0.4940406,1.2235491,1.4519509,1.2648728,0.74071586,1.2214221,0.91083544,0.2616855,0.7955428,1.4329143,1.4849209,1.0842304
plant,1.2344193,0.7438957,1.0571338,1.2722378,0.70845807,0.8028805,0.83083224,0.72196823,1.1480253,1.178173,1.2221545,0.8834393,1.0264657,1.2999083,1.1497493,1.2387363,1.0470389,0.57293755,0.7816498,1.010034,0.8130705,0.74466103,0.5321615,1.2293811,0.94542456,0.9080113,1.1934266,1.2607001,1.0990078,1.2068647,0.92426294,1.1224909,0.9496703,0.9148573,0.8039726,1.1108574,1.1162037,0.79759026,1.1084226,0.53023255,1.0647994,1.0312135,1.0555844,1.039573,1.0063618,0.9826718,1.259305,1.1261253,0.8433716,1.0440727,1.2655718,1.1267381,1.0897374,1.2632704,0.81092435,1.1233714,0.77794516,1.0386827,1.0881406,1.1384263,0.91115165,1.0608032,1.04472,1.2158396,0.8779867,1.2679615,0.7836567,0.8638416,1.1504636,0.778099,1.3589928,1.0356321,0.97631776,0.67497027,0.90859616,1.135188,0.8374864,0.9446853,1.0250294,0.7536911,0.90198123,1.1587061,0.86533636,0.8902981,0.7959044,1.1182208,0.9281416,0.83504176,1.0662714,1.1391032,1.2954147,1.3582683,1.2580123,1.0783789,0.86304235,0.6898118,0.64850235,0.99907035,1.1362942,0.93559647,1.0770781,0.0,0.9130541,1.0076321,0.7525151,0.7392925,0.81292164,1.1391026,1.0513085,0.94439745,0.85870314,1.0638318,1.372833,0.6715643,1.38032,1.0276642,1.1283047,1.0439926,1.0546286,0.81781006,1.0871959,0.81988263,1.0414003,0.94355726,0.863317,1.187989,0.8090526,0.81304675,0.9234204,1.1584207,1.1691444,0.70654714,1.0152484,1.2371635,1.1959149,0.91897523,0.8916303,1.0474217,1.1922328,0.6566727,0.89620054,0.93116623
